,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 9,40 B","R$ 3,14 B","R$ 10,17",309.089.000,0,0,309.089.000,16.729.000,0,0,16.729.000,292.360.000,0,292.360.000
1,31/03/2024,"R$ 9,60 B","R$ 3,20 B","R$ 10,34",309.089.000,0,0,309.089.000,17.702.000,0,0,17.702.000,291.387.000,0,291.387.000
2,31/12/2023,"R$ 9,29 B","R$ 3,04 B","R$ 9,84",309.089.000,0,0,309.089.000,17.735.000,0,0,17.735.000,291.354.000,0,291.354.000
3,30/09/2023,"R$ 9,80 B","R$ 3,24 B","R$ 10,48",309.088.000,0,0,309.088.000,18.028.000,0,0,18.028.000,291.060.000,0,291.060.000
4,30/06/2023,"R$ 9,72 B","R$ 3,14 B","R$ 10,16",309.088.000,0,0,309.088.000,18.561.000,0,0,18.561.000,290.527.000,0,290.527.000
5,31/03/2023,"R$ 9,57 B","R$ 3,10 B","R$ 10,03",309.088.000,0,0,309.088.000,18.610.000,0,0,18.610.000,290.478.000,0,290.478.000
6,31/12/2022,"R$ 9,05 B","R$ 2,95 B","R$ 9,53",309.089.000,0,0,309.089.000,18.897.000,0,0,18.897.000,290.192.000,0,290.192.000
7,30/09/2022,"R$ 9,93 B","R$ 3,02 B","R$ 9,78",309.089.000,0,0,309.089.000,19.242.000,0,0,19.242.000,289.847.000,0,289.847.000
8,30/06/2022,"R$ 9,88 B","R$ 3,14 B","R$ 10,15",309.089.000,0,0,309.089.000,14.060.000,0,0,14.060.000,295.029.000,0,295.029.000
9,31/03/2022,"R$ 10,06 B","R$ 3,28 B","R$ 10,61",309.089.000,0,0,309.089.000,9.082.000,0,0,9.082.000,300.007.000,0,300.007.000
10,31/12/2021,"R$ 9,90 B","R$ 3,24 B","R$ 10,49",309.089.000,0,0,309.089.000,6.976.000,0,0,6.976.000,302.113.000,0,302.113.000
11,30/09/2021,"R$ 9,93 B","R$ 3,35 B","R$ 10,83",309.089.000,0,0,309.089.000,7.193.000,0,0,7.193.000,301.896.000,0,301.896.000
12,30/06/2021,"R$ 9,64 B","R$ 3,26 B","R$ 10,55",309.089.000,0,0,309.089.000,7.193.000,0,0,7.193.000,301.896.000,0,301.896.000
13,31/03/2021,"R$ 9,64 B","R$ 3,26 B","R$ 10,54",309.089.000,0,0,309.089.000,7.808.000,0,0,7.808.000,301.281.000,0,301.281.000
14,31/12/2020,"R$ 9,27 B","R$ 3,20 B","R$ 10,37",309.089.000,0,0,309.089.000,7.808.000,0,0,7.808.000,301.281.000,0,301.281.000
15,30/09/2020,"R$ 9,41 B","R$ 3,32 B","R$ 10,75",309.089.000,0,0,309.089.000,7.892.000,0,0,7.892.000,301.197.000,0,301.197.000
16,30/06/2020,"R$ 9,29 B","R$ 3,20 B","R$ 10,35",309.089.000,0,0,309.089.000,7.918.000,0,0,7.918.000,301.171.000,0,301.171.000
17,31/03/2020,"R$ 7,64 B","R$ 3,28 B","R$ 10,60",309.089.000,0,0,309.089.000,8.391.000,0,0,8.391.000,300.698.000,0,300.698.000
18,31/12/2019,"R$ 5,51 B","R$ 3,10 B","R$ 10,04",309.089.000,0,0,309.089.000,8.428.000,0,0,8.428.000,300.661.000,0,300.661.000
19,30/09/2019,"R$ 5,74 B","R$ 3,19 B","R$ 10,33",309.089.000,0,0,309.089.000,8.441.000,0,0,8.441.000,300.648.000,0,300.648.000
20,30/06/2019,"R$ 5,56 B","R$ 3,03 B","R$ 9,82",309.089.000,0,0,309.089.000,8.603.000,0,0,8.603.000,300.486.000,0,300.486.000
21,31/03/2019,"R$ 5,65 B","R$ 2,84 B","R$ 9,18",309.089.000,0,0,309.089.000,8.888.000,0,0,8.888.000,300.201.000,0,300.201.000
22,31/12/2018,"R$ 4,10 B","R$ 2,59 B","R$ 8,38",309.089.000,0,0,309.089.000,8.976.000,0,0,8.976.000,300.113.000,0,300.113.000
23,30/09/2018,"R$ 4,20 B","R$ 3,12 B","R$ 10,10",309.089.000,0,0,309.089.000,8.976.000,0,0,8.976.000,300.113.000,0,300.113.000
24,30/06/2018,"R$ 4,24 B","R$ 3,10 B","R$ 10,03",309.089.000,0,0,309.089.000,1.760.000,0,0,1.760.000,307.329.000,0,307.329.000
25,31/03/2018,"R$ 4,29 B","R$ 2,93 B","R$ 9,21",317.896.000,0,0,317.896.000,8.459.000,0,0,8.459.000,309.437.000,0,309.437.000
26,31/12/2017,"R$ 4,02 B","R$ 2,78 B","R$ 8,98",309.434.000,0,0,309.434.000,8.462.000,0,0,8.462.000,300.972.000,0,300.972.000
27,30/09/2017,"R$ 4,39 B","R$ 2,89 B","R$ 9,33",309.217.000,0,0,309.217.000,8.679.000,0,0,8.679.000,300.538.000,0,300.538.000
28,30/06/2017,"R$ 4,43 B","R$ 2,74 B","R$ 8,85",309.206.000,0,0,309.206.000,8.690.000,0,0,8.690.000,300.516.000,0,300.516.000
29,31/03/2017,"R$ 4,31 B","R$ 2,56 B","R$ 8,05",317.896.000,0,0,317.896.000,9.498.000,0,0,9.498.000,308.398.000,0,308.398.000
