,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"11,25%","6,65%","17,04%","10,07%","6,35%","2,10%","60,34%","3,87%","14,59%","30,25%","0,54","2,94","1,94","2,89"
1,30/06/2024,"11,24%","6,67%","17,03%","10,11%","4,66%","1,51%","60,17%","2,76%","14,76%","30,21%","0,55","2,99","1,99","2,99"
2,31/03/2024,"11,30%","6,73%","17,13%","10,19%","4,97%","1,61%","60,35%","2,91%","14,97%","30,28%","0,55","3,00","2,00","2,85"
3,31/12/2023,"12,02%","7,00%","18,21%","10,61%","5,17%","1,68%","59,65%","2,96%","15,63%","30,89%","0,57","3,05","2,05","2,92"
4,30/09/2023,"11,99%","7,19%","18,17%","10,89%","6,22%","1,89%","59,29%","3,75%","17,03%","32,27%","0,51","3,03","2,03","2,75"
5,30/06/2023,"10,61%","6,50%","16,08%","9,84%","3,51%","1,11%","58,53%","2,27%","16,35%","31,58%","0,49","3,10","2,10","3,00"
6,31/03/2023,"9,11%","5,70%","13,80%","8,64%","0,44%","0,14%","57,39%","0,31%","15,09%","30,40%","0,47","3,09","2,09","3,29"
7,31/12/2022,"8,47%","5,20%","12,83%","7,87%","-1,80%","-0,59%","56,57%","-1,28%","13,53%","29,05%","0,46","3,07","2,07","3,50"
8,30/09/2022,"8,39%","5,05%","12,71%","7,66%","-1,42%","-0,48%","55,27%","-1,05%","12,65%","28,17%","0,45","3,29","2,29","3,80"
9,30/06/2022,"8,01%","4,97%","12,13%","7,54%","0,33%","0,11%","54,39%","0,24%","12,04%","28,25%","0,46","3,15","2,15","3,90"
10,31/03/2022,"8,94%","5,58%","13,55%","8,45%","5,86%","1,98%","55,33%","4,24%","13,49%","29,07%","0,47","3,07","2,07","3,75"
11,31/12/2021,"6,75%","4,49%","10,22%","6,81%","4,94%","1,71%","54,40%","3,60%","12,45%","27,91%","0,47","3,05","2,05","3,75"
12,30/09/2021,"5,50%","3,69%","8,33%","5,60%","3,91%","1,38%","54,06%","3,02%","10,57%","26,43%","0,46","2,97","1,97","3,61"
13,30/06/2021,"5,86%","3,95%","8,88%","5,98%","5,30%","1,82%","54,33%","4,05%","11,36%","26,50%","0,45","2,96","1,96","3,51"
14,31/03/2021,"3,31%","2,64%","5,02%","4,00%","-0,81%","-0,35%","53,83%","-0,66%","6,74%","21,70%","0,53","2,96","1,96","4,51"
15,31/12/2020,"6,95%","4,96%","10,53%","7,52%","3,16%","1,78%","54,72%","2,55%","9,25%","23,23%","0,70","2,89","1,89","5,39"
16,30/09/2020,"9,89%","7,49%","14,98%","11,35%","8,11%","4,51%","56,59%","6,94%","15,46%","27,15%","0,65","2,83","1,83","4,74"
17,30/06/2020,"10,54%","7,99%","15,97%","12,11%","9,85%","5,37%","56,66%","8,33%","16,57%","27,39%","0,65","2,91","1,91","4,83"
18,31/03/2020,"15,37%","11,58%","23,29%","17,54%","20,21%","10,14%","57,55%","16,12%","24,01%","34,14%","0,63","2,33","1,33","2,87"
19,31/12/2019,"27,23%","17,50%","41,25%","26,51%","24,93%","15,75%","57,34%","18,12%","25,25%","35,37%","0,87","1,78","0,78","1,30"
20,30/09/2019,"22,10%","14,54%","33,48%","22,03%","19,35%","14,38%","55,89%","16,84%","21,74%","31,12%","0,85","1,80","0,80","1,69"
21,30/06/2019,"23,12%","15,09%","35,03%","22,86%","20,85%","15,25%","56,24%","17,90%","22,27%","30,19%","0,85","1,83","0,83","1,72"
22,31/03/2019,"22,78%","14,78%","34,52%","22,40%","23,52%","16,04%","55,49%","19,03%","21,61%","28,26%","0,84","1,99","0,99","1,99"
23,31/12/2018,"24,34%","15,30%","36,88%","23,18%","23,22%","16,04%","54,89%","17,82%","21,33%","26,73%","0,90","1,58","0,58","0,83"
24,30/09/2018,"19,60%","12,99%","29,70%","19,69%","21,33%","14,01%","53,57%","17,15%","20,46%","25,74%","0,82","1,35","0,35","0,45"
25,30/06/2018,"18,33%","12,15%","27,78%","18,41%","20,87%","12,90%","51,97%","16,10%","19,25%","24,62%","0,80","1,37","0,37","0,48"
26,31/03/2018,"19,05%","12,27%","28,87%","18,59%","19,54%","11,59%","50,18%","14,31%","18,78%","24,40%","0,81","1,47","0,47","0,66"
27,31/12/2017,"16,73%","10,55%","25,35%","15,99%","17,44%","10,25%","47,41%","12,57%","16,09%","21,83%","0,82","1,45","0,45","0,75"
28,30/09/2017,"20,49%","13,08%","31,04%","19,81%","19,92%","13,12%","46,46%","16,83%","21,13%","27,21%","0,78","1,52","0,52","0,93"
29,30/06/2017,"21,05%","13,10%","31,89%","19,85%","20,48%","13,14%","46,28%","16,65%","20,44%","26,49%","0,79","1,62","0,62","1,11"
30,31/03/2017,"13,88%","8,75%","21,03%","13,27%","12,87%","8,46%","44,11%","11,26%","14,70%","20,62%","0,75","1,69","0,69","1,47"
31,31/12/2016,"12,79%","8,23%","19,39%","12,47%","13,73%","8,44%","43,19%","11,56%","14,42%","20,44%","0,73","1,70","0,70","1,48"
32,30/09/2016,"10,63%","7,00%","16,11%","10,60%","12,48%","7,90%","44,12%","10,90%","12,77%","18,71%","0,72","1,52","0,52","1,26"
33,30/06/2016,"11,88%","7,53%","18,00%","11,41%","12,92%","8,60%","43,46%","10,80%","12,37%","18,25%","0,80","1,56","0,56","1,27"
