,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,YDUQS PART,YDUQS PARTICIPACOES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Desenvolve principalmente nas áreas de educação de nível superior. nas modalidades presencial e a distância. educação profissional e/ou outras áreas associadas à educação.,"R$ 78,52 M",Consumo Cíclico,Diversos,Serviços Educacionais,"IBOVESPA, IBRA, IBRX, ICO2, ICON, IGC, IGCT, IGNM, ISE, ITAG, IVBX, SMLL"
