,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 798,70 M","- R$ 366,65 M","- R$ 818,81 M","- R$ 386,76 M"
1,31/03/2024,"R$ 902,77 M","- R$ 198,76 M","- R$ 717,69 M","- R$ 13,68 M"
2,31/12/2023,"R$ 910,65 M","- R$ 307,64 M","- R$ 502,09 M","R$ 100,92 M"
3,30/09/2023,"R$ 950,45 M","- R$ 137,04 M","- R$ 818,68 M","- R$ 7,27 M"
4,30/06/2023,"R$ 926,05 M","- R$ 136,08 M","- R$ 679,60 M","R$ 108,38 M"
5,31/03/2023,"R$ 752,78 M","R$ 6,26 M","- R$ 745,31 M","R$ 11,73 M"
6,31/12/2022,"R$ 716,87 M","- R$ 52,42 M","- R$ 1,17 B","- R$ 504,41 M"
7,30/09/2022,"R$ 647,24 M","- R$ 501,07 M","- R$ 309,23 M","- R$ 163,06 M"
8,30/06/2022,"R$ 686,65 M","- R$ 820,46 M","- R$ 373,10 M","- R$ 506,92 M"
9,31/03/2022,"R$ 785,81 M","- R$ 1,09 B","- R$ 349,05 M","- R$ 653,07 M"
10,31/12/2021,"R$ 707,47 M","- R$ 942,51 M","R$ 215,16 M","- R$ 19,88 M"
11,30/09/2021,"R$ 788,59 M","- R$ 699,69 M","- R$ 74,71 M","R$ 14,18 M"
12,30/06/2021,"R$ 740,63 M","- R$ 559,67 M","- R$ 56,24 M","R$ 124,72 M"
13,31/03/2021,"R$ 916,38 M","- R$ 1,47 B","R$ 927,55 M","R$ 374,38 M"
14,31/12/2020,"R$ 1,14 B","- R$ 2,35 B","R$ 2,24 B","R$ 1,02 B"
15,30/09/2020,"R$ 1,09 B","- R$ 2,31 B","R$ 2,27 B","R$ 1,05 B"
16,30/06/2020,"R$ 1,13 B","- R$ 2,23 B","R$ 2,29 B","R$ 1,19 B"
17,31/03/2020,"R$ 1,02 B","- R$ 481,12 M","R$ 1,12 B","R$ 1,66 B"
18,31/12/2019,"R$ 812,67 M","- R$ 465,30 M","- R$ 556,30 M","- R$ 208,93 M"
19,30/09/2019,"R$ 912,87 M","- R$ 391,68 M","- R$ 426,01 M","R$ 95,18 M"
20,30/06/2019,"R$ 1,19 B","- R$ 327,59 M","- R$ 550,03 M","R$ 317,32 M"
