,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 5,31 B","R$ 3,19 B","R$ 783,28 M","- R$ 819,91 M","R$ 1,60 B","R$ 146,40 M","R$ 0,47"
1,31/03/2024,"R$ 5,30 B","R$ 3,20 B","R$ 793,22 M","- R$ 811,31 M","R$ 1,60 B","R$ 154,02 M","R$ 0,50"
2,31/12/2023,"R$ 5,15 B","R$ 3,07 B","R$ 804,57 M","- R$ 785,27 M","R$ 1,59 B","R$ 152,34 M","R$ 0,49"
3,30/09/2023,"R$ 5,02 B","R$ 2,98 B","R$ 855,06 M","- R$ 764,50 M","R$ 1,62 B","R$ 188,07 M","R$ 0,61"
4,30/06/2023,"R$ 4,86 B","R$ 2,84 B","R$ 794,23 M","- R$ 740,23 M","R$ 1,53 B","R$ 110,18 M","R$ 0,36"
5,31/03/2023,"R$ 4,69 B","R$ 2,69 B","R$ 707,12 M","- R$ 717,05 M","R$ 1,42 B","R$ 14,54 M","R$ 0,05"
6,31/12/2022,"R$ 4,56 B","R$ 2,58 B","R$ 617,41 M","- R$ 708,54 M","R$ 1,33 B","- R$ 58,24 M","- R$ 0,19"
7,30/09/2022,"R$ 4,51 B","R$ 2,49 B","R$ 571,05 M","- R$ 700,57 M","R$ 1,27 B","- R$ 47,37 M","- R$ 0,15"
8,30/06/2022,"R$ 4,48 B","R$ 2,43 B","R$ 539,02 M","- R$ 725,65 M","R$ 1,26 B","R$ 10,84 M","R$ 0,04"
9,31/03/2022,"R$ 4,50 B","R$ 2,49 B","R$ 607,43 M","- R$ 701,23 M","R$ 1,31 B","R$ 190,99 M","R$ 0,62"
10,31/12/2021,"R$ 4,39 B","R$ 2,39 B","R$ 546,59 M","- R$ 679,01 M","R$ 1,23 B","R$ 158,17 M","R$ 0,51"
11,30/09/2021,"R$ 4,30 B","R$ 2,33 B","R$ 454,84 M","- R$ 682,69 M","R$ 1,14 B","R$ 129,88 M","R$ 0,42"
12,30/06/2021,"R$ 4,18 B","R$ 2,27 B","R$ 475,14 M","- R$ 633,24 M","R$ 1,11 B","R$ 169,53 M","R$ 0,55"
13,31/03/2021,"R$ 4,01 B","R$ 2,16 B","R$ 270,52 M","- R$ 600,19 M","R$ 870,71 M","- R$ 26,48 M","- R$ 0,09"
14,31/12/2020,"R$ 3,85 B","R$ 2,11 B","R$ 356,38 M","- R$ 538,94 M","R$ 895,32 M","R$ 98,18 M","R$ 0,32"
15,30/09/2020,"R$ 3,73 B","R$ 2,11 B","R$ 576,91 M","- R$ 436,38 M","R$ 1,01 B","R$ 258,88 M","R$ 0,84"
16,30/06/2020,"R$ 3,59 B","R$ 2,03 B","R$ 594,61 M","- R$ 388,61 M","R$ 983,22 M","R$ 298,92 M","R$ 0,97"
17,31/03/2020,"R$ 3,56 B","R$ 2,05 B","R$ 853,60 M","- R$ 360,47 M","R$ 1,21 B","R$ 573,23 M","R$ 1,85"
18,31/12/2019,"R$ 3,57 B","R$ 2,04 B","R$ 900,02 M","- R$ 360,95 M","R$ 1,26 B","R$ 646,14 M","R$ 2,09"
19,30/09/2019,"R$ 3,59 B","R$ 2,01 B","R$ 780,35 M","- R$ 337,02 M","R$ 1,12 B","R$ 604,38 M","R$ 1,96"
20,30/06/2019,"R$ 3,61 B","R$ 2,03 B","R$ 804,00 M","- R$ 285,89 M","R$ 1,09 B","R$ 646,19 M","R$ 2,09"
21,31/03/2019,"R$ 3,62 B","R$ 2,01 B","R$ 781,44 M","- R$ 240,46 M","R$ 1,02 B","R$ 688,31 M","R$ 2,23"
22,31/12/2018,"R$ 3,62 B","R$ 1,99 B","R$ 772,01 M","- R$ 195,39 M","R$ 967,39 M","R$ 644,87 M","R$ 2,09"
23,30/09/2018,"R$ 3,59 B","R$ 1,92 B","R$ 734,85 M","- R$ 189,35 M","R$ 924,20 M","R$ 615,79 M","R$ 1,99"
24,30/06/2018,"R$ 3,55 B","R$ 1,84 B","R$ 682,63 M","- R$ 190,56 M","R$ 873,19 M","R$ 570,76 M","R$ 1,85"
25,31/03/2018,"R$ 3,50 B","R$ 1,75 B","R$ 656,60 M","- R$ 196,48 M","R$ 853,08 M","R$ 500,12 M","R$ 1,57"
26,31/12/2017,"R$ 3,38 B","R$ 1,60 B","R$ 543,51 M","- R$ 194,27 M","R$ 737,78 M","R$ 424,59 M","R$ 1,37"
27,30/09/2017,"R$ 3,34 B","R$ 1,55 B","R$ 705,25 M","- R$ 202,94 M","R$ 908,19 M","R$ 561,68 M","R$ 1,82"
28,30/06/2017,"R$ 3,29 B","R$ 1,52 B","R$ 672,99 M","- R$ 199,24 M","R$ 872,23 M","R$ 548,09 M","R$ 1,77"
29,31/03/2017,"R$ 3,21 B","R$ 1,42 B","R$ 471,96 M","- R$ 190,01 M","R$ 661,96 M","R$ 361,45 M","R$ 1,14"
30,31/12/2016,"R$ 3,18 B","R$ 1,38 B","R$ 459,09 M","- R$ 191,89 M","R$ 650,98 M","R$ 368,10 M","R$ 1,19"
31,30/09/2016,"R$ 3,13 B","R$ 1,38 B","R$ 399,88 M","- R$ 186,24 M","R$ 586,12 M","R$ 341,52 M","R$ 1,07"
32,30/06/2016,"R$ 3,08 B","R$ 1,34 B","R$ 380,77 M","- R$ 181,12 M","R$ 561,89 M","R$ 332,44 M","R$ 1,05"
33,31/03/2016,"R$ 3,01 B","R$ 1,32 B","R$ 508,17 M","- R$ 173,83 M","R$ 682,00 M","R$ 482,58 M","R$ 1,57"
34,31/12/2015,"R$ 2,94 B","R$ 1,28 B","R$ 515,90 M","- R$ 164,51 M","R$ 680,41 M","R$ 484,67 M","R$ 1,57"
35,30/09/2015,"R$ 2,87 B","R$ 1,26 B","R$ 540,85 M","- R$ 156,20 M","R$ 697,05 M","R$ 500,46 M","R$ 1,62"
