,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 20/09/2024,"15,93","1,86","8,39","11,69","1,45","R$ 447,90 M","8,20%",379
1,30/06/2024,,,,,,,"8,10%",379
2,31/03/2024,,,,,,,"0,00%",379
3,31/12/2023,,,,,,,"7,46%",379
4,30/09/2023,,,,,,,"7,92%",379
5,30/06/2023,,,,,,,"6,47%",379
6,31/03/2023,"14,16","2,05","6,93","35,45","1,80","R$ 555,15 M","6,75%",379
7,31/12/2022,"15,46","2,22","8,05","28,00","1,93","R$ 579,75 M","2,57%",379
8,30/09/2022,"4,79","2,11","3,73","23,21","1,82","R$ 574,07 M","4,69%",379
9,30/06/2022,"4,86","2,17","3,85","21,20","1,86","R$ 567,13 M","4,75%",379
10,31/03/2022,"5,84","2,33","4,76","22,78","2,13","R$ 598,05 M","4,50%",379
11,31/12/2021,"5,37","2,16","4,45","19,46","1,94","R$ 535,59 M","7,42%",379
12,30/09/2021,"27,70","3,05","14,04","23,20","2,78","R$ 545,69 M","5,08%",379
13,30/06/2021,"32,36","3,72","17,36","27,02","3,38","R$ 639,05 M","11,47%",379
14,31/03/2021,"32,78","3,20","17,25","25,09","2,93","R$ 618,86 M","11,85%",379
15,31/12/2020,"31,73","3,17","16,52","22,36","2,86","R$ 593,63 M","7,68%",379
16,30/09/2020,"28,80","3,41","16,99","24,04","3,03","R$ 637,16 M","8,20%",379
17,30/06/2020,"27,48","2,90","16,98","23,50","2,76","R$ 652,93 M","1,02%",379
18,31/03/2020,"17,98","2,02","11,48","16,31","1,93","R$ 444,75 M","1,50%",379
19,31/12/2019,"30,62","3,61","20,03","27,27","3,43","R$ 773,42 M","0,86%",379
20,30/09/2019,"33,04","4,10","24,08","31,52","3,91","R$ 889,49 M","0,74%",379
21,30/06/2019,"14,37","1,71","10,13","13,25","1,63","R$ 355,17 M","1,85%",379
22,31/03/2019,"14,02","1,65","9,63","13,21","1,57","R$ 333,72 M","1,97%",379
23,31/12/2018,"13,39","1,55","8,99","12,42","1,47","R$ 302,81 M","3,76%",379
24,30/09/2018,"24,42","6,57","12,79","14,42","5,45","R$ 340,66 M","1,41%",379
25,30/06/2018,"30,63","7,47","14,28","16,38","6,15","R$ 348,86 M","3,59%",379
26,31/03/2018,"51,90","11,58","23,10","24,67","8,52","R$ 498,37 M","2,51%",379
27,31/12/2017,"30,24","8,42","16,01","18,58","6,91","R$ 378,51 M","11,57%",379
28,30/09/2017,"24,03","6,63","10,24","950,51","5,40","R$ 283,25 M","15,46%",379
29,30/06/2017,"13,69","4,15","6,55","161,52","3,43","R$ 198,51 M","11,51%",379
30,31/03/2017,"13,20","4,24","6,73","-27,41","2,37","R$ 220,80 M","19,73%",379
31,31/12/2016,"18,10","3,39","8,25","-81,46","2,95","R$ 258,65 M","7,54%",379
32,30/09/2016,"12,61","2,52","6,24","39,69","2,25","R$ 187,99 M","10,37%",379
33,30/06/2016,"11,42","1,65","4,90","11,96","1,51","R$ 126,80 M","15,38%",379
34,31/03/2016,"10,72","1,55","4,86","5,14","1,38","R$ 126,80 M","15,38%",379
35,31/12/2015,"10,04","1,62","4,62","4,58","1,42","R$ 126,80 M","15,38%",379
36,30/09/2015,"10,92","1,83","5,07","5,63","1,68","R$ 145,10 M","5,42%",379
37,30/06/2015,"8,24","1,83","4,69","6,61","1,69","R$ 142,57 M","9,98%",379
38,31/03/2015,"12,77","2,34","5,46","7,00","2,15","R$ 189,26 M","7,52%",379
39,31/12/2014,"10,74","2,10","4,64","6,47","1,92","R$ 160,87 M","9,84%",379
40,30/09/2014,"15,99","2,22","9,68","6,70","1,81","R$ 164,02 M","9,65%",379
41,30/06/2014,"11,29","2,48","5,15","6,27","2,14","R$ 185,47 M","5,10%",379
42,31/03/2014,"9,85","2,31","5,89","8,93","2,18","R$ 189,26 M","9,76%",379
43,31/12/2013,"8,79","2,21","4,87","7,34","2,05","R$ 170,96 M","15,10%",379
44,30/09/2013,"12,13","3,03","6,35","9,60","2,82","R$ 220,83 M","11,69%",379
45,30/06/2013,"13,27","3,08","7,17","9,26","2,88","R$ 236,61 M","10,91%",379
46,31/03/2013,"13,68","2,81","7,41","9,00","2,49","R$ 236,57 M","7,10%",379
47,31/12/2012,"12,84","2,85","8,04","9,00","2,44","R$ 227,11 M","8,85%",379
48,30/09/2012,"17,08","4,32","11,33","13,14","4,00","R$ 346,97 M","5,79%",379
49,30/06/2012,"18,36","5,00","12,60","17,39","4,60","R$ 378,51 M","5,31%",379
50,31/03/2012,"12,91","3,11","8,35","12,97","2,74","R$ 268,11 M","7,50%",379
51,31/12/2011,"13,41","3,49","8,87","16,77","3,07","R$ 283,88 M","5,55%",379
52,30/09/2011,"12,32","2,93","7,79","14,13","2,71","R$ 234,68 M","6,71%",379
53,30/06/2011,"12,16","2,93","7,07","11,71","2,72","R$ 220,80 M","7,13%",379
54,31/03/2011,"13,78","3,09","8,24","9,56","2,73","R$ 252,34 M","6,24%",379
55,31/12/2010,"10,64","2,65","6,37","8,41","2,38","R$ 202,50 M","0,00%",379
56,30/09/2010,,"2,28",,"0,32","2,24","R$ 175,38 M","0,00%",379
57,30/06/2010,,"2,41",,"0,33","2,37","R$ 175,38 M","0,00%",379
58,31/03/2010,,"2,31",,"0,33","2,27","R$ 175,38 M","0,00%",379
