,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 16,49 M","R$ 10,78 M","R$ 9,78 M","- R$ 49,00 mil","R$ 9,83 M","R$ 9,47 M","R$ 0,15",379
1,31/03/2024,"R$ 14,96 M","R$ 12,29 M","R$ 10,93 M","- R$ 48,00 mil","R$ 10,98 M","R$ 7,34 M","R$ 0,12",379
2,31/12/2023,"R$ 2,68 M","R$ 19,00 mil","- R$ 325,00 mil","- R$ 50,00 mil","- R$ 275,00 mil","- R$ 277,00 mil","- R$ 0,00",379
3,30/09/2023,"R$ 19,26 M","R$ 13,54 M","R$ 12,05 M","- R$ 54,00 mil","R$ 12,11 M","R$ 11,59 M","R$ 0,02",379
4,30/06/2023,"R$ 23,08 M","R$ 9,19 M","R$ 7,70 M","- R$ 47,00 mil","R$ 7,74 M","R$ 6,96 M","R$ 0,11",379
5,31/03/2023,"R$ 22,29 M","R$ 13,19 M","R$ 10,70 M","- R$ 47,00 mil","R$ 10,75 M","R$ 10,43 M","R$ 0,17",379
6,31/12/2022,"R$ 8,51 M","R$ 552,00 mil","- R$ 1,65 M","- R$ 50,00 mil","- R$ 1,60 M","- R$ 1,39 M","- R$ 0,02",379
7,30/09/2022,"R$ 18,47 M","R$ 11,99 M","R$ 10,12 M","- R$ 43,00 mil","R$ 10,17 M","R$ 10,00 M","R$ 0,16",379
8,30/06/2022,"R$ 30,85 M","R$ 22,12 M","R$ 20,86 M","- R$ 50,00 mil","R$ 20,91 M","R$ 20,17 M","R$ 0,32",379
9,31/03/2022,"R$ 14,23 M","R$ 9,89 M","R$ 8,99 M","- R$ 30,00 mil","R$ 9,02 M","R$ 8,70 M","R$ 0,14",379
10,31/12/2021,"R$ 90,46 M","R$ 83,43 M","R$ 83,43 M","- R$ 20,00 mil","R$ 83,45 M","R$ 80,86 M","R$ 1,28",379
11,30/09/2021,"R$ 11,70 M","R$ 8,51 M","R$ 7,29 M","- R$ 21,00 mil","R$ 7,31 M","R$ 6,94 M","R$ 0,11",379
12,30/06/2021,"R$ 9,27 M","R$ 7,53 M","R$ 6,14 M","- R$ 21,00 mil","R$ 6,17 M","R$ 5,93 M","R$ 0,09",379
13,31/03/2021,"R$ 8,90 M","R$ 7,19 M","R$ 6,37 M","- R$ 15,00 mil","R$ 6,38 M","R$ 6,08 M","R$ 0,10",379
14,31/12/2020,"R$ 9,01 M","R$ 3,00 M","R$ 958,00 mil","- R$ 25,00 mil","R$ 983,00 mil","R$ 747,00 mil","R$ 0,01",379
15,30/09/2020,"R$ 9,64 M","R$ 8,10 M","R$ 7,20 M","- R$ 106,00 mil","R$ 7,31 M","R$ 6,99 M","R$ 0,11",379
16,30/06/2020,"R$ 8,33 M","R$ 5,98 M","R$ 5,10 M","R$ 0,00","R$ 5,10 M","R$ 5,06 M","R$ 0,08",379
17,31/03/2020,"R$ 8,95 M","R$ 6,23 M","R$ 5,91 M","R$ 0,00","R$ 5,91 M","R$ 5,91 M","R$ 0,09",379
18,31/12/2019,"R$ 10,57 M","R$ 3,91 M","R$ 4,00 M","R$ 0,00","R$ 4,00 M","R$ 4,16 M","R$ 0,07",379
19,30/09/2019,"R$ 10,60 M","R$ 8,70 M","R$ 8,55 M","R$ 0,00","R$ 8,55 M","R$ 8,63 M","R$ 0,14",379
20,30/06/2019,"R$ 8,60 M","R$ 6,18 M","R$ 5,99 M","R$ 0,00","R$ 5,99 M","R$ 6,03 M","R$ 0,10",379
21,31/03/2019,"R$ 8,85 M","R$ 6,83 M","R$ 6,43 M","R$ 0,00","R$ 6,43 M","R$ 6,44 M","R$ 0,10",379
22,31/12/2018,"R$ 12,93 M","R$ 10,34 M","R$ 10,36 M","R$ 0,00","R$ 10,36 M","R$ 10,86 M","R$ 0,17",379
23,30/09/2018,"R$ 7,69 M","R$ 5,52 M","R$ 5,44 M","R$ 0,00","R$ 5,44 M","R$ 5,17 M","R$ 0,08",379
24,30/06/2018,"R$ 7,33 M","R$ 4,23 M","R$ 3,89 M","R$ 0,00","R$ 3,89 M","R$ 3,65 M","R$ 0,06",379
25,31/03/2018,"R$ 5,79 M","R$ 3,47 M","R$ 3,21 M","R$ 0,00","R$ 3,21 M","R$ 2,94 M","R$ 0,05",379
26,31/12/2017,"R$ 5,78 M","R$ 2,46 M","R$ 2,42 M","R$ 0,00","R$ 2,42 M","R$ 2,19 M","R$ 0,03",379
27,30/09/2017,"R$ 5,53 M","R$ 2,82 M","R$ 2,78 M","R$ 0,00","R$ 2,78 M","R$ 2,61 M","R$ 0,04",379
28,30/06/2017,"R$ 4,47 M","R$ 2,31 M","R$ 1,97 M","R$ 0,00","R$ 1,97 M","R$ 1,86 M","R$ 0,06",379
29,31/03/2017,"R$ 7,86 M","R$ 5,62 M","R$ 5,51 M","R$ 0,00","R$ 5,51 M","R$ 5,85 M","R$ 0,09",379
30,31/12/2016,"R$ 9,80 M","R$ 5,44 M","R$ 5,14 M","R$ 0,00","R$ 5,14 M","R$ 1,46 M","R$ 0,02",379
31,30/09/2016,"R$ 8,19 M","R$ 5,04 M","R$ 4,83 M","R$ 0,00","R$ 4,83 M","R$ 5,33 M","R$ 0,08",379
32,30/06/2016,"R$ 6,97 M","R$ 3,60 M","R$ 3,54 M","R$ 0,00","R$ 3,54 M","R$ 4,09 M","R$ 0,06",379
33,31/03/2016,"R$ 6,40 M","R$ 3,09 M","R$ 2,89 M","R$ 0,00","R$ 2,89 M","R$ 3,41 M","R$ 0,05",379
34,31/12/2015,"R$ 8,58 M","R$ 1,68 M","R$ 1,53 M","R$ 0,00","R$ 1,53 M","R$ 2,09 M","R$ 0,03",379
35,30/09/2015,"R$ 3,96 M","R$ 1,15 M","R$ 1,06 M","R$ 0,00","R$ 1,06 M","R$ 1,52 M","R$ 0,02",379
36,30/06/2015,"R$ 7,16 M","R$ 4,88 M","R$ 4,56 M","R$ 0,00","R$ 4,56 M","R$ 4,81 M","R$ 0,08",379
37,31/03/2015,"R$ 7,73 M","R$ 4,30 M","R$ 4,07 M","R$ 0,00","R$ 4,07 M","R$ 4,22 M","R$ 0,07",379
38,31/12/2014,"R$ 26,22 M","R$ 11,52 M","R$ 9,00 M","R$ 0,00","R$ 9,00 M","R$ 9,44 M","R$ 0,15",379
39,30/09/2014,"R$ 24,88 M","R$ 13,51 M","R$ 11,85 M","R$ 0,00","- R$ 1,11 M","R$ 12,24 M","R$ 0,19",379
40,30/06/2014,"R$ 12,56 M","R$ 2,55 M","R$ 2,24 M","R$ 0,00","R$ 2,24 M","R$ 2,32 M","R$ 0,04",379
41,31/03/2014,"R$ 7,70 M","R$ 5,45 M","R$ 4,24 M","R$ 0,00","R$ 4,24 M","R$ 4,38 M","R$ 0,07",379
42,31/12/2013,"R$ 8,53 M","R$ 4,85 M","R$ 4,64 M","R$ 0,00","R$ 4,64 M","R$ 4,72 M","R$ 0,07",379
43,30/09/2013,"R$ 8,37 M","R$ 5,02 M","R$ 4,90 M","R$ 0,00","R$ 4,90 M","R$ 5,00 M","R$ 0,08",379
44,30/06/2013,"R$ 7,51 M","R$ 5,28 M","R$ 5,06 M","R$ 0,00","R$ 5,06 M","R$ 5,12 M","R$ 0,08",379
45,31/03/2013,"R$ 10,72 M","R$ 5,43 M","R$ 4,54 M","R$ 0,00","R$ 4,54 M","R$ 4,61 M","R$ 0,07",379
