,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"64,57%","15,56%","97,84%","23,57%","13,79%","7,43%","68,89%","12,81%","15,63%","21,90%","0,58","1,83","0,83","-0,48"
1,30/06/2024,"53,33%","14,44%","80,80%","21,88%","17,90%","7,20%","69,10%","16,10%","15,32%","21,51%","0,45","1,86","0,86","-0,50"
2,31/03/2024,"37,42%","13,82%","56,70%","20,94%","17,82%","7,50%","69,40%","16,39%","15,50%","21,79%","0,46","1,89","0,89","-0,87"
3,31/12/2023,"40,06%","13,88%","60,69%","21,03%","17,05%","6,92%","69,73%","16,34%","15,58%","21,87%","0,42","1,87","0,87","-1,41"
4,30/09/2023,"33,41%","13,14%","50,62%","19,92%","17,22%","7,21%","69,96%","17,74%","16,72%","23,00%","0,41","1,86","0,86","-1,36"
5,30/06/2023,"33,21%","12,94%","50,32%","19,60%","11,22%","4,75%","70,04%","11,76%","16,68%","22,95%","0,40","2,48","1,48","-1,03"
6,31/03/2023,"65,02%","14,13%","98,52%","21,41%","11,90%","5,09%","70,06%","12,95%","17,60%","23,69%","0,39","2,38","1,38","-0,90"
7,31/12/2022,"59,55%","13,19%","90,23%","19,99%","11,77%","5,01%","69,81%","13,13%","16,90%","23,13%","0,38","2,46","1,46","-1,11"
8,30/09/2022,"67,66%","10,67%","102,51%","16,17%","11,25%","5,00%","68,89%","12,08%","15,46%","22,94%","0,41","2,39","1,39","-0,92"
9,30/06/2022,"58,52%","9,70%","88,66%","14,69%","15,09%","5,41%","68,77%","11,09%","14,94%","22,78%","0,49","2,36","1,36","-0,97"
10,31/03/2022,"45,80%","17,04%","69,40%","25,82%","13,59%","6,76%","68,12%","10,44%","14,41%","22,18%","0,65","2,34","1,34","-1,35"
11,31/12/2021,"52,91%","17,79%","80,17%","26,95%","14,15%","7,16%","68,31%","11,31%","15,73%","23,74%","0,63","2,35","1,35","-1,33"
12,30/09/2021,"57,46%","18,19%","87,06%","27,56%","13,42%","7,01%","68,19%","11,37%","16,37%","24,55%","0,62","2,25","1,25","-0,62"
13,30/06/2021,"48,31%","16,50%","73,19%","24,99%","13,30%","6,49%","67,97%","11,74%","16,71%","24,85%","0,55","2,79","1,79","1,47"
14,31/03/2021,"37,61%","17,79%","56,99%","26,96%","12,43%","8,71%","67,93%","11,57%","15,98%","24,27%","0,75","2,01","1,01","-1,12"
15,31/12/2020,"35,09%","18,69%","53,17%","28,32%","11,91%","8,34%","67,41%","11,36%","15,16%","23,04%","0,73","1,98","0,98","-1,17"
16,30/09/2020,"28,50%","15,71%","43,18%","23,80%","10,23%","7,01%","69,30%","10,15%","13,86%","21,26%","0,69","1,91","0,91","-1,45"
17,30/06/2020,"26,19%","14,80%","39,69%","22,43%","10,82%","7,15%","68,80%","10,92%","14,30%","21,19%","0,66","2,05","1,05","-1,21"
18,31/03/2020,"25,43%","14,35%","38,54%","21,74%","19,84%","10,02%","67,89%","11,17%","14,46%","20,86%","0,90","1,43","0,43","-1,90"
19,31/12/2019,"34,89%","16,35%","52,86%","24,77%","16,30%","8,77%","67,41%","9,19%","14,25%","20,69%","0,95","1,43","0,43","-2,30"
20,30/09/2019,"21,03%","9,54%","31,86%","14,46%","8,62%","4,60%","63,53%","4,68%","8,29%","14,39%","0,98","1,46","0,46","-2,89"
21,30/06/2019,"14,74%","7,15%","22,34%","10,84%","4,80%","2,57%","62,76%","2,63%","6,77%","12,70%","0,98","1,51","0,51","-2,89"
22,31/03/2019,"12,92%","6,01%","19,58%","9,11%","2,93%","1,53%","62,18%","1,59%","5,87%","11,71%","0,96","1,98","0,98","0,86"
23,31/12/2018,"11,10%","5,39%","16,82%","8,17%","4,72%","2,39%","61,88%","2,57%","5,44%","11,18%","0,93","1,86","0,86","0,10"
24,30/09/2018,"16,39%","7,89%","24,84%","11,96%","8,75%","4,26%","62,03%","4,85%","8,31%","14,44%","0,88","1,87","0,87","0,23"
25,30/06/2018,"12,81%","6,34%","19,40%","9,60%","7,52%","3,99%","62,00%","4,27%","7,08%","13,61%","0,93","1,87","0,87","0,60"
26,31/03/2018,"12,54%","6,08%","19,00%","9,22%","7,77%","3,95%","62,00%","4,35%","6,81%","13,58%","0,91","1,92","0,92","0,79"
27,31/12/2017,"12,07%","5,71%","18,29%","8,66%","7,61%","3,80%","61,23%","4,17%","6,45%","13,22%","0,91","1,98","0,98","0,97"
28,30/09/2017,"12,64%","5,78%","19,15%","8,76%","8,96%","4,52%","60,83%","4,96%","6,57%","13,19%","0,91","2,06","1,06","1,10"
29,30/06/2017,"14,17%","6,48%","21,47%","9,82%","10,30%","5,04%","60,38%","5,77%","7,52%","13,96%","0,87","1,89","0,89","1,25"
30,31/03/2017,"15,67%","7,14%","23,74%","10,82%","10,42%","5,13%","59,95%","6,06%","8,37%","14,48%","0,85","1,97","0,97","1,26"
31,31/12/2016,"19,53%","8,57%","29,59%","12,99%","12,33%","5,73%","59,85%","6,99%","9,72%","15,75%","0,82","2,00","1,00","1,27"
32,30/09/2016,"18,91%","9,85%","28,66%","14,93%","9,88%","4,96%","59,29%","5,44%","7,68%","13,49%","0,91","1,98","0,98","1,50"
33,30/06/2016,"24,80%","12,37%","37,58%","18,75%","12,81%","6,90%","60,29%","7,23%","9,77%","15,35%","0,95","2,04","1,04","1,40"
34,31/03/2016,"35,19%","14,77%","53,32%","22,39%","15,79%","7,86%","61,72%","8,71%","10,87%","16,58%","0,90","2,03","1,03","1,27"
35,31/12/2015,"31,83%","14,86%","48,23%","22,52%","17,51%","9,12%","62,99%","10,24%","11,96%","17,39%","0,89","2,15","1,15","1,19"
36,30/09/2015,"43,66%","20,74%","66,16%","31,42%","24,34%","14,43%","65,05%","14,90%","18,32%","23,68%","0,97","1,99","0,99","-0,18"
37,30/06/2015,"45,64%","20,83%","69,16%","31,56%","24,87%","14,46%","65,49%","14,85%","18,68%","23,91%","0,97","1,86","0,86","-0,21"
38,31/03/2015,"63,91%","25,22%","96,83%","38,22%","26,73%","14,80%","65,85%","15,14%","19,30%","24,28%","0,98","2,01","1,01","-0,30"
39,31/12/2014,"61,18%","24,23%","92,70%","36,72%","24,63%","14,22%","66,20%","14,84%","19,58%","24,60%","0,96","1,92","0,92","-0,24"
40,30/09/2014,"56,40%","23,59%","85,46%","35,75%","24,59%","16,80%","66,70%","14,56%","19,67%","24,60%","1,15","1,69","0,69","-0,12"
41,30/06/2014,"58,20%","25,06%","88,18%","37,96%","25,19%","16,40%","67,04%","14,16%","20,15%","25,10%","1,16","1,72","0,72","-0,02"
42,31/03/2014,"74,51%","27,38%","112,89%","41,49%","25,47%","15,82%","66,91%","13,90%","20,14%","25,04%","1,14","1,81","0,81","-0,27"
43,31/12/2013,"74,15%","28,12%","112,34%","42,60%","24,37%","15,66%","66,42%","13,81%","19,79%","24,92%","1,13","1,73","0,73","-0,30"
44,30/09/2013,"66,53%","26,32%","100,80%","39,87%","25,62%","16,85%","66,60%","14,84%","20,37%","25,62%","1,14","1,46","0,46","-0,19"
