,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 306,29 M","- R$ 376,15 M","- R$ 273,03 M","- R$ 342,89 M"
1,31/03/2024,"R$ 184,25 M","- R$ 650,43 M","- R$ 114,87 M","- R$ 581,05 M"
2,31/12/2023,"R$ 296,81 M","- R$ 67,02 M","- R$ 157,36 M","R$ 72,44 M"
3,30/09/2023,"R$ 204,95 M","R$ 246,95 M","- R$ 115,49 M","R$ 336,42 M"
4,30/06/2023,"R$ 322,22 M","- R$ 106,52 M","- R$ 31,46 M","R$ 184,25 M"
5,31/03/2023,"R$ 128,13 M","- R$ 76,81 M","- R$ 251,02 M","- R$ 199,70 M"
6,31/12/2022,"R$ 305,71 M","- R$ 90,15 M","- R$ 20,85 M","R$ 194,71 M"
7,30/09/2022,"R$ 218,51 M","- R$ 163,57 M","- R$ 80,95 M","- R$ 26,00 M"
8,30/06/2022,"R$ 303,98 M","- R$ 519,61 M","- R$ 70,99 M","- R$ 286,62 M"
9,31/03/2022,"R$ 87,36 M","R$ 46,86 M","- R$ 151,62 M","- R$ 17,40 M"
10,31/12/2021,"R$ 223,45 M","- R$ 24,19 M","R$ 345,93 M","R$ 545,19 M"
11,30/09/2021,"R$ 167,17 M","- R$ 224,06 M","R$ 1,58 B","R$ 1,52 B"
12,30/06/2021,"R$ 102,90 M","- R$ 1,94 B","R$ 1,54 B","- R$ 297,76 M"
13,31/03/2021,"- R$ 69,00 M","R$ 45,67 M","R$ 95,62 M","R$ 72,29 M"
14,31/12/2020,"R$ 56,62 M","- R$ 156,11 M","R$ 127,42 M","R$ 27,93 M"
15,30/09/2020,"R$ 7,21 M","R$ 226,44 M","- R$ 497,78 M","- R$ 264,13 M"
16,30/06/2020,"R$ 217,22 M","- R$ 222,61 M","- R$ 96,05 M","- R$ 101,44 M"
17,31/03/2020,"R$ 90,69 M","- R$ 203,48 M","- R$ 60,00 M","- R$ 172,79 M"
18,31/12/2019,"R$ 117,48 M","- R$ 1,55 M","- R$ 65,47 M","R$ 50,45 M"
19,30/09/2019,"R$ 66,12 M","- R$ 6,22 M","- R$ 66,78 M","- R$ 6,88 M"
20,30/06/2019,"R$ 120,20 M","- R$ 18,45 M","R$ 969,17 M","R$ 1,07 B"
21,31/03/2019,"R$ 41,50 M","- R$ 10,66 M","- R$ 59,98 M","- R$ 29,14 M"
22,31/12/2018,"R$ 114,93 M","- R$ 29,44 M","- R$ 82,30 M","R$ 3,19 M"
23,30/09/2018,"R$ 143,63 M","- R$ 36,56 M","- R$ 51,93 M","R$ 55,14 M"
24,30/06/2018,"R$ 101,27 M","- R$ 15,04 M","- R$ 72,47 M","R$ 13,76 M"
25,31/03/2018,"R$ 66,17 M","- R$ 21,17 M","- R$ 51,46 M","- R$ 6,46 M"
26,31/12/2017,"R$ 90,54 M","- R$ 8,60 M","- R$ 79,22 M","R$ 2,72 M"
27,30/09/2017,"R$ 77,57 M","- R$ 9,51 M","R$ 124,95 M","R$ 193,01 M"
28,30/06/2017,"R$ 87,29 M","- R$ 17,83 M","- R$ 93,67 M","- R$ 24,21 M"
29,31/03/2017,"R$ 74,37 M","- R$ 14,36 M","- R$ 59,13 M","R$ 874,00 mil"
30,31/12/2016,"R$ 67,61 M","- R$ 21,94 M","- R$ 46,94 M","- R$ 1,27 M"
31,30/09/2016,"R$ 86,06 M","- R$ 26,41 M","- R$ 138,90 M","- R$ 79,25 M"
32,30/06/2016,"R$ 79,02 M","- R$ 30,17 M","- R$ 108,94 M","- R$ 60,09 M"
33,31/03/2016,"R$ 27,82 M","- R$ 20,23 M","- R$ 78,63 M","- R$ 71,04 M"
34,31/12/2015,"R$ 43,59 M","- R$ 424,71 M","- R$ 25,98 M","- R$ 407,10 M"
35,30/09/2015,"R$ 93,34 M","- R$ 26,09 M","R$ 69,71 M","R$ 136,97 M"
36,30/06/2015,"R$ 91,52 M","- R$ 22,91 M","- R$ 105,65 M","- R$ 37,04 M"
37,31/03/2015,"R$ 84,71 M","- R$ 33,41 M","- R$ 15,62 M","R$ 35,69 M"
38,31/12/2014,"R$ 91,64 M","- R$ 8,26 M","R$ 197,47 M","R$ 280,85 M"
39,30/09/2014,"R$ 101,40 M","- R$ 23,80 M","- R$ 62,08 M","R$ 15,51 M"
40,30/06/2014,"R$ 78,64 M","- R$ 56,97 M","- R$ 119,25 M","- R$ 97,58 M"
41,31/03/2014,"R$ 60,36 M","- R$ 43,73 M","- R$ 50,57 M","- R$ 33,94 M"
42,31/12/2013,"R$ 69,41 M","- R$ 20,79 M","R$ 256,65 M","R$ 305,28 M"
43,30/09/2013,"R$ 72,61 M","- R$ 61,83 M","- R$ 63,58 M","- R$ 52,80 M"
44,30/06/2013,"R$ 86,26 M","- R$ 47,71 M","- R$ 82,16 M","- R$ 43,61 M"
45,31/03/2013,"R$ 53,95 M","- R$ 87,80 M","- R$ 54,35 M","- R$ 88,21 M"
46,31/12/2012,"R$ 65,87 M","- R$ 9,22 M","R$ 10,64 M","R$ 67,28 M"
47,30/09/2012,"R$ 73,78 M","- R$ 10,82 M","- R$ 31,09 M","R$ 31,87 M"
48,30/06/2012,"R$ 84,60 M","- R$ 8,35 M","- R$ 59,14 M","R$ 17,10 M"
49,31/03/2012,"R$ 82,55 M","- R$ 6,39 M","- R$ 67,09 M","R$ 9,08 M"
50,31/12/2011,"R$ 72,41 M","- R$ 10,13 M","R$ 2,22 M","R$ 64,50 M"
