,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 8,70 B","R$ 4,69 B","R$ 7,60",617.183.181,0,0,617.183.181,22.350.752,0,0,22.350.752,594.832.429,0,594.832.429
1,31/03/2024,"R$ 9,02 B","R$ 4,79 B","R$ 7,76",617.183.181,0,0,617.183.181,16.238.433,0,0,16.238.433,600.944.748,0,600.944.748
2,31/12/2023,"R$ 8,83 B","R$ 4,72 B","R$ 7,65",617.183.181,0,0,617.183.181,13.376.899,0,0,13.376.899,603.806.282,0,603.806.282
3,30/09/2023,"R$ 8,76 B","R$ 4,71 B","R$ 7,64",617.183.181,0,0,617.183.181,13.383.462,0,0,13.383.462,603.799.719,0,603.799.719
4,30/06/2023,"R$ 10,92 B","R$ 4,40 B","R$ 7,12",617.183.181,0,0,617.183.181,13.392.422,0,0,13.392.422,603.790.759,0,603.790.759
5,31/03/2023,"R$ 10,24 B","R$ 4,31 B","R$ 6,98",617.183.181,0,0,617.183.181,15.431.431,0,0,15.431.431,601.751.750,0,601.751.750
6,31/12/2022,"R$ 10,62 B","R$ 4,31 B","R$ 6,98",617.183.181,0,0,617.183.181,11.435.754,0,0,11.435.754,605.747.427,0,605.747.427
7,30/09/2022,"R$ 10,60 B","R$ 4,44 B","R$ 7,20",617.183.181,0,0,617.183.181,11.447.335,0,0,11.447.335,605.735.846,0,605.735.846
8,30/06/2022,"R$ 10,22 B","R$ 4,33 B","R$ 7,02",617.183.181,0,0,617.183.181,11.450.078,0,0,11.450.078,605.733.103,0,605.733.103
9,31/03/2022,"R$ 10,08 B","R$ 4,31 B","R$ 6,98",617.183.181,0,0,617.183.181,9.101.168,0,0,9.101.168,608.082.013,0,608.082.013
10,31/12/2021,"R$ 9,95 B","R$ 4,23 B","R$ 6,86",617.183.181,0,0,617.183.181,9.104.876,0,0,9.104.876,608.078.305,0,608.078.305
11,30/09/2021,"R$ 9,43 B","R$ 4,19 B","R$ 6,79",617.183.181,0,0,617.183.181,9.104.893,0,0,9.104.893,608.078.288,0,608.078.288
