,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 46,36 M","R$ 9,69 M","- R$ 29,36 M","- R$ 66,03 M"
1,31/03/2024,"- R$ 70,51 M","R$ 5,41 M","- R$ 23,12 M","- R$ 88,22 M"
2,31/12/2023,"- R$ 82,65 M","R$ 11,68 M","- R$ 12,72 M","- R$ 83,69 M"
3,30/09/2023,"- R$ 82,30 M","R$ 7,58 M","- R$ 7,07 M","- R$ 81,78 M"
4,30/06/2023,"- R$ 29,74 M","R$ 7,81 M","- R$ 14,90 M","- R$ 36,82 M"
5,31/03/2023,"R$ 22,32 M","- R$ 8,91 M","- R$ 16,19 M","- R$ 2,77 M"
6,31/12/2022,"R$ 13,14 M","- R$ 26,75 M","- R$ 21,60 M","- R$ 35,21 M"
7,30/09/2022,"- R$ 40,27 M","- R$ 48,26 M","- R$ 31,71 M","- R$ 120,24 M"
8,30/06/2022,"- R$ 121,90 M","- R$ 72,39 M","- R$ 35,16 M","- R$ 229,45 M"
9,31/03/2022,"- R$ 260,61 M","- R$ 71,02 M","- R$ 31,54 M","- R$ 363,17 M"
10,31/12/2021,"- R$ 339,59 M","- R$ 59,31 M","R$ 646,91 M","R$ 248,01 M"
11,30/09/2021,"- R$ 356,24 M","- R$ 49,67 M","R$ 718,32 M","R$ 312,41 M"
12,30/06/2021,"- R$ 227,26 M","- R$ 31,74 M","R$ 687,67 M","R$ 428,68 M"
13,31/03/2021,"- R$ 106,79 M","- R$ 25,39 M","R$ 689,15 M","R$ 556,97 M"
14,31/12/2020,"- R$ 2,88 M","- R$ 24,76 M","R$ 45,35 M","R$ 17,70 M"
15,30/09/2020,"R$ 57,71 M","- R$ 20,22 M","- R$ 12,02 M","R$ 25,47 M"
16,30/06/2020,"- R$ 23,75 M","- R$ 26,15 M","R$ 54,04 M","R$ 4,14 M"
17,31/03/2020,"- R$ 26,41 M","- R$ 28,53 M","R$ 65,79 M","R$ 10,85 M"
18,31/12/2019,"- R$ 25,63 M","- R$ 29,16 M","R$ 59,37 M","R$ 4,58 M"
