,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 548,88 M","R$ 242,53 M","- R$ 86,03 M","- R$ 64,96 M","- R$ 21,06 M","- R$ 81,77 M","- R$ 0,77"
1,31/03/2024,"R$ 540,14 M","R$ 238,09 M","- R$ 89,36 M","- R$ 64,18 M","- R$ 25,19 M","- R$ 83,88 M","- R$ 0,79"
2,31/12/2023,"R$ 541,94 M","R$ 235,18 M","- R$ 86,50 M","- R$ 64,47 M","- R$ 22,03 M","- R$ 85,15 M","- R$ 0,80"
3,30/09/2023,"R$ 574,46 M","R$ 247,22 M","- R$ 82,21 M","- R$ 69,96 M","- R$ 12,25 M","- R$ 80,82 M","- R$ 0,76"
4,30/06/2023,"R$ 610,28 M","R$ 257,88 M","- R$ 81,20 M","- R$ 69,39 M","- R$ 11,81 M","- R$ 75,76 M","- R$ 0,71"
5,31/03/2023,"R$ 630,88 M","R$ 258,16 M","- R$ 88,62 M","- R$ 70,13 M","- R$ 18,49 M","- R$ 86,46 M","- R$ 0,81"
6,31/12/2022,"R$ 637,06 M","R$ 254,19 M","- R$ 96,12 M","- R$ 68,49 M","- R$ 27,63 M","- R$ 89,84 M","- R$ 0,84"
7,30/09/2022,"R$ 651,69 M","R$ 257,95 M","- R$ 91,54 M","- R$ 65,57 M","- R$ 25,97 M","- R$ 89,64 M","- R$ 0,84"
8,30/06/2022,"R$ 678,40 M","R$ 267,15 M","- R$ 93,81 M","- R$ 64,03 M","- R$ 29,78 M","- R$ 96,09 M","- R$ 0,90"
9,31/03/2022,"R$ 705,32 M","R$ 276,39 M","- R$ 82,38 M","- R$ 55,37 M","- R$ 27,01 M","- R$ 85,23 M","- R$ 0,80"
10,31/12/2021,"R$ 721,39 M","R$ 287,08 M","- R$ 77,60 M","- R$ 46,62 M","- R$ 30,99 M","- R$ 84,81 M","- R$ 0,80"
11,30/09/2021,"R$ 713,36 M","R$ 278,11 M","- R$ 80,93 M","- R$ 38,11 M","- R$ 42,82 M","- R$ 91,86 M","- R$ 0,86"
12,30/06/2021,"R$ 707,25 M","R$ 281,17 M","- R$ 49,15 M","- R$ 29,39 M","- R$ 19,76 M","- R$ 64,29 M","- R$ 0,60"
13,31/03/2021,"R$ 658,36 M","R$ 266,57 M","- R$ 35,95 M","- R$ 27,51 M","- R$ 8,44 M","- R$ 54,89 M","- R$ 0,52"
14,31/12/2020,"R$ 603,11 M","R$ 241,57 M","- R$ 21,67 M","- R$ 25,76 M","R$ 4,10 M","- R$ 40,26 M","- R$ 0,12"
15,30/09/2020,"R$ 547,95 M","R$ 224,80 M","- R$ 1,21 M","- R$ 24,38 M","R$ 23,17 M","- R$ 15,88 M","- R$ 0,05"
16,30/06/2020,"R$ 464,30 M","R$ 187,19 M","- R$ 20,42 M","- R$ 23,08 M","R$ 2,66 M","- R$ 35,13 M","- R$ 0,10"
17,31/03/2020,"R$ 427,58 M","R$ 172,54 M","- R$ 27,96 M","- R$ 21,20 M","- R$ 6,76 M","- R$ 42,11 M","- R$ 0,12"
18,31/12/2019,"R$ 407,00 M","R$ 165,98 M","- R$ 26,23 M","- R$ 19,16 M","- R$ 7,07 M","- R$ 38,23 M","- R$ 0,12"
