,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,MOBLY,MOBLY S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Intermediação. importação. exportação e comércio varejista de móveis e artigos domésticos em geral; serviços de montagem; comércio varejista de materiais de construção em geral; e outros.,"R$ 180,43 mil",Consumo Cíclico,Utilidades Domésticas,Móveis,"IGC, IGNM, ITAG"
