,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 720,24 M","R$ 434,61 M","R$ 4,08",106.489.000,0,0,106.489.000,0,0,0,0,106.489.000,0,106.489.000
1,31/03/2024,"R$ 757,55 M","R$ 450,03 M","R$ 4,23",106.489.000,0,0,106.489.000,0,0,0,0,106.489.000,0,106.489.000
2,31/12/2023,"R$ 798,80 M","R$ 471,03 M","R$ 4,42",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
3,30/09/2023,"R$ 780,02 M","R$ 491,79 M","R$ 4,62",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
4,30/06/2023,"R$ 813,41 M","R$ 515,45 M","R$ 4,84",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
5,31/03/2023,"R$ 853,54 M","R$ 531,98 M","R$ 5,00",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
6,31/12/2022,"R$ 906,98 M","R$ 554,05 M","R$ 5,20",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
7,30/09/2022,"R$ 887,53 M","R$ 570,43 M","R$ 5,36",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
8,30/06/2022,"R$ 899,81 M","R$ 588,79 M","R$ 5,53",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
9,31/03/2022,"R$ 930,06 M","R$ 615,93 M","R$ 5,78",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
10,31/12/2021,"R$ 999,04 M","R$ 640,82 M","R$ 6,02",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
11,30/09/2021,"R$ 1,00 B","R$ 657,21 M","R$ 6,17",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
12,30/06/2021,"R$ 915,19 M","R$ 680,84 M","R$ 6,39",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
13,31/03/2021,"R$ 932,95 M","R$ 694,92 M","R$ 6,53",106.490.000,0,0,106.490.000,0,0,0,0,106.490.000,0,106.490.000
14,31/12/2020,"R$ 310,18 M","- R$ 18,70 M","- R$ 0,05",342.634.000,0,0,342.634.000,0,0,0,0,342.634.000,0,342.634.000
15,30/09/2020,"R$ 261,27 M","R$ 4,99 M","R$ 0,01",347.195.000,0,0,347.195.000,0,0,0,0,347.195.000,0,347.195.000
16,30/06/2020,"R$ 270,04 M","R$ 3,11 M","R$ 0,01",347.195.000,0,0,347.195.000,0,0,0,0,347.195.000,0,347.195.000
17,31/03/2020,"R$ 197,82 M","R$ 10,71 M","R$ 0,03",347.195.000,0,0,347.195.000,0,0,0,0,347.195.000,0,347.195.000
18,31/12/2019,"R$ 213,68 M","- R$ 5,80 M","- R$ 0,02",319.835.000,0,0,319.835.000,0,0,0,0,319.835.000,0,319.835.000
