,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 2,02 B","R$ 378,90 M","R$ 143,29 M","- R$ 200,36 M","R$ 343,64 M","- R$ 63,98 M","- R$ 0,25",365
1,31/03/2024,"R$ 2,06 B","R$ 435,40 M","R$ 279,01 M","- R$ 194,47 M","R$ 473,47 M","R$ 28,35 M","R$ 0,11",365
2,31/12/2023,"R$ 2,02 B","R$ 397,93 M","R$ 173,72 M","- R$ 186,80 M","R$ 360,52 M","- R$ 36,82 M","- R$ 0,14",365
3,30/09/2023,"R$ 1,79 B","R$ 246,22 M","R$ 29,16 M","- R$ 177,16 M","R$ 206,32 M","- R$ 137,86 M","- R$ 0,54",365
4,30/06/2023,"R$ 1,88 B","R$ 284,53 M","R$ 171,26 M","- R$ 176,69 M","R$ 347,95 M","- R$ 10,73 M","- R$ 0,04",365
5,31/03/2023,"R$ 2,10 B","R$ 423,99 M","R$ 296,53 M","- R$ 171,28 M","R$ 467,81 M","- R$ 6,27 M","- R$ 0,03",365
6,31/12/2022,"R$ 2,01 B","R$ 503,90 M","R$ 471,71 M","- R$ 172,52 M","R$ 644,23 M","R$ 119,38 M","R$ 0,50",365
7,30/09/2022,"R$ 1,80 B","R$ 133,40 M","R$ 8,51 M","- R$ 145,88 M","R$ 154,40 M","- R$ 159,27 M","- R$ 0,66",365
8,30/06/2022,"R$ 1,80 B","R$ 228,94 M","R$ 66,91 M","- R$ 138,22 M","R$ 205,13 M","- R$ 91,58 M","- R$ 0,38",365
9,31/03/2022,"R$ 2,13 B","R$ 478,74 M","R$ 220,17 M","- R$ 139,80 M","R$ 359,96 M","R$ 39,08 M","R$ 0,16",365
10,31/12/2021,"R$ 2,53 B","R$ 670,42 M","R$ 580,27 M","- R$ 130,44 M","R$ 710,70 M","R$ 109,86 M","R$ 0,66",365
11,30/09/2021,"R$ 2,35 B","R$ 187,61 M","- R$ 49,96 M","- R$ 118,14 M","R$ 68,18 M","- R$ 10,73 M","- R$ 0,06",365
12,30/06/2021,"R$ 1,79 B","R$ 182,69 M","- R$ 54,75 M","- R$ 121,96 M","R$ 67,22 M","- R$ 61,15 M","- R$ 0,37",365
13,31/03/2021,"R$ 1,79 B","R$ 236,75 M","R$ 48,18 M","- R$ 127,26 M","R$ 175,44 M","R$ 45,43 M","R$ 0,27",365
14,31/12/2020,"R$ 1,73 B","R$ 229,13 M","R$ 2,50 M","- R$ 134,72 M","R$ 137,22 M","R$ 52,87 M","R$ 0,32",365
15,30/09/2020,"R$ 1,53 B","R$ 170,74 M","R$ 83,54 M","- R$ 116,50 M","R$ 200,04 M","- R$ 53,52 M","- R$ 0,32",365
16,30/06/2020,"R$ 1,40 B","R$ 165,85 M","R$ 117,57 M","- R$ 106,75 M","R$ 224,32 M","R$ 27,78 M","R$ 0,17",365
17,31/03/2020,"R$ 1,56 B","R$ 230,66 M","R$ 110,13 M","- R$ 108,16 M","R$ 218,29 M","R$ 21,79 M","R$ 0,13",365
18,31/12/2019,"R$ 1,55 B","R$ 269,66 M","R$ 204,06 M","- R$ 125,71 M","R$ 329,77 M","R$ 113,30 M","R$ 0,68",365
19,30/09/2019,"R$ 1,39 B","R$ 232,07 M","R$ 180,93 M","- R$ 96,77 M","R$ 277,70 M","R$ 115,89 M","R$ 0,70",365
20,30/06/2019,"R$ 1,38 B","R$ 244,46 M","R$ 102,62 M","- R$ 94,62 M","R$ 197,24 M","R$ 37,39 M","R$ 0,22",365
21,31/03/2019,"R$ 1,58 B","R$ 226,93 M","R$ 155,70 M","- R$ 128,32 M","R$ 284,01 M","R$ 12,68 M","R$ 0,08",365
22,31/12/2018,"R$ 1,42 B","R$ 254,13 M","R$ 226,13 M","- R$ 83,35 M","R$ 309,48 M","R$ 96,01 M","R$ 0,58",365
23,30/09/2018,"R$ 1,40 B","R$ 231,24 M","R$ 138,64 M","- R$ 77,82 M","R$ 216,46 M","R$ 19,49 M","R$ 0,12",365
24,30/06/2018,"R$ 1,42 B","R$ 235,24 M","R$ 135,45 M","- R$ 77,20 M","R$ 212,65 M","R$ 32,32 M","R$ 0,19",365
25,31/03/2018,"R$ 1,21 B","R$ 207,39 M","R$ 121,30 M","- R$ 76,34 M","R$ 197,64 M","R$ 23,43 M","R$ 0,14",365
26,31/12/2017,"R$ 1,49 B","R$ 230,76 M","R$ 220,18 M","- R$ 79,52 M","R$ 299,69 M","R$ 150,75 M","R$ 0,90",365
27,30/09/2017,"R$ 1,43 B","R$ 108,63 M","R$ 9,25 M","- R$ 77,07 M","R$ 86,32 M","- R$ 88,23 M","- R$ 0,90",365
28,30/06/2017,"R$ 1,23 B","R$ 113,14 M","R$ 29,47 M","- R$ 70,18 M","R$ 99,65 M","- R$ 86,34 M","- R$ 0,88",365
29,31/03/2017,"R$ 1,20 B","R$ 173,92 M","R$ 83,67 M","- R$ 67,86 M","R$ 151,53 M","- R$ 79,16 M","- R$ 0,81",365
30,31/12/2016,"R$ 1,35 B","R$ 175,27 M","R$ 94,93 M","- R$ 65,42 M","R$ 160,34 M","- R$ 22,77 M","- R$ 0,23",365
31,30/09/2016,"R$ 1,10 B","R$ 124,06 M","- R$ 10,20 M","- R$ 63,87 M","R$ 53,67 M","- R$ 72,37 M","- R$ 0,74",365
32,30/06/2016,"R$ 990,29 M","R$ 49,00 M","- R$ 50,82 M","- R$ 61,29 M","R$ 10,48 M","- R$ 110,32 M","- R$ 1,13",365
33,31/03/2016,"R$ 1,05 B","R$ 176,25 M","R$ 93,20 M","- R$ 62,57 M","R$ 155,77 M","- R$ 16,37 M","- R$ 0,17",365
34,31/12/2015,"R$ 1,33 B","R$ 147,81 M","R$ 72,27 M","- R$ 61,88 M","R$ 134,15 M","- R$ 4,04 M","- R$ 0,00",365
35,30/09/2015,"R$ 1,35 B","R$ 121,53 M","R$ 29,68 M","- R$ 55,30 M","R$ 84,98 M","- R$ 12,05 M","- R$ 0,00",365
36,30/06/2015,"R$ 1,10 B","R$ 64,17 M","- R$ 34,44 M","- R$ 46,84 M","R$ 12,40 M","- R$ 34,72 M","- R$ 0,00",365
37,31/03/2015,"R$ 1,40 B","R$ 161,80 M","R$ 61,85 M","- R$ 58,08 M","R$ 119,93 M","R$ 15,57 M","R$ 0,00",365
38,31/12/2014,"R$ 1,54 B","R$ 453,95 M","R$ 396,52 M","- R$ 53,15 M","R$ 449,67 M","R$ 244,96 M","R$ 0,00",365
39,30/09/2014,"R$ 956,42 M","R$ 178,53 M","R$ 98,94 M","- R$ 55,75 M","R$ 154,69 M","R$ 16,87 M","R$ 0,00",365
