,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 24/09/2024,"10,46","1,35","2,45","16,10","0,72","R$ 1,94 B","5,01%"
1,30/06/2024,"10,41","1,35","2,44","16,03","0,72","R$ 1,54 B","5,03%"
2,31/03/2024,"12,59","1,75","3,13","21,31","0,91","R$ 1,94 B","4,97%"
3,31/12/2023,"18,66","2,58","4,65","30,73","1,35","R$ 2,81 B","4,33%"
4,30/09/2023,"23,86","1,90","3,65","22,91","1,08","R$ 2,20 B","3,33%"
5,30/06/2023,"32,76","2,03","4,03","26,69","1,12","R$ 2,27 B","3,23%"
6,31/03/2023,"35,21","1,88","4,00","33,13","1,06","R$ 2,15 B","3,49%"
7,31/12/2022,"23,85","1,44","3,04","27,65","0,81","R$ 1,62 B","2,01%"
8,30/09/2022,"16,07","1,81","3,13","32,66","0,89","R$ 1,67 B","3,15%"
9,30/06/2022,"11,72","1,80","2,59","18,73","0,81","R$ 1,39 B","3,80%"
10,31/03/2022,"9,62","1,62","2,29","16,20","0,73","R$ 1,24 B","2,58%"
11,31/12/2021,"10,82","2,20","3,07","16,27","0,99","R$ 1,62 B","4,23%"
12,30/09/2021,"12,05","3,71","6,02","25,23","1,90","R$ 2,99 B","10,61%"
13,30/06/2021,"12,80","4,25","6,88","30,45","2,17","R$ 3,29 B","9,64%"
14,31/03/2021,"12,33","3,80","6,31","20,48","1,94","R$ 2,91 B","10,32%"
15,31/12/2020,"11,15","3,08","4,95","19,24","1,29","R$ 2,21 B","12,80%"
16,30/09/2020,"12,87","1,36","3,29","10,44","0,87","R$ 1,44 B","2,01%"
17,30/06/2020,"12,57","1,08","2,53","8,08","0,70","R$ 1,10 B","2,64%"
18,31/03/2020,"14,03","1,15","2,61","9,24","0,75","R$ 1,15 B","2,53%"
19,31/12/2019,"10,77","1,01","2,27","6,68","0,66","R$ 997,57 M","2,41%"
20,30/09/2019,"8,50","1,05","2,06","7,00","0,66","R$ 960,62 M","3,19%"
21,30/06/2019,"8,06","0,92","1,95","6,12","0,59","R$ 882,92 M","3,69%"
22,31/03/2019,"7,98","0,95","2,31","8,30","0,61","R$ 795,66 M","3,62%"
23,31/12/2018,"8,43","0,98","2,70","12,94","0,64","R$ 559,39 M","6,52%"
24,30/09/2018,"4,61","0,76","2,81","14,75","0,49","R$ 437,50 M","5,29%"
25,30/06/2018,"3,65","0,63","2,48","22,40","0,42","R$ 366,77 M","6,45%"
26,31/03/2018,"3,10","0,47","1,84","23,45","0,31","R$ 282,25 M","8,73%"
27,31/12/2017,"3,23","0,47","1,84","93,74","0,31","R$ 276,25 M","4,29%"
28,30/09/2017,"13,31","0,45","1,68","-37,43","0,30","R$ 244,44 M","4,97%"
29,30/06/2017,"9,79","0,48","1,69","-14,21","0,31","R$ 255,56 M","4,71%"
30,31/03/2017,"7,04","0,52","1,83","-11,13","0,34","R$ 273,35 M","4,34%"
31,31/12/2016,"6,03","0,46","1,60","-8,17","0,29","R$ 243,77 M","1,14%"
32,30/09/2016,"5,84","0,36","1,39","-5,00","0,26","R$ 219,75 M","1,29%"
33,30/06/2016,"3,10","0,25","0,96","-3,48","0,18","R$ 163,70 M","1,90%"
