,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
34,31/03/2016,"4,26","0,23","0,86","-2,50","0,16","R$ 149,91 M","2,15%"
35,31/12/2015,"3,08","0,24","0,93","-5,98","0,17","R$ 155,25 M","0,00%"
36,30/09/2015,"4,93","0,19","0,74","-2,10","0,13","R$ 127,67 M","0,00%"
37,30/06/2015,"-12,89","0,23","0,99","-2,29","0,15","R$ 142,57 M","0,00%"
38,31/03/2015,"11,70","0,20","0,89","-3,15","0,13","R$ 128,56 M","0,00%"
39,31/12/2014,"-4,46","0,18","0,80","-1,79","0,11","R$ 117,22 M","4,87%"
40,30/09/2014,"6,64","0,21","0,98","-2,80","0,13","R$ 136,12 M","3,87%"
41,30/06/2014,"5,71","0,23","1,01","-3,83","0,14","R$ 146,35 M","3,48%"
42,31/03/2014,"8,01","0,30","1,23","-5,03","0,19","R$ 178,60 M","2,65%"
43,31/12/2013,"3,22","0,26","1,04","-2,76","0,17","R$ 165,04 M","0,00%"
44,30/09/2013,"-2,11","0,32","1,18","-1,52","0,20","R$ 175,49 M","0,00%"
45,30/06/2013,"-2,31","0,36","1,33","-1,66","0,22","R$ 188,84 M","0,00%"
46,31/03/2013,"-2,12","0,40","1,48","-1,89","0,25","R$ 204,63 M","0,00%"
47,31/12/2012,"-2,26","0,44","1,62","-2,44","0,26","R$ 214,41 M","0,00%"
48,30/09/2012,"-8,74","0,38","1,65","5,56","0,25","R$ 222,42 M","0,00%"
49,30/06/2012,"-6,08","0,44","1,97","8,72","0,29","R$ 251,11 M","0,00%"
50,31/03/2012,"-11,26","0,41","1,93","6,75","0,28","R$ 237,77 M","0,00%"
51,31/12/2011,"-7,64","0,40","1,90","8,25","0,28","R$ 231,98 M","1,04%"
52,30/09/2011,"23,63","0,32","0,97","-4,60","0,22","R$ 199,07 M","1,26%"
53,30/06/2011,"7,22","0,32","1,19","-6,21","0,23","R$ 203,74 M","1,22%"
54,31/03/2011,"15,99","0,36","1,61","-7,74","0,26","R$ 221,09 M","1,10%"
55,31/12/2010,"18,90","0,33","1,85","-11,68","0,23","R$ 203,29 M","0,45%"
56,30/09/2010,"-14,23","0,37","2,04","-6,22","0,26","R$ 221,53 M","0,40%"
57,30/06/2010,"-50,38","0,31","1,69","-4,66","0,22","R$ 193,28 M","0,47%"
58,31/03/2010,"-19,60","0,38","1,90","-8,08","0,27","R$ 227,76 M","0,39%"
59,31/12/2009,"-54,00","0,49","2,53","-8,22","0,35","R$ 288,92 M","0,00%"
60,30/09/2009,"3,18","0,54","3,12","-8,25","0,40","R$ 315,61 M","0,00%"
61,30/06/2009,"3,49","0,51","2,88","-8,55","0,38","R$ 298,71 M","0,00%"
62,31/03/2009,"3,18","0,53","2,39","-14,94","0,39","R$ 310,72 M","0,00%"
63,31/12/2008,"1,84","0,38","1,25","25,68","0,27","R$ 233,32 M","4,29%"
64,30/09/2008,"10,75","0,42","1,13",NA,"0,32","R$ 218,86 M","4,65%"
65,30/06/2008,"40,99","0,68","2,03",NA,"0,51","R$ 333,41 M","2,81%"
66,31/03/2008,"-12,44","0,51","2,00",NA,"0,38","R$ 258,45 M","0,00%"
67,31/12/2007,"-5,28","0,64","4,46",NA,"0,47","R$ 302,27 M","0,00%"
68,30/09/2007,"-4,18","0,57","4,19",NA,"0,41","R$ 276,69 M","0,00%"
69,30/06/2007,"-4,19","0,52","3,69",NA,"0,38","R$ 44,49 B","0,00%"
70,31/03/2007,"-4,43","0,49","3,14",NA,"0,38","R$ 44,48 B","0,00%"
71,31/12/2006,"-3,18","0,33","2,09",NA,"0,26","R$ 44,41 B","0,00%"
72,30/09/2006,"-2,42","0,23","1,13",NA,"0,18","R$ 44,37 B","0,00%"
73,30/06/2006,"-3,52","0,23","1,02",NA,"0,17","R$ 44,37 B","0,00%"
74,31/03/2006,"-3,45","0,25","1,14",NA,"0,19","R$ 44,39 B","0,00%"
75,31/12/2005,"-3,97","0,25","1,14",NA,"0,20","R$ 44,39 B","0,00%"
76,30/09/2005,"-4,63","0,22","0,98",NA,"0,17","R$ 44,37 B","0,00%"
77,30/06/2005,"-6,77","0,22","0,97",NA,"0,18","R$ 44,38 B","0,00%"
78,31/03/2005,"-31,66","0,23","0,93",NA,"0,18","R$ 44,39 B","0,00%"
79,31/12/2004,"22,94","0,24","0,88",NA,"0,19","R$ 44,39 B","0,00%"
80,30/09/2004,"360,41","0,28","1,08",NA,"0,22","R$ 44,41 B","0,00%"
81,30/06/2004,"-25,67","0,22","0,84",NA,"0,17","R$ 44,38 B","0,00%"
82,31/03/2004,"-13,03","0,21","0,83",NA,"0,16","R$ 44,37 B","0,00%"
83,31/12/2003,"-9,49","0,27","1,10",NA,"0,21","R$ 44,41 B","0,00%"
84,30/09/2003,"-6,34","0,23","0,71",NA,"0,18","R$ 44,39 B","0,00%"
85,30/06/2003,"-116,85","0,21","0,59",NA,"0,16","R$ 44,37 B","0,00%"
86,31/03/2003,"9,18","0,21","0,56",NA,"0,17","R$ 44,38 B","0,00%"
87,31/12/2002,"4,16","0,18","0,44",NA,"0,14","R$ 44,36 B","0,00%"
88,30/09/2002,"3,94","0,24","0,51",NA,"0,19","R$ 44,39 B","0,00%"
89,30/06/2002,"7,92","0,21","0,39",NA,"0,17","R$ 44,38 B","0,00%"
90,31/03/2002,"16,14","0,34","0,60",NA,"0,26","R$ 44,44 B","0,00%"
91,31/12/2001,"19,21","0,39","0,70",NA,"0,30","R$ 44,47 B","1.117,88%"
92,30/06/2001,"18,01","0,42","1,15",NA,"0,35","R$ 44,50 B","955,18%"
93,31/03/2001,"17,54","0,35","0,98",NA,"0,30","R$ 44,46 B","1.143,00%"
94,31/12/2000,"24,47","0,40","1,08",NA,"0,34","R$ 44,49 B","0,00%"
95,30/09/2000,"12,22","0,23","0,63",NA,"0,19","R$ 44,39 B","0,00%"
96,30/06/2000,"12,59","0,24","0,73",NA,"0,20","R$ 44,40 B","0,00%"
97,31/03/2000,"56,69","0,17","0,52",NA,"0,14","R$ 44,35 B","0,00%"
