,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 95,97 M","- R$ 66,22 M","- R$ 73,68 M","- R$ 43,93 M"
1,31/03/2024,"R$ 91,01 M","R$ 5,07 M","- R$ 106,54 M","- R$ 10,46 M"
2,31/12/2023,"R$ 91,36 M","R$ 4,72 M","- R$ 106,54 M","- R$ 10,46 M"
3,30/09/2023,"R$ 96,18 M","R$ 35,80 M","- R$ 64,97 M","R$ 67,00 M"
4,30/06/2023,"R$ 85,10 M","R$ 75,20 M","- R$ 60,95 M","R$ 99,36 M"
5,31/03/2023,"R$ 64,95 M","R$ 90,47 M","- R$ 33,12 M","R$ 122,30 M"
6,31/12/2022,"R$ 58,67 M","R$ 100,12 M","- R$ 33,12 M","R$ 125,67 M"
7,30/09/2022,"R$ 51,26 M","R$ 94,49 M","- R$ 50,67 M","R$ 95,08 M"
8,30/06/2022,"R$ 73,96 M","R$ 77,48 M","- R$ 50,68 M","R$ 100,76 M"
9,31/03/2022,"R$ 76,40 M","R$ 55,22 M","- R$ 62,59 M","R$ 69,02 M"
10,31/12/2021,"R$ 99,67 M","R$ 41,74 M","- R$ 349,05 M","- R$ 207,64 M"
11,30/09/2021,"R$ 118,64 M","R$ 44,46 M","- R$ 367,23 M","- R$ 204,13 M"
12,30/06/2021,"R$ 108,12 M","R$ 49,79 M","- R$ 368,92 M","- R$ 211,01 M"
13,31/03/2021,"R$ 141,94 M","R$ 44,60 M","- R$ 339,32 M","- R$ 152,78 M"
14,31/12/2020,"R$ 115,05 M","R$ 58,09 M","- R$ 67,35 M","R$ 105,79 M"
15,30/09/2020,"R$ 138,25 M","R$ 59,56 M","- R$ 33,32 M","R$ 164,50 M"
16,30/06/2020,"R$ 135,87 M","R$ 66,06 M","- R$ 42,40 M","R$ 159,52 M"
17,31/03/2020,"R$ 123,91 M","R$ 64,59 M","- R$ 28,89 M","R$ 159,61 M"
18,31/12/2019,"R$ 149,43 M","R$ 65,58 M","- R$ 34,52 M","R$ 180,49 M"
19,30/09/2019,"R$ 137,18 M","R$ 66,46 M","- R$ 68,80 M","R$ 134,83 M"
20,30/06/2019,"R$ 135,78 M","R$ 69,39 M","- R$ 59,82 M","R$ 145,35 M"
21,31/03/2019,"R$ 102,25 M","R$ 67,28 M","- R$ 59,48 M","R$ 110,05 M"
