,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 65,11 B","R$ 7,41 B","R$ 5,84",657.560.635,611.509.455,611.509.455,1.269.070.090,0,18.500.318,18.500.318,18.500.318,657.560.635,593.009.137,1.250.569.772,100
1,31/03/2024,"R$ 61,64 B","R$ 7,33 B","R$ 5,86",657.560.635,593.009.137,593.009.137,1.250.569.772,0,22.629.497,22.629.497,22.629.497,657.560.635,570.379.640,1.227.940.275,100
2,31/12/2023,"R$ 57,27 B","R$ 7,42 B","R$ 5,85",657.560.635,611.478.937,611.478.937,1.269.039.572,0,4.159.697,4.159.697,4.159.697,657.560.635,607.319.240,1.264.879.875,100
3,30/09/2023,"R$ 53,71 B","R$ 7,34 B","R$ 5,78",657.560.635,612.022.937,612.022.937,1.269.583.572,0,3.615.697,3.615.697,3.615.697,657.560.635,608.407.240,1.265.967.875,100
4,30/06/2023,"R$ 56,28 B","R$ 7,26 B","R$ 5,72",657.560.635,612.022.937,612.022.937,1.269.583.572,0,3.615.697,3.615.697,3.615.697,657.560.635,608.407.240,1.265.967.875,100
5,31/03/2023,"R$ 56,55 B","R$ 7,21 B","R$ 5,66",657.560.635,615.631.757,615.631.757,1.273.192.392,0,33.140.353,33.140.353,33.140.353,657.560.635,582.491.404,1.240.052.039,100
6,31/12/2022,"R$ 55,63 B","R$ 7,12 B","R$ 5,59",657.560.635,615.619.049,615.619.049,1.273.179.684,0,33.153.061,33.153.061,33.153.061,657.560.635,582.465.988,1.240.026.623,100
7,30/09/2022,"R$ 54,31 B","R$ 7,19 B","R$ 5,57",657.560.635,635.242.431,635.242.431,1.292.803.066,0,13.529.679,13.529.679,13.529.679,657.560.635,621.712.752,1.279.273.387,100
8,30/06/2022,"R$ 53,68 B","R$ 7,15 B","R$ 5,51",657.560.635,640.550.861,640.550.861,1.298.111.496,0,8.221.249,8.221.249,8.221.249,657.560.635,632.329.612,1.289.890.247,100
9,31/03/2022,"R$ 51,27 B","R$ 7,15 B","R$ 5,48",657.560.635,648.772.080,648.772.080,1.306.332.715,0,30,30,30,657.560.635,648.772.050,1.306.332.685,100
10,31/12/2021,"R$ 48,14 B","R$ 5,97 B","R$ 4,96",657.560.635,547.495.486,547.495.486,1.205.056.121,0,0,0,0,657.560.635,547.495.486,1.205.056.121,100
