,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 1,07 B","R$ 675,56 M","R$ 350,30 M","- R$ 189,64 M","R$ 539,94 M","R$ 103,55 M","R$ 0,90",223
1,31/03/2024,"R$ 1,03 B","R$ 654,76 M","R$ 340,86 M","- R$ 180,09 M","R$ 520,95 M","R$ 103,18 M","R$ 0,89",223
2,31/12/2023,"R$ 986,39 M","R$ 624,50 M","R$ 328,21 M","- R$ 166,03 M","R$ 494,24 M","R$ 102,34 M","R$ 0,89",223
3,30/09/2023,"R$ 921,12 M","R$ 580,63 M","R$ 310,56 M","- R$ 149,35 M","R$ 459,91 M","R$ 89,22 M","R$ 0,77",223
4,30/06/2023,"R$ 854,03 M","R$ 526,85 M","R$ 289,12 M","- R$ 135,19 M","R$ 424,31 M","R$ 80,27 M","R$ 0,70",223
5,31/03/2023,"R$ 776,01 M","R$ 467,82 M","R$ 253,00 M","- R$ 119,34 M","R$ 372,34 M","R$ 58,65 M","R$ 0,51",223
6,31/12/2022,"R$ 710,77 M","R$ 420,25 M","R$ 219,39 M","- R$ 106,08 M","R$ 325,47 M","R$ 47,98 M","R$ 549,80",223
7,30/09/2022,"R$ 636,35 M","R$ 364,35 M","R$ 174,71 M","- R$ 101,14 M","R$ 275,85 M","R$ 46,36 M","R$ 0,53",223
8,30/06/2022,"R$ 543,21 M","R$ 306,82 M","R$ 130,41 M","- R$ 89,01 M","R$ 219,41 M","R$ 32,59 M","R$ 0,00",223
9,31/03/2022,"R$ 448,07 M","R$ 253,58 M","R$ 95,22 M","- R$ 75,28 M","R$ 170,50 M","R$ 28,03 M","R$ 0,00",223
10,31/12/2021,"R$ 348,93 M","R$ 198,58 M","R$ 68,74 M","- R$ 60,63 M","R$ 129,37 M","R$ 25,79 M","R$ 0,30",223
11,30/09/2021,"R$ 275,69 M","R$ 164,48 M","R$ 56,70 M","- R$ 42,46 M","R$ 99,16 M","R$ 19,78 M","R$ 0,00",223
12,30/06/2021,"R$ 224,69 M","R$ 143,08 M","R$ 55,33 M","- R$ 33,29 M","R$ 88,62 M","R$ 22,39 M","R$ 0,40",223
13,31/03/2021,"R$ 189,69 M","R$ 125,45 M","R$ 56,73 M","- R$ 25,79 M","R$ 82,53 M","R$ 30,37 M","R$ 1,07",223
14,31/12/2020,"R$ 167,09 M","R$ 112,74 M","R$ 47,51 M","- R$ 21,73 M","R$ 69,25 M","R$ 26,83 M","R$ 0,95",223
