,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 3,21 B","R$ 1,31 B","R$ 11,30",115.500.000,0,0,115.500.000,143.0,0,0,143.0,115.357.000,0,115.357.000,223
1,31/03/2024,"R$ 3,22 B","R$ 1,28 B","R$ 11,08",115.471.000,0,0,115.471.000,137.0,0,0,137.0,115.334.000,0,115.334.000,223
2,31/12/2023,"R$ 3,26 B","R$ 1,28 B","R$ 11,14",115.265.345,0,0,115.265.345,0.0,0,0,0.0,115.265.345,0,115.265.345,223
3,30/09/2023,"R$ 2,94 B","R$ 1,26 B","R$ 10,94",115.243.000,0,0,115.243.000,0.0,0,0,0.0,115.243.000,0,115.243.000,223
4,30/06/2023,"R$ 2,88 B","R$ 1,23 B","R$ 10,66",115.243.000,0,0,115.243.000,0.0,0,0,0.0,115.243.000,0,115.243.000,223
5,31/03/2023,"R$ 2,90 B","R$ 1,20 B","R$ 10,44",115.208.000,0,0,115.208.000,0.0,0,0,0.0,115.208.000,0,115.208.000,223
6,31/12/2022,"R$ 2,52 B","R$ 933,58 M","R$ 10,70 mil",87.267,0,0,87.267,0.0,0,0,0.0,87.267,0,87.267,223
7,30/09/2022,"R$ 2,42 B","R$ 920,91 M","R$ 10,56",87.180.000,0,0,87.180.000,0.0,0,0,0.0,87.180.000,0,87.180.000,223
8,30/06/2022,"R$ 2,40 B","R$ 896,83 M","R$ 0,01",87.179.913.000,0,0,87.179.913.000,0.0,0,0,0.0,87.179.913.000,0,87.179.913.000,223
9,31/03/2022,"R$ 2,40 B","R$ 891,11 M","R$ 0,00",274.879.026.000,0,0,274.879.026.000,0.0,0,0,0.0,274.879.026.000,0,274.879.026.000,223
10,31/12/2021,"R$ 2,16 B","R$ 881,34 M","R$ 10,13",86.992.026,0,0,86.992.026,0.0,0,0,0.0,86.992.026,0,86.992.026,223
11,30/09/2021,"R$ 1,44 B","R$ 868,50 M","R$ 0,02",56.533.686.000,0,0,56.533.686.000,0.0,0,0,0.0,56.533.686.000,0,56.533.686.000,223
12,30/06/2021,"R$ 797,68 M","R$ 181,04 M","R$ 3,20",56.534.000,0,0,56.534.000,0.0,0,0,0.0,56.534.000,0,56.534.000,223
13,31/03/2021,"R$ 713,06 M","R$ 181,10 M","R$ 6,41",28.249.338,0,0,28.249.338,0.0,0,0,0.0,28.249.338,0,28.249.338,223
14,31/12/2020,"R$ 404,58 M","R$ 114,39 M","R$ 4,05",28.249.338,0,0,28.249.338,0.0,0,0,0.0,28.249.338,0,28.249.338,223
