,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"15,43%","11,70%","23,38%","17,73%","7,41%","3,17%","62,91%","8,49%","32,36%","50,82%","0,37","2,99","1,99","2,20"
1,30/06/2024,"14,89%","11,46%","22,57%","17,36%","8,43%","3,59%","63,37%","9,71%","32,86%","50,65%","0,37","2,46","1,46","1,77"
2,31/03/2024,"15,24%","11,68%","23,10%","17,69%","8,58%","3,56%","63,41%","9,99%","33,01%","50,45%","0,36","2,52","1,52","1,82"
3,31/12/2023,"16,71%","12,41%","25,32%","18,80%","10,96%","4,06%","63,31%","10,37%","33,27%","50,11%","0,39","2,54","1,54","1,70"
4,30/09/2023,"15,25%","12,06%","23,11%","18,28%","9,69%","3,69%","63,04%","9,69%","33,72%","49,93%","0,38","2,33","1,33","1,62"
5,30/06/2023,"14,95%","11,77%","22,65%","17,84%","8,95%","3,34%","61,69%","9,40%","33,85%","49,68%","0,36","2,35","1,35","1,86"
6,31/03/2023,"13,56%","10,59%","20,54%","16,04%","6,58%","2,45%","60,28%","7,56%","32,60%","47,98%","0,32","2,41","1,41","1,95"
7,31/12/2022,"13,07%","10,01%","19,81%","15,17%","5,44%","2,22%","59,13%","6,75%","30,87%","45,79%","0,33","2,70","1,70","2,50"
8,30/09/2022,"17,79%","16,65%","26,95%","25,22%","5,34%","3,22%","57,26%","7,29%","27,45%","43,35%","0,44","2,63","1,63","2,82"
9,30/06/2022,"15,87%","15,03%","24,05%","22,78%","18,00%","4,09%","56,48%","6,00%","24,01%","40,39%","0,68","2,68","1,68","3,30"
10,31/03/2022,"14,26%","13,63%","21,60%","20,65%","15,48%","3,93%","56,59%","6,26%","21,25%","38,05%","0,63","2,69","1,69","4,02"
11,31/12/2021,"18,82%","17,36%","28,52%","26,30%","22,54%","6,37%","56,91%","7,39%","19,70%","37,08%","0,86","2,46","1,46","4,36"
12,30/09/2021,"15,53%","14,32%","23,53%","21,69%","17,29%","4,89%","59,66%","7,18%","20,57%","35,97%","0,68","1,66","0,66","-1,77"
13,30/06/2021,"15,15%","13,97%","22,96%","21,17%","19,57%","5,53%","63,68%","9,96%","24,63%","39,44%","0,56","4,41","3,41","4,42"
14,31/03/2021,"15,54%","14,33%","23,54%","21,71%","26,55%","7,51%","66,14%","16,01%","29,91%","43,51%","0,47","3,94","2,94","3,39"
15,31/12/2020,NA,NA,NA,NA,NA,NA,"67,48%","16,05%","28,44%","41,44%",NA,"3,54","2,54","2,12"
