,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 303,51 M","- R$ 323,08 M","R$ 138,20 M","R$ 118,62 M",223
1,31/03/2024,"R$ 335,73 M","- R$ 352,65 M","R$ 118,25 M","R$ 101,32 M",223
2,31/12/2023,"R$ 205,71 M","- R$ 273,63 M","R$ 328,95 M","R$ 261,03 M",223
3,30/09/2023,"R$ 179,81 M","- R$ 188,35 M","R$ 23,96 M","R$ 15,43 M",223
4,30/06/2023,"R$ 51,64 M","- R$ 178,44 M","R$ 29,34 M","- R$ 97,46 M",223
5,31/03/2023,"- R$ 31,46 M","- R$ 119,94 M","R$ 89,32 M","- R$ 62,08 M",223
6,31/12/2022,"R$ 88,47 M","- R$ 249,57 M","R$ 88,24 M","- R$ 72,86 M",223
7,30/09/2022,"R$ 699,37 M","- R$ 1,55 B","R$ 389,17 M","- R$ 465,28 M",223
8,30/06/2022,"R$ 729,75 M","- R$ 1,66 B","R$ 1,05 B","R$ 125,67 M",223
9,31/03/2022,"R$ 747,34 M","- R$ 1,77 B","R$ 1,10 B","R$ 84,50 M",223
10,31/12/2021,"R$ 752,98 M","- R$ 1,80 B","R$ 1,13 B","R$ 86,55 M",223
11,30/09/2021,"R$ 124,85 M","- R$ 596,76 M","R$ 960,09 M","R$ 488,18 M",223
12,30/06/2021,"R$ 136,67 M","- R$ 519,27 M","R$ 414,26 M","R$ 31,66 M",223
13,31/03/2021,"R$ 145,78 M","- R$ 415,56 M","R$ 374,17 M","R$ 104,39 M",223
14,31/12/2020,"R$ 89,80 M","- R$ 230,82 M","R$ 187,40 M","R$ 46,38 M",223
