,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 211,44 M","- R$ 75,23 M","R$ 197,12 M","R$ 335,43 M",172
1,31/03/2024,"R$ 138,01 M","- R$ 59,73 M","- R$ 173,98 M","- R$ 93,40 M",172
2,31/12/2023,"R$ 583,90 M","- R$ 109,41 M","- R$ 31,93 M","R$ 442,10 M",172
3,30/09/2023,"R$ 973,27 M","- R$ 128,40 M","- R$ 231,66 M","R$ 613,37 M",172
4,30/06/2023,"R$ 511,82 M","- R$ 62,60 M","- R$ 10,51 M","R$ 438,50 M",172
5,31/03/2023,"R$ 56,80 M","- R$ 43,46 M","R$ 112,46 M","R$ 125,82 M",172
6,31/12/2022,"R$ 288,21 M","- R$ 114,31 M","R$ 53,32 M","R$ 227,34 M",172
7,30/09/2022,"- R$ 139,37 M","- R$ 371,08 M","R$ 275,07 M","- R$ 235,38 M",172
8,30/06/2022,"- R$ 70,08 M","- R$ 69,37 M","- R$ 50,10 M","- R$ 189,56 M",172
9,31/03/2022,"R$ 27,87 M","- R$ 46,35 M","- R$ 691,74 M","- R$ 710,22 M",172
10,31/12/2021,"R$ 151,18 M","- R$ 211,09 M","- R$ 248,67 M","- R$ 308,58 M",172
11,30/09/2021,"R$ 426,21 M","- R$ 99,42 M","- R$ 38,61 M","R$ 288,19 M",172
12,30/06/2021,"R$ 365,82 M","- R$ 51,66 M","- R$ 409,75 M","- R$ 95,60 M",172
13,31/03/2021,"R$ 16,52 M","- R$ 35,81 M","R$ 478,13 M","R$ 458,84 M",172
14,31/12/2020,"- R$ 18,23 M","- R$ 62,95 M","- R$ 12,20 M","- R$ 93,38 M",172
15,30/09/2020,"R$ 141,60 M","- R$ 54,41 M","- R$ 172,05 M","- R$ 84,85 M",172
16,30/06/2020,"R$ 492,45 M","- R$ 67,32 M","R$ 171,35 M","R$ 596,47 M",172
17,31/03/2020,"R$ 77,38 M","- R$ 53,62 M","R$ 422,64 M","R$ 446,40 M",172
18,31/12/2019,"- R$ 17,93 M","- R$ 109,78 M","- R$ 168,90 M","- R$ 296,62 M",172
19,30/09/2019,"R$ 267,37 M","- R$ 81,54 M","- R$ 53,51 M","R$ 132,33 M",172
20,30/06/2019,"R$ 227,14 M","- R$ 84,08 M","- R$ 226,63 M","- R$ 83,57 M",172
21,31/03/2019,"R$ 205,51 M","- R$ 85,66 M","R$ 25,39 M","R$ 145,23 M",172
22,31/12/2018,"R$ 39,02 M","- R$ 91,78 M","- R$ 267,39 M","- R$ 320,14 M",172
23,30/09/2018,"R$ 239,92 M","- R$ 67,01 M","R$ 10,25 M","R$ 183,16 M",172
24,30/06/2018,"R$ 205,05 M","- R$ 1,30 B","R$ 500,07 M","- R$ 589,98 M",172
25,31/03/2018,"R$ 295,85 M","- R$ 70,30 M","R$ 26,50 M","R$ 252,04 M",172
26,31/12/2017,"R$ 9,08 M","- R$ 83,32 M","- R$ 49,01 M","- R$ 123,25 M",172
27,30/09/2017,"R$ 405,23 M","- R$ 89,79 M","- R$ 171,77 M","R$ 143,68 M",172
28,30/06/2017,"R$ 253,22 M","- R$ 100,19 M","- R$ 176,21 M","- R$ 23,18 M",172
29,31/03/2017,"R$ 203,26 M","- R$ 68,34 M","- R$ 66,35 M","R$ 68,57 M",172
30,31/12/2016,"R$ 239,86 M","- R$ 85,93 M","- R$ 110,76 M","R$ 43,17 M",172
