,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,M.DIASBRANCO,M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,ATIVO,FASE OPERACIONAL,Novo Mercado,Industrialização e comércio de biscoitos; bolachas; massas; bolos; mistura para bolos; snacks; salgadinhos; torradas; farinha de trigo e outros produtos derivados do trigo; refrescos em pó; etc.,"R$ 39,05 M",Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,"AGFS, GPTW, IBRA, ICON, IGC, IGCT, IGNM, INDX, ISE, ITAG, SMLL"
