,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 34,98 B","R$ 10,97 B","R$ 14,85",738.995.248,0,0,738.995.248,3.049.991,0,0,3.049.991,735.945.257,0,735.945.257,12
1,31/03/2024,"R$ 37,22 B","R$ 10,90 B","R$ 1,47",7.389.952.489,0,0,7.389.952.489,54.788.485,0,0,54.788.485,7.335.164.004,0,7.335.164.004,12
2,31/12/2023,"R$ 37,46 B","R$ 9,61 B","R$ 1,42",6.748.926.848,0,0,6.748.926.848,57.015.634,0,0,57.015.634,6.691.911.214,0,6.691.911.214,12
3,30/09/2023,"R$ 36,92 B","R$ 9,53 B","R$ 1,41",6.748.926.848,0,0,6.748.926.848,57.647.136,0,0,57.647.136,6.691.279.712,0,6.691.279.712,12
4,30/06/2023,"R$ 35,60 B","R$ 10,01 B","R$ 1,48",6.748.926.848,0,0,6.748.926.848,59.231.143,0,0,59.231.143,6.689.695.705,0,6.689.695.705,12
5,31/03/2023,"R$ 34,22 B","R$ 10,29 B","R$ 1,52",6.748.926.848,0,0,6.748.926.848,71.533.711,0,0,71.533.711,6.677.393.137,0,6.677.393.137,12
6,31/12/2022,"R$ 37,77 B","R$ 10,65 B","R$ 1,58",6.748.926.848,0,0,6.748.926.848,71.704.378,0,0,71.704.378,6.677.222.470,0,6.677.222.470,12
7,30/09/2022,"R$ 35,98 B","R$ 10,81 B","R$ 1,60",6.748.926.848,0,0,6.748.926.848,72.813.424,0,0,72.813.424,6.676.113.424,0,6.676.113.424,12
8,30/06/2022,"R$ 34,50 B","R$ 10,94 B","R$ 1,62",6.748.926.848,0,0,6.748.926.848,73.429.698,0,0,73.429.698,6.675.497.150,0,6.675.497.150,12
9,31/03/2022,"R$ 33,76 B","R$ 11,12 B","R$ 1,65",6.748.926.848,0,0,6.748.926.848,83.351.541,0,0,83.351.541,6.665.575.307,0,6.665.575.307,12
10,31/12/2021,"R$ 38,38 B","R$ 11,26 B","R$ 1,67",6.748.926.848,0,0,6.748.926.848,83.408.504,0,0,83.408.504,6.665.518.344,0,6.665.518.344,12
11,30/09/2021,"R$ 30,55 B","R$ 10,87 B","R$ 1,63",6.673.926.848,0,0,6.673.926.848,71.084.351,0,0,71.084.351,6.602.842.497,0,6.602.842.497,12
12,30/06/2021,"R$ 25,07 B","R$ 7,27 B","R$ 1,12",6.498.926.848,0,0,6.498.926.848,45.277.327,0,0,45.277.327,6.453.649.521,0,6.453.649.521,12
13,31/03/2021,"R$ 22,61 B","R$ 7,27 B","R$ 1,12",6.498.926.848,0,0,6.498.926.848,51.357.771,0,0,51.357.771,6.447.569.077,0,6.447.569.077,12
14,31/12/2020,"R$ 24,65 B","R$ 7,33 B","R$ 1,13",6.498.926.848,0,0,6.498.926.848,35.539.688,0,0,35.539.688,6.463.387.160,0,6.463.387.160,12
15,30/09/2020,"R$ 21,81 B","R$ 7,38 B","R$ 1,14",6.498.926.848,0,0,6.498.926.848,23.026.588,0,0,23.026.588,6.475.900.260,0,6.475.900.260,12
16,30/06/2020,"R$ 20,56 B","R$ 7,44 B","R$ 4,58",1.624.731.712,0,0,1.624.731.712,3.931.333,0,0,3.931.333,1.620.800.379,0,1.620.800.379,12
17,31/03/2020,"R$ 17,71 B","R$ 7,53 B","R$ 4,63",1.624.731.712,0,0,1.624.731.712,5.355.068,0,0,5.355.068,1.619.376.644,0,1.619.376.644,12
