,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 3,91 B","R$ 3,52 B","- R$ 7,49 B","- R$ 70,46 M"
1,31/03/2024,"R$ 3,94 B","R$ 3,33 B","- R$ 6,62 B","R$ 657,36 M"
2,31/12/2023,"R$ 3,70 B","R$ 2,56 B","- R$ 7,59 B","- R$ 1,32 B"
3,30/09/2023,"R$ 3,49 B","R$ 2,35 B","- R$ 7,14 B","- R$ 1,30 B"
4,30/06/2023,"R$ 3,35 B","R$ 2,80 B","- R$ 5,82 B","R$ 334,17 M"
5,31/03/2023,"R$ 3,12 B","R$ 2,37 B","- R$ 5,82 B","- R$ 338,68 M"
6,31/12/2022,"R$ 3,28 B","R$ 2,64 B","- R$ 3,93 B","R$ 1,99 B"
7,30/09/2022,"R$ 3,11 B","R$ 2,73 B","- R$ 3,93 B","R$ 1,91 B"
8,30/06/2022,"R$ 2,81 B","R$ 1,52 B","- R$ 2,90 B","R$ 1,44 B"
9,31/03/2022,"R$ 2,66 B","R$ 1,21 B","- R$ 2,90 B","R$ 970,93 M"
10,31/12/2021,"R$ 2,83 B","R$ 1,06 B","- R$ 1,99 B","R$ 1,90 B"
11,30/09/2021,"R$ 3,08 B","- R$ 164,19 M","- R$ 1,99 B","R$ 926,19 M"
12,30/06/2021,"R$ 2,87 B","R$ 311,69 M","- R$ 2,70 B","R$ 483,44 M"
13,31/03/2021,"R$ 2,55 B","R$ 920,27 M","- R$ 5,40 B","- R$ 1,93 B"
14,31/12/2020,"R$ 2,28 B","R$ 792,02 M","- R$ 8,26 B","- R$ 5,19 B"
15,30/09/2020,"R$ 1,89 B","R$ 2,09 B","- R$ 8,26 B","- R$ 4,29 B"
16,30/06/2020,"R$ 741,16 M","R$ 5,84 B","- R$ 8,31 B","- R$ 1,73 B"
17,31/03/2020,"R$ 979,12 M","R$ 6,07 B","- R$ 5,61 B","R$ 1,44 B"
18,31/12/2019,"R$ 925,38 M","R$ 6,26 B","- R$ 5,86 B","R$ 1,33 B"
19,30/09/2019,"R$ 719,81 M","R$ 8,48 B","- R$ 5,86 B","R$ 3,34 B"
20,30/06/2019,"R$ 1,72 B","R$ 4,46 B","- R$ 5,64 B","R$ 544,94 M"
21,31/03/2019,"R$ 1,58 B","R$ 4,41 B","- R$ 5,64 B","R$ 349,57 M"
22,31/12/2018,"R$ 1,47 B","R$ 4,43 B","- R$ 3,49 B","R$ 2,41 B"
23,30/09/2018,"R$ 1,77 B","R$ 1,98 B","- R$ 3,48 B","R$ 264,27 M"
24,30/06/2018,"R$ 1,78 B","R$ 2,48 B","- R$ 3,49 B","R$ 770,25 M"
25,31/03/2018,"R$ 1,74 B","R$ 2,48 B","- R$ 3,49 B","R$ 727,00 M"
26,31/12/2017,"R$ 1,67 B","R$ 3,08 B","- R$ 3,29 B","R$ 1,47 B"
27,30/09/2017,"R$ 1,14 B","R$ 3,30 B","- R$ 3,29 B","R$ 1,15 B"
28,30/06/2017,"R$ 949,68 M","R$ 2,94 B","- R$ 3,37 B","R$ 515,36 M"
29,31/03/2017,"R$ 1,42 B","R$ 2,51 B","- R$ 3,37 B","R$ 553,79 M"
30,31/12/2016,"R$ 1,67 B","R$ 2,32 B","- R$ 3,38 B","R$ 613,84 M"
31,30/09/2016,"R$ 1,61 B","R$ 1,99 B","- R$ 3,43 B","R$ 174,70 M"
32,30/06/2016,"R$ 1,64 B","R$ 2,05 B","- R$ 3,52 B","R$ 168,53 M"
33,31/03/2016,"R$ 975,35 M","R$ 2,04 B","- R$ 3,52 B","- R$ 509,90 M"
34,31/12/2015,"R$ 1,02 B","R$ 1,85 B","- R$ 3,41 B","- R$ 533,35 M"
35,30/09/2015,"R$ 1,07 B","R$ 1,86 B","- R$ 3,36 B","- R$ 429,32 M"
36,30/06/2015,"R$ 1,38 B","R$ 1,40 B","- R$ 2,81 B","- R$ 31,06 M"
37,31/03/2015,"R$ 1,56 B","R$ 1,65 B","- R$ 2,81 B","R$ 397,34 M"
38,31/12/2014,"R$ 1,53 B","R$ 1,18 B","- R$ 2,39 B","R$ 309,14 M"
39,30/09/2014,"R$ 1,35 B","R$ 1,64 B","- R$ 2,39 B","R$ 595,40 M"
40,30/06/2014,"R$ 1,64 B","R$ 1,20 B","- R$ 2,65 B","R$ 186,99 M"
41,31/03/2014,"R$ 1,47 B","R$ 956,26 M","- R$ 2,65 B","- R$ 228,80 M"
42,31/12/2013,"R$ 1,12 B","R$ 799,01 M","- R$ 1,46 B","R$ 457,35 M"
43,30/09/2013,"R$ 825,31 M","R$ 319,83 M","- R$ 130,21 M","R$ 1,01 B"
44,30/06/2013,"R$ 219,37 M","R$ 114,64 M","R$ 1,34 B","R$ 1,68 B"
45,31/03/2013,"- R$ 73,49 M","R$ 114,63 M","R$ 1,34 B","R$ 1,38 B"
46,31/12/2012,"R$ 0,00","R$ 0,00","R$ 1,33 B","R$ 1,33 B"
