,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 8,75 B","- R$ 3,66 B","R$ 2,74 B","R$ 7,83 B"
1,31/03/2024,"R$ 7,82 B","- R$ 4,07 B","R$ 1,77 B","R$ 5,51 B"
2,31/12/2023,"R$ 7,59 B","- R$ 4,29 B","R$ 1,57 B","R$ 4,87 B"
3,30/09/2023,"R$ 8,34 B","- R$ 5,19 B","- R$ 927,90 M","R$ 2,22 B"
4,30/06/2023,"R$ 9,59 B","- R$ 7,42 B","- R$ 2,98 B","- R$ 804,42 M"
5,31/03/2023,"R$ 9,03 B","- R$ 8,16 B","R$ 187,98 M","R$ 1,06 B"
6,31/12/2022,"R$ 8,42 B","- R$ 7,88 B","- R$ 2,27 B","- R$ 1,72 B"
7,30/09/2022,"R$ 6,45 B","- R$ 7,21 B","- R$ 2,49 B","- R$ 3,25 B"
8,30/06/2022,"R$ 6,04 B","- R$ 5,38 B","- R$ 2,29 B","- R$ 1,63 B"
9,31/03/2022,"R$ 5,67 B","- R$ 4,43 B","- R$ 4,10 B","- R$ 2,86 B"
10,31/12/2021,"R$ 4,89 B","- R$ 3,68 B","- R$ 19,02 M","R$ 1,20 B"
11,30/09/2021,"R$ 4,14 B","- R$ 4,54 B","R$ 830,33 M","R$ 423,55 M"
12,30/06/2021,"R$ 5,72 B","- R$ 4,89 B","- R$ 2,36 B","- R$ 1,53 B"
13,31/03/2021,"R$ 5,49 B","- R$ 4,98 B","R$ 703,95 M","R$ 1,22 B"
14,31/12/2020,"R$ 5,79 B","- R$ 5,07 B","- R$ 3,85 B","- R$ 3,13 B"
15,30/09/2020,"R$ 5,30 B","- R$ 3,72 B","- R$ 5,83 B","- R$ 4,25 B"
16,30/06/2020,"R$ 3,64 B","- R$ 3,23 B","- R$ 2,48 B","- R$ 2,07 B"
17,31/03/2020,"R$ 3,14 B","- R$ 2,77 B","- R$ 707,49 M","- R$ 336,87 M"
18,31/12/2019,"R$ 2,95 B","- R$ 2,37 B","R$ 2,02 B","R$ 2,61 B"
19,30/09/2019,"R$ 2,56 B","- R$ 2,12 B","R$ 4,30 B","R$ 4,74 B"
20,30/06/2019,"R$ 2,31 B","- R$ 1,53 B","R$ 3,70 B","R$ 4,48 B"
21,31/03/2019,"R$ 2,71 B","- R$ 1,13 B","- R$ 777,37 M","R$ 804,06 M"
22,31/12/2018,"R$ 2,79 B","- R$ 1,05 B","- R$ 3,03 B","- R$ 1,29 B"
23,30/09/2018,"R$ 2,46 B","- R$ 875,81 M","- R$ 2,61 B","- R$ 1,03 B"
24,30/06/2018,"R$ 2,10 B","- R$ 842,33 M","- R$ 1,98 B","- R$ 714,05 M"
25,31/03/2018,"R$ 1,70 B","- R$ 808,91 M","- R$ 2,21 B","- R$ 1,32 B"
26,31/12/2017,"R$ 1,79 B","- R$ 838,82 M","R$ 201,54 M","R$ 1,16 B"
27,30/09/2017,"R$ 1,79 B","- R$ 1,20 B","R$ 1,17 B","R$ 1,75 B"
28,30/06/2017,"R$ 2,08 B","- R$ 1,54 B","R$ 590,35 M","R$ 1,12 B"
29,31/03/2017,"R$ 1,64 B","- R$ 2,05 B","R$ 1,76 B","R$ 1,35 B"
30,31/12/2016,"R$ 1,20 B","- R$ 2,65 B","R$ 2,26 B","R$ 819,00 M"
31,30/09/2016,"R$ 1,31 B","- R$ 3,40 B","R$ 2,03 B","- R$ 52,81 M"
32,30/06/2016,"R$ 1,29 B","- R$ 3,95 B","R$ 3,15 B","R$ 497,55 M"
33,31/03/2016,"R$ 1,48 B","- R$ 4,45 B","R$ 3,20 B","R$ 235,70 M"
34,31/12/2015,"R$ 1,74 B","- R$ 4,60 B","R$ 2,66 B","- R$ 192,11 M"
35,30/09/2015,"R$ 1,74 B","- R$ 4,15 B","R$ 1,97 B","- R$ 440,54 M"
36,30/06/2015,"R$ 1,68 B","- R$ 3,90 B","R$ 1,89 B","- R$ 332,41 M"
