,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 60,46 B","R$ 15,92 B","R$ 21,49",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
1,31/03/2024,"R$ 53,83 B","R$ 13,92 B","R$ 18,80",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
2,31/12/2023,"R$ 52,20 B","R$ 13,49 B","R$ 18,22",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
3,30/09/2023,"R$ 52,15 B","R$ 12,76 B","R$ 17,23",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
4,30/06/2023,"R$ 51,70 B","R$ 12,10 B","R$ 16,34",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
5,31/03/2023,"R$ 53,13 B","R$ 12,80 B","R$ 17,29",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
6,31/12/2022,"R$ 52,92 B","R$ 13,40 B","R$ 18,09",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
7,30/09/2022,"R$ 53,70 B","R$ 13,31 B","R$ 17,98",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
8,30/06/2022,"R$ 50,80 B","R$ 13,26 B","R$ 17,91",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
9,31/03/2022,"R$ 46,75 B","R$ 12,55 B","R$ 16,94",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
10,31/12/2021,"R$ 56,67 B","R$ 14,89 B","R$ 20,11",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
11,30/09/2021,"R$ 56,48 B","R$ 14,69 B","R$ 19,83",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
12,30/06/2021,"R$ 51,73 B","R$ 13,88 B","R$ 18,74",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
13,31/03/2021,"R$ 58,73 B","R$ 15,31 B","R$ 20,67",740.465.000,0,0,740.465.000,5.832.000,0,0,5.832.000,734.633.000,0,734.633.000,20
14,31/12/2020,"R$ 54,81 B","R$ 14,69 B","R$ 19,84",740.465.000,0,0,740.465.000,4.292.000,0,0,4.292.000,736.173.000,0,736.173.000,20
15,30/09/2020,"R$ 61,22 B","R$ 15,80 B","R$ 21,33",740.465.000,0,0,740.465.000,4.292.000,0,0,4.292.000,736.173.000,0,736.173.000,20
16,30/06/2020,"R$ 56,54 B","R$ 15,78 B","R$ 21,31",740.465.000,0,0,740.465.000,4.292.000,0,0,4.292.000,736.173.000,0,736.173.000,20
17,31/03/2020,"R$ 57,44 B","R$ 16,58 B","R$ 22,39",740.465.000,0,0,740.465.000,4.292.000,0,0,4.292.000,736.173.000,0,736.173.000,20
18,31/12/2019,"R$ 42,61 B","R$ 14,18 B","R$ 19,15",740.465.000,0,0,740.465.000,4.385.000,0,0,4.385.000,736.080.000,0,736.080.000,20
19,30/09/2019,"R$ 46,07 B","R$ 15,43 B","R$ 20,84",740.465.000,0,0,740.465.000,4.545.000,0,0,4.545.000,735.920.000,0,735.920.000,20
20,30/06/2019,"R$ 43,20 B","R$ 14,61 B","R$ 19,73",740.465.000,0,0,740.465.000,4.595.000,0,0,4.595.000,735.870.000,0,735.870.000,20
21,31/03/2019,"R$ 43,59 B","R$ 14,80 B","R$ 19,98",740.465.000,0,0,740.465.000,4.636.000,0,0,4.636.000,735.829.000,0,735.829.000,20
22,31/12/2018,"R$ 43,76 B","R$ 14,90 B","R$ 20,12",740.765.000,0,0,740.765.000,4.978.000,0,0,4.978.000,735.787.000,0,735.787.000,20
23,30/09/2018,"R$ 47,22 B","R$ 15,52 B","R$ 20,96",740.465.000,0,0,740.465.000,6.129.000,0,0,6.129.000,734.336.000,0,734.336.000,20
24,30/06/2018,"R$ 45,54 B","R$ 15,03 B","R$ 20,30",740.465.000,0,0,740.465.000,6.681.000,0,0,6.681.000,733.784.000,0,733.784.000,20
