,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 3,96 B","- R$ 2,85 B","- R$ 4,27 B","- R$ 2,52 B",20
1,31/03/2024,"R$ 4,79 B","- R$ 2,48 B","- R$ 3,59 B","- R$ 1,32 B",20
2,31/12/2023,"R$ 2,83 B","- R$ 2,25 B","- R$ 1,72 B","- R$ 1,60 B",20
3,30/09/2023,"R$ 1,75 B","- R$ 1,86 B","- R$ 1,31 B","- R$ 1,90 B",20
4,30/06/2023,"R$ 1,78 B","- R$ 1,88 B","R$ 1,68 B","R$ 1,06 B",20
5,31/03/2023,"R$ 1,34 B","- R$ 969,86 M","- R$ 180,04 M","R$ 470,41 M",20
6,31/12/2022,"R$ 3,84 B","- R$ 594,63 M","- R$ 3,37 B","- R$ 787,17 M",20
7,30/09/2022,"R$ 4,69 B","- R$ 788,80 M","- R$ 5,37 B","- R$ 1,66 B",20
8,30/06/2022,"R$ 4,21 B","- R$ 384,06 M","- R$ 5,39 B","- R$ 1,32 B",20
9,31/03/2022,"R$ 4,09 B","R$ 443,08 M","- R$ 4,47 B","- R$ 994,58 M",20
10,31/12/2021,"R$ 2,85 B","- R$ 790,11 M","- R$ 2,38 B","R$ 474,32 M",20
11,30/09/2021,"R$ 2,08 B","- R$ 1,43 B","- R$ 1,61 B","- R$ 909,65 M",20
12,30/06/2021,"- R$ 3,40 B","- R$ 2,27 B","R$ 2,55 B","- R$ 3,50 B",20
13,31/03/2021,"- R$ 6,21 B","- R$ 3,54 B","R$ 2,62 B","- R$ 6,04 B",20
14,31/12/2020,"- R$ 6,51 B","- R$ 943,30 M","R$ 5,24 B","R$ 484,50 M",20
15,30/09/2020,"- R$ 5,30 B","R$ 1,52 B","R$ 5,60 B","R$ 4,78 B",20
16,30/06/2020,"- R$ 273,56 M","R$ 2,81 B","R$ 1,35 B","R$ 6,99 B",20
17,31/03/2020,"R$ 2,52 B","R$ 2,99 B","R$ 1,55 B","R$ 9,44 B",20
18,31/12/2019,"R$ 3,75 B","R$ 1,59 B","- R$ 1,03 B","R$ 4,34 B",20
19,30/09/2019,"R$ 827,84 M","- R$ 809,69 M","- R$ 1,91 B","- R$ 1,79 B",20
20,30/06/2019,"R$ 938,09 M","- R$ 108,71 M","- R$ 1,89 B","- R$ 1,11 B",20
21,31/03/2019,"R$ 1,71 B","- R$ 1,43 B","- R$ 2,06 B","- R$ 1,28 B",20
22,31/12/2018,"R$ 4,01 B","- R$ 1,92 B","- R$ 1,89 B","R$ 759,32 M",20
23,30/09/2018,"R$ 5,18 B","- R$ 1,17 B","- R$ 680,71 M","R$ 4,15 B",20
24,30/06/2018,"R$ 4,75 B","- R$ 4,43 B","- R$ 444,45 M","R$ 372,87 M",20
25,31/03/2018,"R$ 5,34 B","- R$ 3,95 B","- R$ 469,97 M","R$ 1,01 B",20
