,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 64,65 M","- R$ 27,66 M","- R$ 10,90 M","R$ 26,10 M",414
1,31/03/2024,"R$ 43,69 M","- R$ 21,71 M","- R$ 12,10 M","R$ 9,88 M",414
2,31/12/2023,"R$ 39,61 M","- R$ 15,33 M","- R$ 12,07 M","R$ 12,21 M",414
3,30/09/2023,"R$ 30,98 M","- R$ 12,34 M","- R$ 12,02 M","R$ 6,62 M",414
4,30/06/2023,"R$ 25,99 M","- R$ 12,30 M","- R$ 20,34 M","- R$ 6,65 M",414
5,31/03/2023,"R$ 30,53 M","- R$ 9,91 M","- R$ 31,97 M","- R$ 11,35 M",414
6,31/12/2022,"R$ 37,91 M","- R$ 11,51 M","- R$ 37,66 M","- R$ 11,26 M",414
7,30/09/2022,"R$ 79,32 M","- R$ 12,60 M","- R$ 49,40 M","R$ 17,33 M",414
8,30/06/2022,"R$ 70,48 M","- R$ 11,42 M","- R$ 33,09 M","R$ 25,97 M",414
9,31/03/2022,"R$ 38,07 M","- R$ 14,24 M","- R$ 453,00 mil","R$ 23,38 M",414
10,31/12/2021,"R$ 4,24 M","- R$ 10,21 M","R$ 10,38 M","R$ 4,41 M",414
11,30/09/2021,"- R$ 30,12 M","- R$ 10,13 M","R$ 24,35 M","- R$ 15,90 M",414
12,30/06/2021,"- R$ 25,93 M","- R$ 7,54 M","R$ 15,87 M","- R$ 17,61 M",414
13,31/03/2021,"R$ 771,00 mil","- R$ 656,00 mil","R$ 5,56 M","R$ 5,68 M",414
14,31/12/2020,"R$ 16,86 M","- R$ 1,03 M","R$ 891,00 mil","R$ 16,72 M",414
15,30/09/2020,"R$ 19,35 M","R$ 603,00 mil","- R$ 1,61 M","R$ 18,34 M",414
16,30/06/2020,"R$ 20,70 M","R$ 760,00 mil","- R$ 3,49 M","R$ 17,97 M",414
17,31/03/2020,"R$ 19,33 M","- R$ 2,16 M","- R$ 1,74 M","R$ 15,43 M",414
18,31/12/2019,"R$ 14,12 M","- R$ 231,00 mil","- R$ 3,00 M","R$ 10,88 M",414
19,30/09/2019,"R$ 11,87 M","- R$ 2,02 M","- R$ 3,76 M","R$ 6,09 M",414
20,30/06/2019,"R$ 256,00 mil","- R$ 1,66 M","- R$ 6,00 mil","- R$ 1,41 M",414
21,31/03/2019,"R$ 1,65 M","- R$ 2,26 M","- R$ 1,22 M","- R$ 1,83 M",414
22,31/12/2018,"- R$ 556,00 mil","- R$ 3,18 M","- R$ 233,00 mil","- R$ 3,97 M",414
23,30/09/2018,"- R$ 4,59 M","- R$ 1,17 M","- R$ 43,00 mil","- R$ 5,80 M",414
24,30/06/2018,"- R$ 9,23 M","- R$ 1,44 M","- R$ 1,36 M","- R$ 12,03 M",414
25,31/03/2018,"- R$ 9,84 M","- R$ 1,08 M","- R$ 1,98 M","- R$ 12,90 M",414
26,31/12/2017,"- R$ 11,40 M","- R$ 1,18 M","- R$ 1,56 M","- R$ 14,13 M",414
27,30/09/2017,"- R$ 16,03 M","- R$ 3,88 M","R$ 4,49 M","- R$ 15,41 M",414
28,30/06/2017,"- R$ 15,74 M","- R$ 5,71 M","R$ 5,31 M","- R$ 16,14 M",414
29,31/03/2017,"- R$ 17,24 M","- R$ 7,84 M","R$ 6,19 M","- R$ 18,90 M",414
30,31/12/2016,"- R$ 14,78 M","- R$ 8,06 M","R$ 6,07 M","- R$ 16,77 M",414
31,30/09/2016,"- R$ 8,07 M","- R$ 8,53 M","R$ 559,00 mil","- R$ 16,04 M",414
32,30/06/2016,"- R$ 2,59 M","- R$ 9,49 M","R$ 192,00 mil","- R$ 11,89 M",414
33,31/03/2016,"- R$ 4,69 M","- R$ 9,26 M","- R$ 1,62 M","- R$ 15,57 M",414
34,31/12/2015,"R$ 6,44 M","- R$ 9,66 M","- R$ 4,37 M","- R$ 7,60 M",414
35,30/09/2015,"R$ 13,76 M","- R$ 7,59 M","- R$ 4,37 M","R$ 1,80 M",414
36,30/06/2015,"R$ 15,83 M","- R$ 4,71 M","- R$ 6,82 M","R$ 4,30 M",414
37,31/03/2015,"R$ 30,33 M","- R$ 8,22 M","- R$ 9,02 M","R$ 13,10 M",414
38,31/12/2014,"R$ 28,84 M","- R$ 10,68 M","- R$ 6,24 M","R$ 11,92 M",414
39,30/09/2014,"R$ 22,54 M","- R$ 26,09 M","- R$ 10,49 M","- R$ 14,04 M",414
40,30/06/2014,"R$ 21,75 M","- R$ 37,25 M","- R$ 13,39 M","- R$ 28,89 M",414
41,31/03/2014,"R$ 12,75 M","- R$ 40,37 M","- R$ 25,56 M","- R$ 53,18 M",414
42,31/12/2013,"R$ 14,08 M","- R$ 39,55 M","- R$ 25,56 M","- R$ 51,03 M",414
43,30/09/2013,"R$ 7,26 M","- R$ 17,07 M","- R$ 31,02 M","- R$ 40,84 M",414
44,30/06/2013,"R$ 10,99 M","- R$ 19,58 M","- R$ 32,08 M","- R$ 40,67 M",414
45,31/03/2013,"R$ 14,15 M","- R$ 15,74 M","- R$ 31,84 M","- R$ 33,42 M",414
46,31/12/2012,"R$ 10,62 M","- R$ 15,69 M","- R$ 31,84 M","- R$ 36,90 M",414
47,30/09/2012,"R$ 41,03 M","- R$ 50,82 M","- R$ 33,41 M","- R$ 43,20 M",414
48,30/06/2012,"R$ 25,03 M","- R$ 24,11 M","- R$ 33,14 M","- R$ 32,22 M",414
49,31/03/2012,"R$ 63,89 M","- R$ 25,87 M","- R$ 20,08 M","R$ 17,94 M",414
50,31/12/2011,"R$ 68,54 M","- R$ 21,59 M","- R$ 29,05 M","R$ 17,91 M",414
51,30/09/2011,"R$ 52,10 M","R$ 3,20 M","- R$ 20,74 M","R$ 34,57 M",414
52,30/06/2011,"R$ 32,71 M","R$ 22,41 M","- R$ 18,71 M","R$ 36,40 M",414
53,31/03/2011,"R$ 27,68 M","- R$ 6,07 M","- R$ 15,03 M","R$ 6,59 M",414
