,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_fcf,preco_ativo_total,preco_ebit,preco_capital_giro,ev_ebit,ev_ebitda,preco_ncav,ev_receita_liquida,ev_fcf,ev_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 08/11/2024,"5,64","0,83","0,89","3,88","5,03","0,68","4,90","1,65","3,91","3,46","2,88","0,71","4,01","0,54","R$ 256,13 M","4,88%"
1,30/06/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,94%"
2,31/03/2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6,80%"
3,31/12/2023,"5,70","0,72","0,74","5,20","8,72","0,58","5,15","1,49","3,97","3,43","2,94","0,57","6,71","0,45","R$ 205,92 M","6,26%"
4,30/09/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,71%"
5,30/06/2023,"6,58","0,70","0,67","7,37","14,67","0,57","5,14","1,48","4,34","3,73","2,85","0,57","12,40","0,48","R$ 191,62 M","7,07%"
6,31/03/2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8,95%"
7,31/12/2022,"4,78","0,69","0,59","4,82","7,10","0,53","3,51","1,42","2,84","2,57","3,66","0,48","5,75","0,43","R$ 182,81 M","10,55%"
8,30/09/2022,"3,67","0,72","0,59","2,42","2,87","0,51","3,40","1,48","2,71","2,48","9,96","0,47","2,29","0,41","R$ 191,62 M","14,76%"
9,30/06/2022,"2,83","0,76","0,58","2,76","3,29","0,55","2,79","1,55","2,38","2,21","6,60","0,49","2,81","0,47","R$ 194,57 M","13,11%"
10,31/03/2022,"2,94","0,82","0,61","5,30","8,47","0,57","2,74","1,71","2,17","2,03","19,56","0,48","6,72","0,45","R$ 201,94 M","12,63%"
11,31/12/2021,"3,02","0,84","0,64","47,13","-33,44","0,59","2,74","1,66","2,39","2,23","9,39","0,56","-29,17","0,52","R$ 199,70 M","9,18%"
12,30/09/2021,"3,46","0,85","0,70","-6,75","-5,05","0,59","3,01","1,62","3,15","2,94","9,63","0,73","-5,28","0,62","R$ 203,38 M","3,02%"
13,30/06/2021,"5,09","0,84","0,71","-6,81","-5,28","0,58","3,68","1,60","3,94","3,58","11,82","0,76","-5,65","0,62","R$ 176,59 M","3,48%"
14,31/03/2021,"7,97","0,87","0,87","225,59","1.512,45","0,64","5,78","1,66","4,96","4,27","5,34","0,75","1.297,64","0,55","R$ 173,93 M","4,14%"
15,31/12/2020,"11,06","0,74","0,78","8,39","8,94","0,59","5,74","1,43","4,13","3,42","2,92","0,56","6,43","0,42","R$ 141,50 M","3,99%"
16,30/09/2020,"14,15","0,64","0,69","6,24","6,05","0,52","8,30","1,24","5,70","4,05","2,31","0,48","4,16","0,36","R$ 120,72 M","0,88%"
17,30/06/2020,"10,17","0,63","0,73","5,58","5,57","0,53","6,57","1,33","5,02","3,72","2,27","0,56","4,25","0,40","R$ 115,44 M","0,92%"
18,31/03/2020,"11,60","0,68","0,77","6,41","7,92","0,54","6,61","1,38","5,27","3,94","2,89","0,61","6,31","0,43","R$ 123,82 M","0,86%"
19,31/12/2019,"13,20","0,68","0,83","8,77","10,59","0,54","10,13","1,54","8,13","5,38","3,68","0,67","8,50","0,43","R$ 123,82 M","0,86%"
