,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"7,87%","10,86%","11,93%","16,46%","10,68%","3,64%","27,25%","7,01%","18,50%","21,53%","0,52","3,17","2,17","2,47"
1,31/03/2024,"8,02%","12,17%","12,16%","18,44%","11,11%","3,63%","25,92%","7,16%","18,03%","20,89%","0,51","3,12","2,12","1,84"
2,31/12/2023,"12,53%","18,73%","18,99%","28,39%","19,47%","6,02%","28,73%","9,82%","21,21%","23,62%","0,61","3,22","2,22","1,29"
3,30/09/2023,"13,85%","20,01%","20,99%","30,32%","24,01%","7,62%","31,62%","11,95%","24,57%","26,75%","0,64","3,18","2,18","1,33"
4,30/06/2023,"11,44%","16,41%","17,33%","24,86%","19,04%","6,42%","29,46%","10,34%","22,43%","24,55%","0,62","2,93","1,93","1,72"
5,31/03/2023,"13,75%","21,70%","20,84%","32,88%","22,60%","7,07%","30,76%","11,58%","23,59%","25,51%","0,61","3,06","2,06","1,16"
6,31/12/2022,"17,50%","27,68%","26,52%","41,95%","35,96%","9,85%","32,65%","13,22%","26,12%","27,98%","0,75","3,23","2,23","0,83"
7,30/09/2022,"18,63%","29,11%","28,22%","44,11%","37,13%","10,41%","33,97%","14,52%","28,00%","29,87%","0,72","3,15","2,15","1,10"
8,30/06/2022,"23,84%","34,98%","36,12%","53,01%","41,07%","14,83%","35,34%","16,97%","30,28%","32,23%","0,87","2,97","1,97","1,11"
9,31/03/2022,"31,23%","41,48%","47,31%","62,86%","46,49%","16,08%","36,69%","17,74%","31,78%","33,86%","0,91","3,20","2,20","0,67"
10,31/12/2021,"25,30%","33,64%","38,34%","50,97%","36,12%","12,37%","35,54%","16,79%","30,25%","32,56%","0,74","3,65","2,65","1,19"
11,30/09/2021,"22,09%","28,09%","33,47%","42,56%","39,22%","13,61%","36,32%","19,01%","31,13%","33,52%","0,72","3,57","2,57","1,19"
12,30/06/2021,"18,19%","22,62%","27,56%","34,27%","32,21%","12,02%","35,37%","17,66%","29,24%","31,75%","0,68","2,77","1,77","0,86"
13,31/03/2021,"14,17%","17,46%","21,48%","26,46%","25,46%","9,45%","31,92%","15,25%","25,03%","27,82%","0,62","2,89","1,89","0,82"
14,31/12/2020,"10,81%","13,51%","16,37%","20,47%","17,55%","7,02%","27,63%","12,62%","20,16%","23,25%","0,56","2,92","1,92","0,90"
15,30/09/2020,"8,61%","10,51%","13,05%","15,93%","14,27%","5,67%","26,09%","10,93%","19,05%","22,28%","0,52","2,88","1,88","1,74"
16,30/06/2020,"7,25%","8,77%","10,98%","13,29%","11,64%","5,21%","25,21%","9,87%","17,90%","21,25%","0,53","2,68","1,68","2,21"
17,31/03/2020,"8,51%","10,33%","12,90%","15,66%","13,13%","5,77%","26,82%","11,03%","19,66%","23,15%","0,52","2,69","1,69","2,11"
18,31/12/2019,"9,03%","9,99%","13,68%","15,14%","11,99%","5,41%","25,76%","10,24%","18,37%","21,85%","0,53","2,50","1,50","1,55"
19,30/09/2019,"7,46%","8,31%","11,30%","12,59%","10,32%","4,76%","23,28%","8,68%","16,03%","20,12%","0,55","2,52","1,52","2,54"
20,30/06/2019,"10,67%","11,80%","16,16%","17,87%","15,04%","7,21%","29,41%","12,65%","22,16%","25,93%","0,57","2,23","1,23","2,18"
21,31/03/2019,"9,51%","10,56%","14,40%","16,01%","12,57%","6,45%","26,77%","11,24%","19,69%","23,67%","0,57","2,28","1,28","1,92"
22,31/12/2018,"11,22%","12,44%","16,99%","18,84%","15,17%","7,20%","29,96%","13,50%","23,30%","27,24%","0,53","2,22","1,22","1,42"
23,30/09/2018,"13,11%","14,82%","19,86%","22,46%","18,94%","9,20%","33,50%","18,04%","29,66%","33,04%","0,51","2,17","1,17","1,47"
24,30/06/2018,"12,82%","14,22%","19,42%","21,54%","19,37%","10,28%","34,73%","19,10%","31,08%","34,59%","0,54","2,09","1,09","1,27"
25,31/03/2018,"12,29%","13,74%","18,62%","20,82%","16,71%","8,13%","33,29%","17,99%","29,45%","33,30%","0,45","1,95","0,95","1,22"
26,31/12/2017,"10,58%","11,91%","16,03%","18,05%","14,54%","6,53%","30,51%","16,05%","26,73%","30,86%","0,41","2,11","1,11","1,43"
27,30/09/2017,"9,72%","10,91%","14,73%","16,54%","14,30%","6,69%","33,67%","15,67%","27,47%","31,82%","0,43","2,06","1,06","1,46"
28,30/06/2017,"7,88%","8,90%","11,94%","13,48%","10,56%","5,12%","31,90%","13,12%","25,05%","29,76%","0,39","1,88","0,88","2,21"
29,31/03/2017,"3,86%","4,36%","5,85%","6,61%","4,78%","2,16%","21,07%","6,57%","13,49%","19,22%","0,33","2,06","1,06","2,51"
30,31/12/2016,"1,92%","2,15%","2,91%","3,26%","1,36%","0,56%","14,85%","1,80%","6,65%","12,93%","0,31","2,22","1,22","3,90"
31,30/09/2016,"-0,07%","-0,08%","-0,10%","-0,11%","-2,26%","-0,97%","9,88%","-2,95%","-0,24%","6,52%","0,33","2,14","1,14","11,42"
32,30/06/2016,"0,88%","0,99%","1,34%","1,50%","-0,84%","-0,42%","12,62%","-1,15%","3,07%","9,78%","0,37","2,06","1,06","7,22"
33,31/03/2016,"4,28%","4,81%","6,49%","7,29%","3,83%","1,76%","21,16%","4,51%","12,57%","18,62%","0,39","2,21","1,21","3,35"
34,31/12/2015,"5,29%","5,96%","8,02%","9,03%","5,56%","2,72%","24,59%","6,96%","16,21%","22,27%","0,39","2,41","1,41","3,00"
35,30/09/2015,"5,05%","5,97%","7,65%","9,04%","5,05%","2,43%","26,37%","6,44%","17,08%","23,15%","0,38","2,32","1,32","3,59"
36,30/06/2015,"4,39%","5,23%","6,65%","7,92%","4,48%","2,28%","24,68%","5,96%","15,05%","21,41%","0,38","2,00","1,00","3,29"
37,31/03/2015,"3,52%","4,22%","5,33%","6,39%","2,77%","1,37%","22,38%","3,83%","12,54%","19,14%","0,36","2,17","1,17","3,43"
38,31/12/2014,"3,75%","4,52%","5,68%","6,85%","3,38%","1,59%","22,22%","4,53%","12,73%","19,39%","0,35","2,04","1,04","3,30"
39,30/09/2014,"2,62%","3,16%","3,97%","4,79%","2,44%","1,26%","18,49%","3,53%","9,50%","16,98%","0,36","2,08","1,08","4,17"
40,30/06/2014,"2,96%","3,56%","4,49%","5,39%","3,10%","1,62%","19,30%","4,60%","10,71%","18,95%","0,35","1,96","0,96","3,54"
41,31/03/2014,"4,06%","4,95%","6,15%","7,50%","4,62%","2,46%","23,95%","7,29%","15,04%","23,94%","0,34","2,03","1,03","2,87"
42,31/12/2013,"3,12%","3,82%","4,72%","5,79%","4,91%","2,57%","22,11%","8,09%","12,74%","22,51%","0,32","2,12","1,12","2,92"
43,30/09/2013,"3,91%","4,82%","5,93%","7,31%","7,86%","3,99%","26,11%","12,99%","16,40%","26,33%","0,31","1,94","0,94","2,51"
