,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 1,66 B","- R$ 719,15 M","- R$ 997,23 M","- R$ 58,98 M",98
1,31/03/2024,"R$ 1,83 B","- R$ 544,91 M","- R$ 682,79 M","R$ 601,96 M",98
2,31/12/2023,"R$ 1,85 B","- R$ 856,41 M","- R$ 618,48 M","R$ 377,93 M",98
3,30/09/2023,"R$ 1,73 B","- R$ 657,01 M","- R$ 739,70 M","R$ 337,99 M",98
4,30/06/2023,"R$ 1,51 B","- R$ 621,55 M","- R$ 371,07 M","R$ 519,95 M",98
5,31/03/2023,"R$ 1,32 B","- R$ 690,97 M","- R$ 485,47 M","R$ 144,36 M",98
6,31/12/2022,"R$ 1,99 B","- R$ 485,81 M","- R$ 409,97 M","R$ 1,10 B",98
7,30/09/2022,"R$ 1,39 B","- R$ 581,26 M","- R$ 204,90 M","R$ 599,40 M",98
8,30/06/2022,"R$ 1,20 B","- R$ 652,24 M","- R$ 1,18 B","- R$ 629,47 M",98
9,31/03/2022,"R$ 1,18 B","- R$ 590,07 M","- R$ 1,07 B","- R$ 480,45 M",98
10,31/12/2021,"R$ 435,09 M","- R$ 476,20 M","- R$ 1,42 B","- R$ 1,46 B",98
11,30/09/2021,"R$ 789,38 M","- R$ 364,42 M","- R$ 769,37 M","- R$ 344,41 M",98
12,30/06/2021,"R$ 907,67 M","- R$ 251,93 M","- R$ 254,91 M","R$ 400,83 M",98
13,31/03/2021,"R$ 1,08 B","- R$ 182,09 M","- R$ 33,73 M","R$ 861,17 M",98
14,31/12/2020,"R$ 784,86 M","- R$ 169,85 M","R$ 159,61 M","R$ 774,63 M",98
15,30/09/2020,"R$ 690,64 M","- R$ 175,77 M","- R$ 48,97 M","R$ 465,90 M",98
16,30/06/2020,"R$ 536,81 M","- R$ 159,16 M","R$ 161,90 M","R$ 539,55 M",98
17,31/03/2020,"R$ 250,37 M","- R$ 130,56 M","R$ 245,93 M","R$ 365,74 M",98
18,31/12/2019,"R$ 532,16 M","- R$ 160,30 M","- R$ 54,74 M","R$ 317,12 M",98
19,30/09/2019,"R$ 272,69 M","- R$ 183,01 M","R$ 120,52 M","R$ 210,20 M",98
20,30/06/2019,"R$ 80,26 M","- R$ 260,11 M","R$ 37,87 M","- R$ 141,98 M",98
21,31/03/2019,"R$ 228,03 M","- R$ 279,10 M","R$ 95,80 M","R$ 44,74 M",98
22,31/12/2018,"R$ 407,51 M","- R$ 191,78 M","- R$ 314,96 M","- R$ 99,23 M",98
23,30/09/2018,"R$ 467,49 M","- R$ 208,28 M","- R$ 362,57 M","- R$ 103,36 M",98
24,30/06/2018,"R$ 730,27 M","- R$ 154,81 M","- R$ 377,38 M","R$ 198,08 M",98
25,31/03/2018,"R$ 516,33 M","- R$ 149,40 M","- R$ 744,32 M","- R$ 377,40 M",98
26,31/12/2017,"R$ 371,61 M","- R$ 131,18 M","- R$ 517,63 M","- R$ 277,20 M",98
27,30/09/2017,"R$ 554,22 M","- R$ 146,39 M","- R$ 321,59 M","R$ 86,24 M",98
28,30/06/2017,"R$ 219,03 M","- R$ 114,64 M","- R$ 143,08 M","- R$ 38,69 M",98
29,31/03/2017,"R$ 307,79 M","- R$ 106,71 M","R$ 13,59 M","R$ 214,67 M",98
30,31/12/2016,"R$ 305,65 M","- R$ 96,92 M","R$ 56,40 M","R$ 265,13 M",98
31,30/09/2016,"R$ 35,06 M","- R$ 66,93 M","R$ 220,87 M","R$ 189,01 M",98
32,30/06/2016,"R$ 214,11 M","- R$ 113,76 M","R$ 79,55 M","R$ 179,91 M",98
33,31/03/2016,"R$ 199,87 M","- R$ 128,46 M","R$ 162,02 M","R$ 233,43 M",98
34,31/12/2015,"R$ 274,83 M","- R$ 142,35 M","R$ 251,98 M","R$ 384,47 M",98
35,30/09/2015,"R$ 67,55 M","- R$ 158,70 M","R$ 101,76 M","R$ 10,61 M",98
36,30/06/2015,"- R$ 52,00 M","- R$ 157,28 M","R$ 154,86 M","- R$ 54,43 M",98
