,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
24,30/09/2018,"10,03","1,05","0,62","1,37","0,06","R$ 1,55 B","5,35%"
25,30/06/2018,"6,77","0,82","0,45","10,88","0,05","R$ 1,17 B","5,48%"
26,31/03/2018,"7,52","0,86","0,44","-3,46","0,06","R$ 1,20 B","5,30%"
27,31/12/2017,"7,74","0,93","0,44","-2,06","0,06","R$ 1,28 B","4,38%"
28,30/09/2017,"7,09","0,86","0,37","1,80","0,05","R$ 1,18 B","5,22%"
29,30/06/2017,"6,69","0,80","0,33","0,66","0,05","R$ 1,10 B","5,64%"
30,31/03/2017,"6,81","0,85","0,33","1,03","0,05","R$ 1,13 B","5,35%"
31,31/12/2016,"8,39","0,97","0,39","0,67","0,05","R$ 1,24 B","5,05%"
32,30/09/2016,"5,60","0,67","0,28","0,51","0,03","R$ 838,87 M","7,28%"
33,30/06/2016,"5,36","0,68","0,30","0,42","0,04","R$ 821,37 M","7,05%"
34,31/03/2016,"4,37","0,55","0,25","0,46","0,03","R$ 675,66 M","9,29%"
35,31/12/2015,"3,66","0,49","0,23","0,56","0,03","R$ 573,49 M","9,24%"
36,30/09/2015,"3,90","0,52","0,25","1,20","0,03","R$ 599,39 M","8,57%"
37,30/06/2015,"4,22","0,56","0,28","-0,90","0,04","R$ 623,82 M","7,74%"
38,31/03/2015,"4,77","0,62","0,32","1,45","0,04","R$ 674,37 M","6,02%"
39,31/12/2014,"21,45","2,85","1,54","4,51","0,20","R$ 3,06 B","6,98%"
40,30/09/2014,"4,72","0,61","0,33","6,08","0,04","R$ 644,48 M","6,15%"
41,30/06/2014,"5,69","0,72","0,40","-0,86","0,05","R$ 713,94 M","5,65%"
42,31/03/2014,"6,32","0,70","0,41","-0,42","0,05","R$ 686,57 M","6,02%"
43,31/12/2013,"6,26","0,73","0,45","-0,38","0,05","R$ 702,37 M","6,74%"
44,30/09/2013,"6,88","0,82","0,49","-1,09","0,05","R$ 721,33 M","5,87%"
45,30/06/2013,"6,50","0,85","0,50","1,90","0,05","R$ 714,62 M","6,08%"
46,31/03/2013,"7,71","1,01","0,53","0,79","0,06","R$ 740,70 M","6,01%"
47,31/12/2012,"10,01","0,93","0,58","0,75","0,06","R$ 797,09 M","5,83%"
48,30/09/2012,"8,61","0,89","0,52","0,87","0,07","R$ 757,58 M","6,33%"
49,30/06/2012,"19,34","1,33","0,75","2,49","0,10","R$ 1,07 B","4,37%"
50,31/03/2012,"14,99","1,24","0,71","1,05","0,09","R$ 1,02 B","4,63%"
51,31/12/2011,"15,40","1,47","0,86","1,18","0,12","R$ 1,18 B","3,87%"
52,30/09/2011,"9,17","1,18","0,68","0,72","0,09","R$ 947,38 M","4,86%"
53,30/06/2011,"8,08","1,40","0,84","0,99","0,12","R$ 1,13 B","3,86%"
54,31/03/2011,"5,69","1,14","0,68","-1,97","0,11","R$ 932,34 M","4,60%"
55,31/12/2010,"6,49","1,15","0,71","3,19","0,10","R$ 922,56 M","4,46%"
56,30/09/2010,"6,62","1,25","0,69","-1,57","0,10","R$ 941,26 M","3,85%"
57,30/06/2010,"6,75","1,23","0,66","-1,13","0,10","R$ 892,11 M","3,94%"
58,31/03/2010,"6,52","1,23","0,64","1,47","0,09","R$ 837,35 M","3,93%"
59,31/12/2009,"8,06","1,59","0,78","-60,50","0,12","R$ 1,06 B","4,06%"
60,30/09/2009,"6,96","1,62","0,79","-1,85","0,12","R$ 1,08 B","3,80%"
61,30/06/2009,"6,64","1,71","0,77","-1,50","0,11","R$ 1,07 B","4,05%"
62,31/03/2009,"9,16","2,51","1,09","-3,09","0,18","R$ 1,48 B","2,77%"
63,31/12/2008,"7,96","2,26","0,98","-13,05","0,15","R$ 1,26 B","3,23%"
64,30/09/2008,"4,60","1,29","0,55",NA,"0,07","R$ 665,92 M","5,70%"
65,30/06/2008,"6,50","2,08","0,91",NA,"0,11","R$ 1,03 B","3,88%"
66,31/03/2008,"7,32","2,57","1,13",NA,"0,15","R$ 1,28 B","3,19%"
67,31/12/2007,"10,47","3,78","1,63",NA,"0,23","R$ 1,68 B","2,71%"
68,30/09/2007,"11,59","4,54","1,96",NA,"0,29","R$ 1,92 B","2,10%"
69,30/06/2007,"13,49","5,31","2,15",NA,"0,33","R$ 2,01 B","1,57%"
70,31/03/2007,"11,45","4,44","1,70",NA,"0,29","R$ 1,55 B","2,86%"
71,31/12/2006,"8,04","3,33","1,19",NA,"0,21","R$ 1,08 B","4,21%"
72,30/09/2006,"6,24","2,38","0,80",NA,"0,15","R$ 707,88 M","5,22%"
73,30/06/2006,"4,38","1,67","0,48",NA,"0,10","R$ 445,70 M","7,50%"
74,31/03/2006,"5,32","2,07","0,53",NA,"0,10","R$ 471,92 M","3,87%"
75,31/12/2005,"5,64","2,12","0,51",NA,"0,11","R$ 432,59 M","2,27%"
76,30/09/2005,"4,29","1,90","0,43",NA,"0,09","R$ 327,72 M","3,00%"
77,30/06/2005,"5,43","2,11","0,54",NA,"0,09","R$ 327,72 M","3,00%"
78,31/03/2005,"5,62","1,98","0,48",NA,"0,08","R$ 262,18 M","3,75%"
79,31/12/2004,"6,96","2,39","0,53",NA,"0,10","R$ 288,39 M","0,87%"
80,30/09/2004,"11,08","2,96","0,63",NA,"0,11","R$ 301,50 M","0,83%"
81,30/06/2004,"9,97","2,63","0,55",NA,"0,11","R$ 262,18 M","0,96%"
82,31/03/2004,"7,39","3,10","0,59",NA,"0,13","R$ 288,39 M","0,87%"
83,31/12/2003,"9,40","3,50","0,57",NA,"0,13","R$ 301,50 M","0,00%"
84,30/09/2003,"-54,86","4,71","0,80",NA,"0,17","R$ 380,16 M","0,00%"
85,30/06/2003,"-21,23","4,67","0,76",NA,"0,16","R$ 340,83 M","0,00%"
86,31/03/2003,"-16,49","4,63","0,62",NA,"0,13","R$ 262,18 M","0,00%"
87,31/12/2002,"-7,58","4,63","0,61",NA,"0,13","R$ 262,18 M","0,00%"
88,30/09/2002,"11.092,10","3,29","0,75",NA,"0,14","R$ 288,39 M","3,29%"
89,30/06/2002,"61,15","2,80","0,65",NA,"0,13","R$ 249,07 M","3,81%"
90,31/03/2002,"-27,10","3,33","0,68",NA,"0,13","R$ 249,07 M","3,81%"
91,31/12/2001,"34,65","3,79","0,90",NA,"0,20","R$ 353,94 M","1,13%"
92,30/06/2001,"43,63","3,80","0,87",NA,"0,17","R$ 340,83 M","1,18%"
93,31/03/2001,"35,58","3,04","0,69",NA,"0,14","R$ 262,18 M","0,71%"
94,31/12/2000,"60,01","5,35","1,18",NA,"0,24","R$ 458,81 M","0,13%"
95,30/09/2000,"108,09","5,63","1,34",NA,"0,27","R$ 471,92 M","0,13%"
96,30/06/2000,"69,70","5,64","1,41",NA,"0,28","R$ 471,92 M","0,13%"
97,31/03/2000,"66,14","6,18","1,54",NA,"0,34","R$ 498,14 M","0,12%"
