,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 30/09/2024,"8,57","1,31","0,53","-0,61","0,07","R$ 2,85 B","7,07%"
1,30/06/2024,"8,55","1,31","0,53","-0,61","0,07","R$ 2,94 B","7,07%"
2,31/03/2024,"8,13","1,30","0,52","2,65","0,07","R$ 2,86 B","5,11%"
3,31/12/2023,"9,40","1,43","0,56","28,36","0,07","R$ 3,07 B","6,59%"
4,30/09/2023,"7,92","1,27","0,49","0,49","0,06","R$ 2,76 B","7,41%"
5,30/06/2023,NA,NA,NA,NA,NA,NA,NA
6,31/03/2023,"7,08","1,11","0,41","0,80","0,06","R$ 2,33 B","5,87%"
7,31/12/2022,"5,78","1,00","0,39","0,37","0,05","R$ 2,08 B","9,32%"
8,30/09/2022,"5,60","0,92","0,39","-12,71","0,05","R$ 1,82 B","9,44%"
9,30/06/2022,"5,05","0,87","0,43","1,22","0,04","R$ 1,66 B","10,24%"
10,31/03/2022,"6,30","0,83","0,51","1,26","0,04","R$ 1,57 B","9,06%"
11,31/12/2021,"6,84","0,86","0,64","0,44","0,05","R$ 1,62 B","6,89%"
12,30/09/2021,"6,41","0,83","0,73","0,37","0,04","R$ 1,60 B","5,95%"
13,30/06/2021,"7,20","0,89","0,87","0,41","0,05","R$ 1,64 B","5,11%"
14,31/03/2021,"7,70","0,92","0,91","0,35","0,05","R$ 1,67 B","3,91%"
15,31/12/2020,"7,33","0,96","0,86","1,26","0,05","R$ 1,68 B","4,09%"
16,30/09/2020,"7,57","1,00","0,81","0,95","0,05","R$ 1,66 B","4,53%"
17,30/06/2020,"0,01","0,00","0,00","0,00","0,00","R$ 1,84 M","4,63%"
18,31/03/2020,"6,85","1,03","0,67","3,59","0,06","R$ 1,60 B","6,84%"
19,31/12/2019,"10,91","1,48","0,96","1,98","0,10","R$ 2,34 B","4,07%"
20,30/09/2019,"8,45","1,14","0,69","38,76","0,07","R$ 1,80 B","5,30%"
21,30/06/2019,"9,91","1,35","0,80","1,45","0,07","R$ 2,06 B","5,04%"
22,31/03/2019,"6,95","1,01","0,61","0,87","0,06","R$ 1,54 B","6,32%"
23,31/12/2018,"10,03","1,05","0,62","1,37","0,06","R$ 1,55 B","5,35%"
