,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 4,66 B","R$ 6,42 B","- R$ 79,60 M","R$ 1,67 B"
1,31/03/2024,"- R$ 418,47 M","R$ 925,72 M","- R$ 28,40 M","R$ 478,85 M"
2,31/12/2023,"- R$ 712,24 M","- R$ 627,86 M","- R$ 48,10 M","- R$ 1,39 B"
3,30/09/2023,"R$ 1,14 B","- R$ 1,72 B","- R$ 53,23 M","- R$ 633,24 M"
4,30/06/2023,"R$ 1,05 B","- R$ 203,79 M","- R$ 78,00 M","R$ 770,53 M"
5,31/03/2023,"- R$ 1,37 B","- R$ 6,86 M","- R$ 20,00 M","- R$ 1,40 B"
6,31/12/2022,"R$ 4,67 B","- R$ 6,44 B","- R$ 45,83 M","- R$ 1,81 B"
7,30/09/2022,"- R$ 349,54 M","- R$ 2,50 B","- R$ 43,14 M","- R$ 2,89 B"
8,30/06/2022,"- R$ 349,54 M","- R$ 2,50 B","- R$ 43,14 M","- R$ 2,89 B"
9,31/03/2022,"- R$ 157,54 M","R$ 4,74 B","- R$ 76,84 M","R$ 4,50 B"
10,31/12/2021,"R$ 3,78 B","R$ 57,22 M","- R$ 82,92 M","R$ 3,76 B"
11,30/09/2021,"R$ 1,13 B","R$ 310,27 M","- R$ 18,00 M","R$ 1,42 B"
12,30/06/2021,"- R$ 248,84 M","- R$ 1,37 B","- R$ 42,29 M","- R$ 1,66 B"
13,31/03/2021,"R$ 3,56 B","- R$ 1,04 B","- R$ 19,00 M","R$ 2,50 B"
14,31/12/2020,"R$ 1,53 B","- R$ 2,12 B","- R$ 47,95 M","- R$ 645,42 M"
15,30/09/2020,"R$ 924,50 M","R$ 1,25 B","R$ 0,00","R$ 2,17 B"
16,30/06/2020,"R$ 454,87 M","- R$ 1,01 B","- R$ 45,40 M","- R$ 605,42 M"
17,31/03/2020,"R$ 193,21 M","- R$ 390,18 M","- R$ 19,70 M","- R$ 216,68 M"
18,31/12/2019,"R$ 1,43 B","- R$ 196,50 M","- R$ 68,79 M","R$ 1,16 B"
19,30/09/2019,"- R$ 136,67 M","R$ 36,86 M","- R$ 24,50 M","- R$ 124,31 M"
20,30/06/2019,"R$ 242,01 M","- R$ 392,29 M","- R$ 31,84 M","- R$ 182,11 M"
21,31/03/2019,"R$ 919,80 M","R$ 720,75 M","- R$ 19,10 M","R$ 1,62 B"
22,31/12/2018,"R$ 1,36 B","R$ 66,82 M","- R$ 51,49 M","R$ 1,38 B"
23,30/09/2018,"R$ 1,25 B","- R$ 111,26 M","- R$ 17,15 M","R$ 1,12 B"
24,30/06/2018,"R$ 574,98 M","- R$ 622,48 M","- R$ 17,29 M","- R$ 64,79 M"
25,31/03/2018,"R$ 256,75 M","R$ 706,92 M","- R$ 14,30 M","R$ 949,38 M"
26,31/12/2017,"- R$ 391,05 M","- R$ 718,62 M","- R$ 35,72 M","- R$ 1,15 B"
27,30/09/2017,"R$ 301,10 M","- R$ 761,76 M","- R$ 17,23 M","- R$ 477,89 M"
28,30/06/2017,"R$ 233,97 M","- R$ 220,99 M","- R$ 15,25 M","- R$ 2,27 M"
29,31/03/2017,"R$ 176,04 M","- R$ 346,73 M","- R$ 14,40 M","- R$ 185,08 M"
30,31/12/2016,"R$ 2,07 B","- R$ 1,21 B","- R$ 33,85 M","R$ 830,49 M"
31,30/09/2016,"R$ 1,27 B","R$ 32,14 M","- R$ 15,10 M","R$ 1,29 B"
32,30/06/2016,"- R$ 326,37 M","- R$ 273,77 M","- R$ 20,10 M","- R$ 620,25 M"
33,31/03/2016,"R$ 922,55 M","- R$ 634,20 M","- R$ 10,70 M","R$ 277,65 M"
34,31/12/2015,"R$ 1,27 B","- R$ 815,12 M","- R$ 25,28 M","R$ 425,06 M"
35,30/09/2015,"R$ 2,03 B","- R$ 466,93 M","- R$ 18,23 M","R$ 1,55 B"
36,30/06/2015,"- R$ 1,08 B","- R$ 16,67 M","- R$ 9,90 M","- R$ 1,11 B"
37,31/03/2015,"R$ 309,48 M","- R$ 6,03 M","- R$ 11,30 M","R$ 292,16 M"
38,31/12/2014,"R$ 918,27 M","- R$ 1,12 M","- R$ 12,53 M","R$ 904,63 M"
39,30/09/2014,"R$ 404,57 M","- R$ 10,75 M","- R$ 10,48 M","R$ 383,35 M"
40,30/06/2014,"R$ 79,81 M","- R$ 3,95 M","- R$ 9,00 M","R$ 66,86 M"
41,31/03/2014,"R$ 520,96 M","- R$ 672,00 mil","- R$ 10,20 M","R$ 510,08 M"
42,31/12/2013,"- R$ 1,65 B","R$ 12,80 M","R$ 14,11 M","- R$ 1,62 B"
43,30/09/2013,"- R$ 541,74 M","- R$ 6,05 M","R$ 20,18 M","- R$ 527,61 M"
44,30/06/2013,"- R$ 541,74 M","- R$ 6,05 M","R$ 20,18 M","- R$ 527,61 M"
45,31/03/2013,"- R$ 724,48 M","R$ 4,76 M","- R$ 10,80 M","- R$ 730,52 M"
46,31/12/2012,"R$ 1,33 B","- R$ 10,73 M","- R$ 21,82 M","R$ 1,30 B"
47,30/09/2012,"R$ 522,38 M","- R$ 4,11 M","- R$ 12,10 M","R$ 506,17 M"
48,30/06/2012,"- R$ 149,22 M","- R$ 10,45 M","- R$ 12,45 M","- R$ 172,12 M"
49,31/03/2012,"R$ 409,54 M","- R$ 4,72 M","- R$ 12,01 M","R$ 392,82 M"
50,31/12/2011,"R$ 1,29 B","- R$ 46,02 M","- R$ 20,18 M","R$ 1,22 B"
51,30/09/2011,"R$ 99,94 M","- R$ 3,29 M","- R$ 11,79 M","R$ 84,87 M"
52,30/06/2011,"R$ 1,39 B","- R$ 27,19 M","- R$ 12,22 M","R$ 1,35 B"
53,31/03/2011,"- R$ 531,59 M","- R$ 16,33 M","- R$ 10,53 M","- R$ 558,45 M"
