,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"34,91%","32,74%","52,90%","49,60%","37,29%","18,57%","29,73%","13,74%","19,60%","21,97%","1,35","2,95","1,95","0,70"
1,30/06/2024,"32,84%","31,29%","49,76%","47,40%","46,17%","21,87%","29,36%","15,36%","19,00%","21,36%","1,42","3,21","2,21","0,87"
2,31/03/2024,"31,69%","30,11%","48,02%","45,63%","44,22%","23,52%","29,31%","17,58%","19,46%","21,80%","1,34","2,82","1,82","0,69"
3,31/12/2023,"35,99%","33,20%","54,52%","50,30%","47,16%","23,89%","29,31%","17,25%","18,81%","21,15%","1,39","3,08","2,08","0,76"
4,30/09/2023,"32,88%","30,96%","49,81%","46,91%","43,54%","22,83%","28,88%","16,16%","18,76%","21,02%","1,41","2,01","1,01","0,12"
5,30/06/2023,"35,54%","33,28%","53,85%","50,42%","47,80%","24,55%","29,06%","15,85%","19,56%","21,78%","1,55","2,11","1,11","0,30"
6,31/03/2023,"34,26%","31,96%","51,90%","48,43%","35,42%","20,74%","27,89%","14,42%","18,36%","20,63%","1,44","1,88","0,88","0,14"
7,31/12/2022,"31,37%","29,27%","47,53%","44,34%","32,96%","19,22%","26,83%","13,38%","17,07%","19,34%","1,44","1,97","0,97","0,04"
8,30/09/2022,"30,02%","28,24%","45,48%","42,79%","33,31%","19,63%","26,59%","14,15%","17,59%","19,99%","1,39","1,91","0,91","0,16"
9,30/06/2022,"28,50%","26,70%","43,19%","40,45%","32,39%","18,75%","25,58%","13,38%","16,40%","18,97%","1,40","1,95","0,95","0,35"
10,31/03/2022,"36,53%","33,33%","55,35%","50,50%","38,21%","20,55%","26,54%","15,36%","19,21%","21,86%","1,34","1,71","0,71","-0,15"
11,31/12/2021,"40,02%","36,46%","60,64%","55,24%","42,05%","20,27%","27,50%","15,68%","19,99%","22,77%","1,29","1,72","0,72","-0,11"
