,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 24/09/2024,"12,32","0,38","0,17","2,12","0,20","R$ 332,97 M","0,00%",253
1,30/06/2024,"13,91","0,43","0,20","2,39","0,23","R$ 375,98 M","0,00%",253
2,31/03/2024,"16,59","0,46","0,22","2,81","0,25","R$ 398,25 M","0,00%",253
3,31/12/2023,"13,62","0,33","0,17","1,99","0,19","R$ 290,97 M","0,00%",253
4,30/09/2023,"15,05","0,26","0,14","1,57","0,15","R$ 226,70 M","0,00%",253
5,30/06/2023,"19,46","0,29","0,15","1,88","0,17","R$ 245,42 M","0,00%",253
6,31/03/2023,"10,73","0,21","0,12","1,37","0,12","R$ 181,66 M","0,00%",253
7,31/12/2022,"16,18","0,22","0,12","1,79","0,12","R$ 183,69 M","0,00%",253
8,30/09/2022,"10,49","0,29","0,17","2,75","0,17","R$ 244,92 M","0,00%",253
9,30/06/2022,"12,67","0,28","0,18","2,57","0,16","R$ 233,79 M","0,00%",253
10,31/03/2022,"66,85","0,26","0,18","2,07","0,15","R$ 217,59 M","0,00%",253
11,31/12/2021,"99,47","0,23","0,17","2,07","0,13","R$ 196,84 M","0,00%",253
12,30/09/2021,"63,52","0,39","0,29","5,27","0,22","R$ 318,29 M","0,00%",253
13,30/06/2021,"50,53","0,49","0,39","11,50","0,28","R$ 407,35 M","0,00%",253
14,31/03/2021,"-234,84","0,58","0,49","27,79","0,33","R$ 480,72 M","0,00%",253
15,31/12/2020,"4.262,09","0,63","0,52","90,32","0,36","R$ 524,24 M","0,00%",253
16,30/09/2020,"-66,17","0,63","0,50","13,54","0,34","R$ 514,62 M","0,00%",253
17,30/06/2020,"-567,38","19,20","8,06","140,32","7,14","R$ 8,62 B","0,00%",253
18,31/03/2020,"-1.547,17","22,89","9,23","234,89","8,78","R$ 10,52 B","0,00%",253
19,31/12/2019,"-1.405,62","22,58","9,29","170,45","9,61","R$ 10,52 B","0,00%",253
