,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 45,97 M","- R$ 20,63 M","- R$ 29,19 M","- R$ 3,84 M",253
1,31/03/2024,"R$ 31,73 M","- R$ 12,93 M","- R$ 10,54 M","R$ 8,26 M",253
2,31/12/2023,"R$ 38,52 M","- R$ 21,77 M","- R$ 24,50 M","- R$ 7,76 M",253
3,30/09/2023,"R$ 41,03 M","- R$ 16,64 M","- R$ 24,38 M","R$ 15,00 mil",253
4,30/06/2023,"R$ 30,68 M","- R$ 13,59 M","- R$ 23,54 M","- R$ 6,45 M",253
5,31/03/2023,"R$ 35,81 M","- R$ 10,39 M","- R$ 23,46 M","R$ 1,96 M",253
6,31/12/2022,"R$ 36,77 M","- R$ 12,39 M","- R$ 21,54 M","R$ 2,85 M",253
7,30/09/2022,"R$ 27,46 M","- R$ 13,95 M","- R$ 30,27 M","- R$ 16,76 M",253
8,30/06/2022,"R$ 32,88 M","- R$ 10,78 M","- R$ 26,28 M","- R$ 4,19 M",253
9,31/03/2022,"R$ 5,50 M","- R$ 7,74 M","- R$ 19,55 M","- R$ 21,79 M",253
10,31/12/2021,"R$ 23,33 M","- R$ 12,61 M","- R$ 31,31 M","- R$ 20,58 M",253
11,30/09/2021,"R$ 29,41 M","- R$ 15,34 M","- R$ 34,11 M","- R$ 20,04 M",253
12,30/06/2021,"R$ 46,86 M","- R$ 21,27 M","- R$ 38,79 M","- R$ 13,21 M",253
13,31/03/2021,"- R$ 4,59 M","- R$ 11,04 M","- R$ 40,67 M","- R$ 56,31 M",253
14,31/12/2020,"- R$ 11,26 M","- R$ 13,69 M","- R$ 86,13 M","- R$ 111,08 M",253
15,30/09/2020,"R$ 4,41 M","- R$ 8,23 M","R$ 242,28 M","R$ 238,46 M",253
16,30/06/2020,"R$ 28,75 M","- R$ 9,02 M","- R$ 375,00 mil","R$ 19,35 M",253
17,31/03/2020,"- R$ 16,09 M","- R$ 4,70 M","R$ 31,39 M","R$ 10,60 M",253
18,31/12/2019,,,,,253
