,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 513,18 M","R$ 167,80 M","R$ 22,47 M","- R$ 28,72 M","R$ 51,19 M","R$ 10,98 M","R$ 0,22",253
1,31/03/2024,"R$ 481,80 M","R$ 148,73 M","R$ 8,99 M","- R$ 27,74 M","R$ 36,72 M","R$ 1,03 M","R$ 0,02",253
2,31/12/2023,"R$ 462,99 M","R$ 144,40 M","R$ 16,41 M","- R$ 27,39 M","R$ 43,80 M","R$ 9,23 M","R$ 0,18",253
3,30/09/2023,"R$ 446,74 M","R$ 140,83 M","R$ 13,22 M","- R$ 26,45 M","R$ 39,67 M","R$ 5,79 M","R$ 0,11",253
4,30/06/2023,"R$ 433,69 M","R$ 141,24 M","R$ 16,04 M","- R$ 26,01 M","R$ 42,05 M","R$ 7,95 M","R$ 0,16",253
5,31/03/2023,"R$ 405,49 M","R$ 126,36 M","R$ 5,65 M","- R$ 24,73 M","R$ 30,39 M","- R$ 1,61 M","- R$ 0,03",253
6,31/12/2022,"R$ 344,60 M","R$ 123,32 M","R$ 6,32 M","- R$ 24,61 M","R$ 30,93 M","R$ 2,94 M","R$ 0,06",253
7,30/09/2022,"R$ 400,09 M","R$ 121,97 M","R$ 11,71 M","- R$ 24,15 M","R$ 35,85 M","R$ 3,34 M","R$ 0,07",253
8,30/06/2022,"R$ 374,64 M","R$ 127,15 M","R$ 19,04 M","- R$ 24,08 M","R$ 43,12 M","R$ 12,27 M","R$ 0,24",253
9,31/03/2022,"R$ 327,50 M","R$ 103,08 M","- R$ 1,44 M","- R$ 24,63 M","R$ 23,19 M","- R$ 7,19 M","- R$ 0,14",253
10,31/12/2021,"R$ 263,06 M","R$ 99,04 M","R$ 838,00 mil","- R$ 25,24 M","R$ 26,08 M","R$ 14,93 M","R$ 0,30",253
11,30/09/2021,"R$ 311,00 M","R$ 91,77 M","- R$ 1,32 M","- R$ 24,85 M","R$ 23,53 M","- R$ 1,56 M","- R$ 0,03",253
12,30/06/2021,"R$ 274,83 M","R$ 94,46 M","R$ 4,65 M","- R$ 22,91 M","R$ 27,56 M","- R$ 2,93 M","- R$ 0,06",253
13,31/03/2021,"R$ 256,26 M","R$ 85,63 M","- R$ 6,28 M","- R$ 21,04 M","R$ 14,76 M","- R$ 8,46 M","- R$ 0,17",253
14,31/12/2020,"R$ 210,65 M","R$ 84,45 M","R$ 6,81 M","- R$ 19,69 M","R$ 26,49 M","R$ 17,96 M","R$ 0,35",253
15,30/09/2020,"R$ 263,24 M","R$ 84,25 M","R$ 4,20 M","- R$ 19,37 M","R$ 23,57 M","R$ 1,49 M","R$ 0,03",253
16,30/06/2020,"R$ 215,43 M","R$ 70,26 M","- R$ 4,66 M","- R$ 19,18 M","R$ 14,51 M","- R$ 13,04 M","- R$ 0,02",253
17,31/03/2020,"R$ 282,84 M","R$ 85,95 M","R$ 295,00 mil","- R$ 18,73 M","R$ 19,02 M","- R$ 6,29 M","- R$ 0,01",253
18,31/12/2019,,,,,,,,253
