,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"9,87%","10,38%","14,95%","15,73%","13,06%","4,38%","25,62%","5,76%","16,47%","29,88%","0,76","2,78","1,78","1,90"
1,31/03/2024,"11,12%","11,71%","16,85%","17,74%","13,39%","4,42%","24,09%","5,54%","17,93%","31,38%","0,80","2,95","1,95","1,77"
2,31/12/2023,"9,17%","9,72%","13,90%","14,73%","9,60%","3,22%","22,78%","4,45%","16,69%","31,72%","0,73","3,02","2,02","1,85"
3,30/09/2023,"8,82%","9,30%","13,37%","14,10%","10,87%","3,64%","22,65%","5,27%","16,79%","32,87%","0,69","3,05","2,05","2,03"
4,30/06/2023,"7,62%","8,09%","11,54%","12,25%","-12,18%","-4,08%","20,20%","-6,62%","15,05%","32,31%","0,62","2,98","1,98","2,39"
5,31/03/2023,"2,76%","2,93%","4,18%","4,44%","-11,53%","-3,97%","18,05%","-7,14%","5,66%","24,37%","0,56","3,03","2,03","3,53"
6,31/12/2022,"1,22%","1,29%","1,85%","1,96%","-10,35%","-3,74%","15,62%","-7,74%","2,72%","21,34%","0,48","2,98","1,98","4,31"
7,30/09/2022,"0,29%","0,31%","0,44%","0,47%","-15,21%","-6,79%","14,07%","-12,03%","0,61%","19,19%","0,56","2,98","1,98","5,02"
8,30/06/2022,"0,09%","0,10%","0,14%","0,15%","-5,38%","-2,37%","15,51%","-4,47%","0,19%","19,29%","0,53","2,99","1,99","4,70"
9,31/03/2022,"1,47%","1,49%","2,23%","2,26%","-3,96%","-1,91%","16,79%","-3,60%","2,66%","20,75%","0,53","2,91","1,91","3,91"
10,31/12/2021,"2,51%","2,58%","3,80%","3,91%","-29,96%","-4,22%","17,79%","-5,37%","3,53%","21,67%","0,79","2,77","1,77","4,02"
11,30/09/2021,"0,65%","0,65%","0,98%","0,99%","-22,05%","-3,64%","13,90%","-5,21%","0,89%","19,72%","0,70","2,24","1,24","4,01"
12,30/06/2021,"2,47%","2,49%","3,74%","3,77%","-13,14%","-2,63%","13,66%","-3,43%","3,36%","20,02%","0,77","2,27","1,27","3,55"
13,31/03/2021,"4,45%","4,49%","6,75%","6,80%","-15,01%","-3,18%","15,61%","-3,78%","6,23%","20,72%","0,84","2,08","1,08","2,04"
14,31/12/2020,"8,83%","8,82%","13,38%","13,36%","-15,17%","-3,28%","19,48%","-3,55%","11,06%","23,52%","0,92","7,11","6,11","4,22"
15,30/09/2020,"12,03%","12,01%","18,23%","18,20%","-1,25%","-0,27%","22,74%","-0,29%","15,13%","26,16%","0,92","6,07","5,07","2,97"
16,30/06/2020,"10,93%","10,91%","16,55%","16,53%","-3,48%","-0,75%","21,76%","-0,90%","15,09%","26,29%","0,84","4,99","3,99","2,73"
17,31/03/2020,"8,60%","8,59%","13,03%","13,01%","-5,40%","-1,17%","21,99%","-1,58%","13,49%","25,90%","0,74","4,71","3,71","3,18"
18,31/12/2019,NA,NA,NA,NA,NA,NA,"18,01%","2,17%","9,18%","23,38%",NA,"4,62","3,62","3,68"
