,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_fcf,preco_ativo_total,preco_ebit,preco_capital_giro,ev_ebit,ev_ebitda,preco_ncav,ev_receita_liquida,ev_fcf,ev_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 08/11/2024,"11,95","1,35","0,69","3,20","26,02","0,49","4,18","12,03","7,63","4,20","-0,81","1,26","47,48","0,89","R$ 1,23 B","0,00%"
1,30/06/2024,"12,90","1,46","0,74","3,45","28,09","0,52","4,51","12,98","7,96","4,39","-0,87","1,31","49,55","0,92","R$ 1,33 B","0,00%"
2,31/03/2024,"13,44","1,61","0,74","4,26","-308,55","0,55","4,16","10,90","7,25","4,14","-0,90","1,30","-538,36","0,95","R$ 1,34 B","0,00%"
3,31/12/2023,"16,53","1,54","0,73","3,76","69,55","0,51","4,40","9,29","7,92","4,17","-0,83","1,32","125,08","0,91","R$ 1,21 B","0,00%"
4,30/09/2023,"12,52","1,29","0,66","4,19","-28,91","0,42","3,93","4,91","7,91","4,04","-0,72","1,33","-58,15","0,85","R$ 1,02 B","0,00%"
5,30/06/2023,"-10,93","1,29","0,72","10,67","-7,85","0,43","4,81","-7,50","9,93","4,63","-0,60","1,49","-16,23","0,89","R$ 1,02 B","0,00%"
6,31/03/2023,"-7,50","0,90","0,54","10,12","-3,33","0,30","9,45","-3,96","24,64","5,72","-0,40","1,40","-8,68","0,77","R$ 669,86 M","0,00%"
7,31/12/2022,"-6,34","0,77","0,49","17,07","-1,75","0,26","18,05","-4,79","51,85","6,61","-0,36","1,41","-5,01","0,74","R$ 589,88 M","0,00%"
8,30/09/2022,"-4,51","0,82","0,54","90,86","-1,11","0,27","88,55","-5,31","245,53","7,85","-0,38","1,51","-3,09","0,76","R$ 615,88 M","0,00%"
9,30/06/2022,"-10,34","0,64","0,46","9,21","-0,87","0,22","239,79","6,74","710,33","7,09","-0,34","1,37","-2,57","0,64","R$ 489,90 M","0,00%"
10,31/03/2022,"-14,73","0,69","0,53","121,82","-0,67","0,24","19,94","2,12","50,49","6,47","-0,44","1,34","-1,70","0,60","R$ 535,89 M","0,00%"
11,31/12/2021,"-13,89","0,73","0,75","23,60","-0,93","0,26","21,14","1,46","45,86","7,47","-0,58","1,62","-2,03","0,57","R$ 657,87 M","0,00%"
12,30/09/2021,"-17,99","0,78","0,94","-22,16","-1,16","0,35","104,86","3,01","193,48","8,76","-0,79","1,73","-2,15","0,64","R$ 697,86 M","0,00%"
13,30/06/2021,"-35,07","0,91","1,20","431,18","-1,78","0,40","35,80","2,25","56,96","9,56","-1,04","1,91","-2,82","0,64","R$ 799,84 M","0,00%"
14,31/03/2021,"-61,61","1,61","2,33","18,79","-10,90","0,78","37,35","2,12","44,12","13,26","-5,10","2,75","-12,88","0,92","R$ 1,48 B","0,00%"
15,31/12/2020,"-53,29","7,69","1,89","12,10","-21,64","1,08","17,10","16,35","26,08","12,26","-1,36","2,88","-32,99","1,65","R$ 1,22 B","0,00%"
16,30/09/2020,"-30,32","0,32","0,09","0,38","3,39","0,05","0,59","0,56","5,73","3,31","-0,07","0,87","32,86","0,52","R$ 57,18 M","0,00%"
17,30/06/2020,"-10,43","0,31","0,09","0,42","3,14","0,06","0,62","-1,61","5,38","3,09","-0,08","0,81","27,24","0,55","R$ 54,64 M","0,00%"
18,31/03/2020,"-6,73","0,34","0,11","0,61","12,72","0,07","0,79","-1,86","6,90","3,60","-0,09","0,93","111,23","0,63","R$ 54,64 M","0,00%"
19,31/12/2019,"5,68","0,36","0,12","1,20","-1,86","0,08","1,34","-3,69","10,73","4,21","-0,10","0,98","-14,81","0,63","R$ 54,64 M","0,00%"
