,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"6,72%","9,04%","10,18%","13,70%","5,16%","2,29%","80,06%","62,31%","262,88%","265,30%","0,04","2,42","1,42","3,40"
1,30/06/2024,"6,73%","8,99%","10,19%","13,62%","5,70%","2,52%","79,53%","70,14%","266,35%","268,36%","0,04","2,40","1,40","3,43"
2,31/03/2024,"6,79%","9,01%","10,28%","13,65%","6,12%","2,72%","80,28%","76,12%","269,74%","271,40%","0,04","2,37","1,37","3,26"
3,31/12/2023,"7,13%","9,37%","10,81%","14,19%","6,83%","3,08%","81,03%","85,94%","282,73%","284,02%","0,04","2,32","1,32","2,81"
4,30/09/2023,"4,26%","5,50%","6,45%","8,33%","2,80%","1,31%","82,30%","34,60%","160,69%","161,89%","0,04","2,26","1,26","4,55"
5,30/06/2023,"4,48%","5,54%","6,78%","8,40%","3,39%","1,67%","84,42%","42,92%","165,60%","166,67%","0,04","2,26","1,26","4,53"
6,31/03/2023,"4,49%","5,53%","6,81%","8,38%","3,55%","1,77%","85,25%","46,66%","170,52%","171,37%","0,04","2,25","1,25","4,58"
7,31/12/2022,"4,14%","5,09%","6,28%","7,72%","3,33%","1,67%","84,17%","44,75%","159,43%","160,08%","0,04","2,22","1,22","5,00"
8,30/09/2022,"6,99%","8,16%","10,59%","12,36%","10,16%","5,25%","83,48%","135,31%","255,07%","255,64%","0,04","2,14","1,14","3,11"
9,30/06/2022,"6,92%","8,01%","10,49%","12,13%","9,63%","5,05%","83,14%","142,62%","276,30%","276,87%","0,04","2,02","1,02","3,15"
10,31/03/2022,"6,75%","7,84%","10,22%","11,87%","9,01%","4,77%","82,54%","155,43%","305,26%","305,89%","0,03","2,00","1,00","3,30"
11,31/12/2021,"8,81%","10,83%","13,35%","16,40%","14,17%","5,97%","84,02%","177,66%","352,14%","352,85%","0,03","1,99","0,99","3,28"
12,30/09/2021,"1,84%","2,24%","2,80%","3,39%","-4,98%","-2,31%","83,54%","-69,44%","79,19%","79,95%","0,03","1,94","0,94","15,23"
13,30/06/2021,"2,10%","2,68%","3,18%","4,06%","-4,10%","-1,87%","83,39%","-59,66%","97,01%","97,76%","0,03","1,91","0,91","12,81"
14,31/03/2021,"1,72%","2,19%","2,61%","3,32%","-4,25%","-2,01%","85,05%","-62,41%","78,41%","79,12%","0,03","1,89","0,89","14,29"
15,31/12/2020,"2,55%","3,24%","3,87%","4,91%","-1,87%","-0,88%","84,53%","-26,89%","113,07%","113,74%","0,03","2,37","1,37","8,93"
16,30/09/2020,"10,79%","13,70%","16,35%","20,77%","18,82%","8,89%","87,25%","270,19%","477,57%","478,53%","0,03","2,15","1,15","2,03"
17,30/06/2020,"10,80%","13,71%","16,36%","20,77%","16,17%","7,64%","87,96%","235,00%","483,65%","484,90%","0,03","2,19","1,19","1,92"
18,31/03/2020,"10,61%","13,47%","16,08%","20,41%","18,48%","8,73%","87,18%","282,08%","499,07%","500,65%","0,03","2,11","1,11","1,88"
19,31/12/2019,NA,NA,NA,NA,NA,NA,"88,90%","285,42%","477,13%","479,13%",NA,"2,12","1,12","2,06"
