,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 296,10 M","R$ 53,10 M","R$ 219,54 M","- R$ 23,46 M",179
1,31/03/2024,"- R$ 220,47 M","R$ 38,39 M","R$ 164,86 M","- R$ 17,22 M",179
2,31/12/2023,"- R$ 166,67 M","R$ 114,25 M","R$ 30,00 M","- R$ 22,43 M",179
3,30/09/2023,"R$ 160,17 M","- R$ 114,89 M","- R$ 42,50 M","R$ 2,78 M",179
4,30/06/2023,"R$ 186,00 M","- R$ 122,30 M","- R$ 63,53 M","R$ 166,00 mil",179
5,31/03/2023,"R$ 178,14 M","- R$ 149,14 M","- R$ 29,98 M","- R$ 981,00 mil",179
6,31/12/2022,"R$ 164,48 M","- R$ 138,09 M","- R$ 33,73 M","- R$ 7,34 M",179
7,30/09/2022,"R$ 301,91 M","- R$ 404,64 M","R$ 104,98 M","R$ 2,26 M",179
8,30/06/2022,"R$ 232,71 M","- R$ 368,12 M","R$ 155,67 M","R$ 20,26 M",179
9,31/03/2022,"R$ 197,49 M","- R$ 343,78 M","R$ 151,44 M","R$ 5,15 M",179
10,31/12/2021,"R$ 236,32 M","- R$ 1,15 B","R$ 861,62 M","- R$ 48,41 M",179
11,30/09/2021,"R$ 64,20 M","- R$ 834,31 M","R$ 777,16 M","R$ 7,05 M",179
12,30/06/2021,"R$ 128,85 M","- R$ 813,26 M","R$ 639,70 M","- R$ 44,71 M",179
13,31/03/2021,"R$ 126,90 M","- R$ 850,86 M","R$ 720,99 M","- R$ 2,96 M",179
14,31/12/2020,"R$ 114,73 M","- R$ 83,41 M","R$ 7,96 M","R$ 39,29 M",179
15,30/09/2020,"R$ 285,40 M","- R$ 130,25 M","- R$ 163,31 M","- R$ 8,16 M",179
16,30/06/2020,"R$ 293,72 M","- R$ 464,82 M","R$ 177,94 M","R$ 6,84 M",179
17,31/03/2020,"R$ 220,50 M","- R$ 455,24 M","R$ 238,01 M","R$ 3,27 M",179
18,31/12/2019,"R$ 202,43 M","- R$ 454,16 M","R$ 268,55 M","R$ 16,83 M",179
