,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,HBR REALTY,HBR REALTY EMPREENDIMENTOS IMOBILIARIOS S/A,ATIVO,FASE OPERACIONAL,Novo Mercado,Deter patrimônio constituído por bens imóveis e direitos a eles relativos; administrar bens imóveis próprios e de terceiros; e participar. como sócia ou acionista. em outras sociedades.,"R$ 4,95 M",Financeiro,Exploração de Imóveis,Exploração de Imóveis,"IGC, IGNM, ITAG"
