,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"8,61%","11,75%","13,05%","17,80%","14,62%","1,94%","30,09%","6,50%","27,55%","42,83%","0,30","7,25","6,25","2,98"
1,31/03/2024,"9,09%","12,20%","13,77%","18,49%","9,21%","1,37%","28,70%","4,55%","29,94%","38,72%","0,30","6,91","5,91","3,21"
2,31/12/2023,"9,72%","13,44%","14,73%","20,37%","5,30%","0,81%","27,66%","2,77%","32,96%","41,49%","0,29","6,67","5,67","2,90"
3,30/09/2023,"12,50%","14,50%","18,94%","21,97%","-2,89%","-0,41%","26,67%","-1,14%","30,14%","38,33%","0,36","7,46","6,46","3,03"
4,30/06/2023,"11,75%","13,23%","17,81%","20,05%","-7,37%","-1,14%","24,70%","-2,76%","24,32%","31,82%","0,41","7,53","6,53","3,34"
5,31/03/2023,"11,94%","13,88%","18,09%","21,03%","-1,52%","-0,25%","23,56%","-0,57%","23,80%","31,14%","0,43","6,73","5,73","3,46"
6,31/12/2022,"9,33%","10,92%","14,14%","16,55%","7,98%","1,20%","22,61%","2,96%","19,78%","27,37%","0,41","6,51","5,51","3,97"
7,30/09/2022,"8,00%","8,91%","12,12%","13,50%","11,63%","1,81%","24,25%","4,61%","17,21%","25,10%","0,39","7,09","6,09","4,44"
8,30/06/2022,"13,04%","14,69%","19,75%","22,25%","47,76%","6,24%","24,59%","15,84%","28,95%","37,88%","0,39","6,48","5,48","2,98"
9,31/03/2022,"12,44%","13,85%","18,85%","20,99%","59,52%","7,79%","24,36%","21,34%","31,23%","40,72%","0,37","6,14","5,14","2,73"
10,31/12/2021,"33,57%","26,34%","50,86%","39,91%","56,45%","17,12%","25,45%","24,58%","34,83%","43,75%","0,70","6,64","5,64","3,01"
11,30/09/2021,"29,89%","23,95%","45,29%","36,29%","51,28%","15,14%","26,20%","24,75%","36,77%","44,58%","0,61","6,42","5,42","3,19"
12,30/06/2021,"16,68%","13,34%","25,27%","20,21%","23,92%","7,10%","26,07%","13,24%","23,49%","30,14%","0,54","7,66","6,66","5,29"
13,31/03/2021,"11,00%","8,61%","16,67%","13,04%","12,83%","4,18%","27,30%","9,43%","18,70%","24,07%","0,44","7,64","6,64","8,96"
14,31/12/2020,"11,84%","8,96%","17,94%","13,58%","8,07%","2,59%","27,34%","6,31%","17,98%","22,60%","0,41","3,30","2,30","3,57"
15,30/09/2020,"11,54%","8,99%","17,48%","13,62%","9,81%","3,30%","29,61%","7,87%","19,77%","24,40%","0,42","3,39","2,39","3,69"
16,30/06/2020,"14,17%","11,08%","21,47%","16,78%","16,05%","5,18%","30,19%","11,85%","23,38%","27,88%","0,44","3,37","2,37","3,18"
17,31/03/2020,"17,34%","13,78%","26,27%","20,88%","22,57%","7,13%","30,23%","15,26%","26,37%","30,48%","0,47","3,07","2,07","2,41"
18,31/12/2019,"17,52%","13,82%","26,54%","20,94%","24,43%","8,42%","29,29%","17,89%","26,55%","30,75%","0,47","3,11","2,11","1,76"
19,30/09/2019,"22,68%","17,40%","34,36%","26,36%","33,46%","10,54%","27,71%","22,88%","32,23%","36,62%","0,46","2,98","1,98","1,79"
20,30/06/2019,"17,15%","13,28%","25,99%","20,13%","24,70%","7,80%","25,77%","17,97%","26,44%","31,02%","0,43","3,10","2,10","2,25"
21,31/03/2019,"16,21%","12,67%","24,56%","19,19%","17,41%","6,06%","24,38%","15,15%","25,37%","30,42%","0,40","3,17","2,17","2,40"
22,31/12/2018,"14,35%","11,38%","21,75%","17,24%","17,49%","5,79%","25,29%","16,04%","26,73%","32,26%","0,36","2,90","1,90","2,18"
23,30/09/2018,"14,11%","11,82%","21,37%","17,92%","10,72%","3,66%","27,15%","10,51%","27,25%","33,25%","0,35","3,17","2,17","2,18"
24,30/06/2018,"16,43%","13,60%","24,89%","20,60%","16,27%","5,44%","30,35%","16,71%","34,40%","40,99%","0,33","3,17","2,17","1,98"
25,31/03/2018,"16,34%","13,64%","24,75%","20,67%","15,54%","5,38%","32,81%","17,68%","36,41%","43,48%","0,30","2,87","1,87","1,42"
26,31/12/2017,"16,18%","13,41%","24,51%","20,31%","14,67%","4,82%","34,22%","17,15%","37,37%","45,15%","0,28","3,02","2,02","1,88"
27,30/09/2017,"8,91%","8,72%","13,50%","13,21%","9,08%","2,77%","34,97%","11,11%","27,07%","35,47%","0,25","2,93","1,93","2,00"
28,30/06/2017,"9,12%","8,91%","13,81%","13,50%","7,38%","2,26%","35,98%","9,01%","27,88%","36,83%","0,25","2,99","1,99","2,16"
29,31/03/2017,"10,60%","10,50%","16,07%","15,92%","11,41%","3,38%","38,57%","13,82%","33,91%","42,66%","0,24","2,89","1,89","1,67"
30,31/12/2016,"11,75%","11,92%","17,80%","18,05%","11,71%","3,41%","39,18%","13,74%","37,04%","45,20%","0,25","3,04","2,04","1,51"
31,30/09/2016,"14,18%","14,42%","21,49%","21,85%","18,46%","5,34%","38,86%","19,51%","42,62%","50,02%","0,27","3,27","2,27","1,51"
32,30/06/2016,"12,83%","12,98%","19,44%","19,66%","13,88%","4,27%","35,72%","14,49%","35,11%","41,97%","0,29","3,26","2,26","1,70"
33,31/03/2016,"11,15%","11,31%","16,89%","17,14%","10,93%","3,38%","33,01%","11,31%","30,93%","37,60%","0,30","3,38","2,38","2,07"
34,31/12/2015,"9,27%","9,13%","14,05%","13,83%","7,56%","2,46%","29,92%","7,89%","24,01%","30,66%","0,31","3,43","2,43","2,56"
