,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 4,17 B","R$ 626,64 M","- R$ 4,07 B","R$ 831,64 M",35
1,31/03/2024,"R$ 1,95 B","- R$ 1,10 B","R$ 845,57 M","R$ 1,74 B",35
2,31/12/2023,"R$ 1,99 B","R$ 512,76 M","- R$ 2,89 B","- R$ 422,89 M",35
3,30/09/2023,"R$ 3,36 B","- R$ 2,03 B","- R$ 2,02 B","- R$ 657,92 M",35
4,30/06/2023,"R$ 3,11 B","- R$ 1,37 B","R$ 2,70 B","R$ 4,35 B",35
5,31/03/2023,"R$ 1,82 B","- R$ 1,41 B","- R$ 2,30 B","- R$ 1,92 B",35
6,31/12/2022,"R$ 2,43 B","- R$ 10,14 B","R$ 5,53 B","- R$ 2,19 B",35
7,30/09/2022,"R$ 3,64 B","- R$ 5,84 B","R$ 5,11 B","R$ 2,81 B",35
8,30/06/2022,"R$ 2,60 B","- R$ 2,94 B","R$ 892,29 M","R$ 596,30 M",35
9,31/03/2022,"R$ 1,30 B","- R$ 1,69 B","- R$ 3,36 B","- R$ 4,09 B",35
10,31/12/2021,"R$ 1,27 B","- R$ 1,89 B","R$ 1,04 B","R$ 545,93 M",35
11,30/09/2021,"R$ 1,20 B","- R$ 1,33 B","R$ 7,03 B","R$ 7,06 B",35
12,30/06/2021,"R$ 1,92 B","- R$ 1,04 B","- R$ 87,67 M","R$ 634,28 M",35
13,31/03/2021,"R$ 842,74 M","R$ 9,26 B","- R$ 6,93 B","R$ 3,32 B",35
14,31/12/2020,"R$ 653,84 M","- R$ 274,03 M","- R$ 525,43 M","- R$ 231,10 M",35
15,30/09/2020,"R$ 668,94 M","- R$ 586,52 M","- R$ 11,20 M","R$ 115,25 M",35
16,30/06/2020,"R$ 858,31 M","- R$ 680,96 M","R$ 1,15 B","R$ 1,39 B",35
17,31/03/2020,"- R$ 38,27 M","- R$ 799,23 M","- R$ 2,15 B","- R$ 2,74 B",35
18,31/12/2019,"R$ 943,90 M","R$ 147,87 M","R$ 1,43 B","R$ 2,50 B",35
19,30/09/2019,"R$ 989,38 M","- R$ 129,13 M","- R$ 601,25 M","R$ 326,54 M",35
20,30/06/2019,"R$ 635,04 M","R$ 408,66 M","- R$ 1,26 B","- R$ 241,35 M",35
21,31/03/2019,"R$ 239,67 M","R$ 258,76 M","R$ 284,95 M","R$ 790,78 M",35
22,31/12/2018,"R$ 262,99 M","- R$ 33,80 M","- R$ 654,29 M","- R$ 442,20 M",35
23,30/09/2018,"R$ 548,66 M","R$ 184,04 M","- R$ 759,57 M","- R$ 5,21 M",35
24,30/06/2018,"R$ 349,73 M","- R$ 258,70 M","- R$ 990,73 M","- R$ 819,55 M",35
25,31/03/2018,"R$ 1,53 B","R$ 20,44 M","- R$ 742,75 M","R$ 813,58 M",35
26,31/12/2017,"R$ 338,33 M","- R$ 21,91 M","- R$ 901,10 M","- R$ 570,17 M",35
27,30/09/2017,"R$ 538,42 M","R$ 102,87 M","- R$ 326,03 M","R$ 305,38 M",35
28,30/06/2017,"R$ 486,05 M","R$ 190,94 M","- R$ 1,00 B","- R$ 309,43 M",35
29,31/03/2017,"R$ 430,11 M","- R$ 66,84 M","- R$ 619,94 M","- R$ 266,38 M",35
30,31/12/2016,"R$ 617,25 M","R$ 1,09 B","- R$ 712,65 M","R$ 999,85 M",35
31,30/09/2016,"R$ 691,67 M","R$ 39,65 M","R$ 6,47 M","R$ 731,72 M",35
32,30/06/2016,"R$ 609,26 M","- R$ 97,76 M","- R$ 897,27 M","- R$ 400,90 M",35
33,31/03/2016,"R$ 317,06 M","R$ 143,06 M","- R$ 909,23 M","- R$ 469,28 M",35
