,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"6,64%","7,85%","10,06%","11,89%","17,20%","7,69%","32,89%","19,11%","21,32%","22,33%","0,40","2,15","1,15","3,36"
1,31/03/2024,"6,15%","7,29%","9,32%","11,04%","14,48%","6,41%","32,75%","15,99%","19,67%","20,55%","0,40","2,19","1,19","3,53"
2,31/12/2023,"5,29%","6,26%","8,02%","9,48%","13,23%","5,69%","32,68%","15,07%","18,00%","19,07%","0,38","2,26","1,26","4,12"
3,30/09/2023,"5,15%","6,30%","7,81%","9,55%","15,44%","6,63%","32,09%","17,58%","17,55%","18,04%","0,38","2,19","1,19","4,38"
4,30/06/2023,"5,58%","6,78%","8,46%","10,28%","16,22%","7,13%","32,16%","17,98%","18,04%","18,76%","0,40","2,24","1,24","4,20"
5,31/03/2023,"4,90%","6,09%","7,42%","9,23%","12,75%","5,70%","31,93%","14,84%","16,53%","17,54%","0,38","2,26","1,26","4,63"
6,31/12/2022,"5,13%","6,26%","7,77%","9,48%","13,05%","5,84%","32,04%","14,95%","16,87%","17,68%","0,39","2,33","1,33","4,96"
7,30/09/2022,"5,53%","6,72%","8,39%","10,18%","14,52%","6,84%","32,54%","16,80%","17,75%","19,24%","0,41","2,33","1,33","4,01"
8,30/06/2022,"5,53%","6,59%","8,38%","9,98%","12,88%","6,20%","32,67%","15,09%","17,70%","19,49%","0,41","2,27","1,27","3,81"
9,31/03/2022,"6,94%","8,35%","10,51%","12,65%","15,52%","7,58%","33,93%","17,61%","20,63%","22,10%","0,43","2,24","1,24","3,09"
10,31/12/2021,"7,25%","8,76%","10,99%","13,27%","16,61%","8,00%","34,77%","19,09%","22,19%","23,49%","0,42","2,23","1,23","3,05"
11,30/09/2021,"6,98%","8,19%","10,57%","12,40%","15,30%","8,41%","34,47%","21,15%","23,28%","24,29%","0,40","2,12","1,12","2,86"
12,30/06/2021,"18,79%","22,53%","28,48%","34,13%","43,72%","19,47%","33,90%","48,20%","58,05%","58,43%","0,40","2,08","1,08","1,19"
13,31/03/2021,"18,88%","22,02%","28,60%","33,36%","40,18%","18,70%","32,89%","47,37%","58,05%","59,01%","0,39","2,05","1,05","1,04"
14,31/12/2020,"17,94%","20,63%","27,19%","31,26%","36,96%","17,62%","32,70%","46,04%","57,66%","58,73%","0,38","2,08","1,08","1,11"
15,30/09/2020,"17,28%","19,34%","26,18%","29,30%","32,24%","16,53%","32,48%","41,20%","54,65%","55,53%","0,40","1,82","0,82","1,01"
16,30/06/2020,"4,36%","4,92%","6,61%","7,45%","6,58%","3,57%","32,07%","9,26%","14,14%","14,93%","0,39","2,25","1,25","4,68"
17,31/03/2020,"4,69%","5,28%","7,11%","8,01%","7,61%","4,06%","31,73%","10,22%","14,84%","15,42%","0,40","2,15","1,15","3,82"
18,31/12/2019,"4,72%","5,30%","7,15%","8,03%","8,08%","4,23%","30,93%","10,58%","15,01%","15,85%","0,40","2,10","1,10","3,68"
19,30/09/2019,"3,80%","4,25%","5,76%","6,44%","7,19%","3,65%","28,91%","9,50%","12,92%","13,95%","0,38","1,95","0,95","4,18"
