,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,CYRELA REALT,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,ATIVO,FASE OPERACIONAL,Novo Mercado,Incorporação Imobiliária,"R$ 77,58 M",Consumo Cíclico,Construção Civil,Incorporações,"IBOVESPA, IBRA, IBRX, IBRX50, ICON, IGC, IGCT, IGNM, IMOB, INDX, ISE, ITAG, IVBX, SMLL"
