,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 1,86 B","R$ 610,03 M","R$ 474,55 M","- R$ 11,54 M","R$ 486,09 M","R$ 543,88 M","R$ 1,36",54
1,31/03/2024,"R$ 1,57 B","R$ 493,52 M","R$ 338,71 M","- R$ 19,89 M","R$ 358,60 M","R$ 267,26 M","R$ 0,67",54
2,31/12/2023,"R$ 1,71 B","R$ 576,58 M","R$ 311,76 M","- R$ 20,76 M","R$ 332,52 M","R$ 28,92 M","R$ 0,07",54
3,30/09/2023,"R$ 1,63 B","R$ 545,46 M","R$ 317,57 M","- R$ 16,27 M","R$ 333,83 M","R$ 357,96 M","R$ 0,90",54
4,30/06/2023,"R$ 1,63 B","R$ 527,09 M","R$ 318,67 M","- R$ 898,00 mil","R$ 319,56 M","R$ 336,67 M","R$ 0,84",54
5,31/03/2023,"R$ 1,28 B","R$ 394,47 M","R$ 177,45 M","- R$ 29,16 M","R$ 206,61 M","R$ 163,58 M","R$ 0,41",54
6,31/12/2022,"R$ 1,37 B","R$ 430,70 M","R$ 223,85 M","R$ 16,92 M","R$ 206,93 M","R$ 126,32 M","R$ 0,32",54
7,30/09/2022,"R$ 1,56 B","R$ 528,38 M","R$ 335,08 M","- R$ 28,75 M","R$ 363,83 M","R$ 330,57 M","R$ 0,83",54
8,30/06/2022,"R$ 1,25 B","R$ 391,33 M","R$ 166,62 M","- R$ 14,40 M","R$ 181,03 M","R$ 150,80 M","R$ 0,38",54
9,31/03/2022,"R$ 1,23 B","R$ 383,55 M","R$ 187,74 M","- R$ 17,24 M","R$ 204,98 M","R$ 161,75 M","R$ 0,40",54
10,31/12/2021,"R$ 1,32 B","R$ 440,10 M","R$ 261,71 M","- R$ 19,52 M","R$ 281,23 M","R$ 217,55 M","R$ 0,54",54
11,30/09/2021,"R$ 1,29 B","R$ 446,90 M","R$ 283,97 M","- R$ 40,23 M","R$ 324,20 M","R$ 237,55 M","R$ 0,00",54
12,30/06/2021,"R$ 1,18 B","R$ 432,28 M","R$ 302,11 M","R$ 3,40 M","R$ 298,70 M","R$ 266,97 M","R$ 0,67",54
13,31/03/2021,"R$ 1,00 B","R$ 346,54 M","R$ 215,15 M","- R$ 5,89 M","R$ 221,04 M","R$ 192,29 M","R$ 0,48",54
14,31/12/2020,"R$ 1,06 B","R$ 336,08 M","R$ 253,60 M","- R$ 3,03 M","R$ 256,63 M","R$ 261,23 M","R$ 0,65",54
15,30/09/2020,"R$ 1,16 B","R$ 378,58 M","R$ 1,79 B","- R$ 11,41 M","R$ 1,80 B","R$ 1,40 B","R$ 3,51",54
16,30/06/2020,"R$ 838,81 M","R$ 274,87 M","R$ 102,76 M","- R$ 18,97 M","R$ 121,72 M","R$ 67,81 M","R$ 0,17",54
17,31/03/2020,"R$ 764,75 M","R$ 260,85 M","R$ 61,83 M","- R$ 7,50 M","R$ 69,33 M","R$ 27,93 M","R$ 0,07",54
18,31/12/2019,"R$ 1,23 B","R$ 384,94 M","R$ 234,76 M","R$ 2,53 M","R$ 232,23 M","R$ 149,22 M","R$ 0,37",54
19,30/09/2019,"R$ 934,76 M","R$ 288,93 M","R$ 133,87 M","- R$ 5,89 M","R$ 139,76 M","R$ 104,38 M","R$ 0,26",54
20,30/06/2019,"R$ 936,62 M","R$ 292,96 M","R$ 143,62 M","- R$ 11,85 M","R$ 155,47 M","R$ 113,84 M","R$ 0,28",54
21,31/03/2019,"R$ 826,24 M","R$ 248,89 M","R$ 77,64 M","- R$ 18,00 M","R$ 95,64 M","R$ 48,41 M","R$ 0,12",54
22,31/12/2018,"R$ 1,33 B","R$ 334,07 M","R$ 165,43 M","- R$ 5,52 M","R$ 170,95 M","R$ 116,11 M","R$ 0,29",54
23,30/09/2018,"R$ 724,83 M","R$ 204,78 M","- R$ 77,92 M","- R$ 5,88 M","- R$ 72,04 M","- R$ 120,75 M","- R$ 0,30",54
24,30/06/2018,"R$ 639,54 M","R$ 171,30 M","- R$ 9,41 M","- R$ 6,66 M","- R$ 2,75 M","- R$ 28,44 M","- R$ 0,07",54
25,31/03/2018,"R$ 450,62 M","R$ 124,78 M","- R$ 25,66 M","- R$ 15,82 M","- R$ 9,84 M","- R$ 51,28 M","- R$ 0,13",54
26,31/12/2017,"R$ 808,80 M","R$ 218,58 M","R$ 88,50 M","- R$ 15,74 M","R$ 104,24 M","R$ 48,76 M","R$ 0,12",54
27,30/09/2017,"R$ 597,83 M","R$ 147,33 M","R$ 16,78 M","- R$ 692,00 mil","R$ 17,47 M","- R$ 6,76 M","- R$ 0,02",54
28,30/06/2017,"R$ 574,76 M","R$ 153,59 M","- R$ 125,19 M","- R$ 17,76 M","- R$ 107,43 M","- R$ 141,03 M","- R$ 0,35",54
29,31/03/2017,"R$ 692,39 M","R$ 215,02 M","R$ 36,73 M","- R$ 21,30 M","R$ 58,03 M","R$ 4,03 M","R$ 0,01",54
30,31/12/2016,"R$ 918,76 M","R$ 264,91 M","R$ 63,66 M","- R$ 28,09 M","R$ 91,75 M","R$ 30,93 M","R$ 0,08",54
31,30/09/2016,"R$ 824,81 M","R$ 261,42 M","R$ 43,28 M","- R$ 25,08 M","R$ 68,36 M","R$ 14,44 M","R$ 0,04",54
32,30/06/2016,"R$ 641,03 M","R$ 253,93 M","R$ 45,41 M","- R$ 16,51 M","R$ 61,92 M","R$ 44,70 M","R$ 0,11",54
33,31/03/2016,"R$ 810,71 M","R$ 282,26 M","R$ 86,86 M","- R$ 27,75 M","R$ 114,61 M","R$ 61,27 M","R$ 0,15",54
34,31/12/2015,"R$ 1,03 B","R$ 348,90 M","R$ 125,53 M","- R$ 22,72 M","R$ 148,25 M","R$ 98,02 M","R$ 0,25",54
35,30/09/2015,"R$ 1,14 B","R$ 394,51 M","R$ 193,23 M","- R$ 19,99 M","R$ 213,22 M","R$ 131,23 M","R$ 0,33",54
36,30/06/2015,"R$ 1,14 B","R$ 399,06 M","R$ 218,98 M","- R$ 16,37 M","R$ 235,35 M","R$ 118,01 M","R$ 0,30",54
37,31/03/2015,"R$ 1,04 B","R$ 360,61 M","R$ 135,07 M","- R$ 16,87 M","R$ 151,94 M","R$ 100,54 M","R$ 0,25",54
38,31/12/2014,"R$ 1,53 B","R$ 494,81 M","R$ 234,73 M","- R$ 20,31 M","R$ 255,03 M","R$ 150,02 M","R$ 0,38",54
39,30/09/2014,"R$ 1,61 B","R$ 482,73 M","R$ 258,76 M","- R$ 19,85 M","R$ 278,60 M","R$ 179,13 M","R$ 0,45",54
40,30/06/2014,"R$ 1,36 B","R$ 453,55 M","R$ 247,63 M","- R$ 20,95 M","R$ 268,57 M","R$ 168,89 M","R$ 0,42",54
41,31/03/2014,"R$ 1,32 B","R$ 437,66 M","R$ 219,16 M","- R$ 23,25 M","R$ 242,41 M","R$ 163,45 M","R$ 0,39",54
42,31/12/2013,"R$ 1,39 B","R$ 457,25 M","R$ 265,25 M","- R$ 18,96 M","R$ 284,21 M","R$ 182,52 M","R$ 0,44",54
43,30/09/2013,"R$ 1,39 B","R$ 457,25 M","R$ 255,64 M","- R$ 27,67 M","R$ 283,31 M","R$ 174,60 M","R$ 0,42",54
44,30/06/2013,"R$ 1,37 B","R$ 447,68 M","R$ 249,40 M","- R$ 24,06 M","R$ 254,04 M","R$ 182,69 M","R$ 0,44",54
45,31/03/2013,"R$ 1,25 B","R$ 416,11 M","R$ 251,14 M","- R$ 25,33 M","R$ 276,48 M","R$ 179,02 M","R$ 0,43",54
46,31/12/2012,"R$ 1,48 B","R$ 519,41 M","R$ 315,21 M","- R$ 42,52 M","R$ 357,73 M","R$ 249,10 M","R$ 0,60",54
47,30/09/2012,"R$ 1,43 B","R$ 441,96 M","R$ 215,36 M","- R$ 71,92 M","R$ 287,27 M","R$ 150,40 M","R$ 0,36",54
48,30/06/2012,"R$ 1,48 B","R$ 447,76 M","R$ 211,89 M","- R$ 6,71 M","R$ 218,60 M","R$ 142,75 M","R$ 0,34",54
49,31/03/2012,"R$ 1,44 B","R$ 425,51 M","R$ 179,03 M","- R$ 2,94 M","R$ 181,97 M","R$ 117,91 M","R$ 0,28",54
50,31/12/2011,"R$ 1,98 B","R$ 576,32 M","R$ 249,88 M","- R$ 1,58 M","R$ 251,45 M","R$ 181,37 M","R$ 0,43",54
51,30/09/2011,"R$ 1,56 B","R$ 445,96 M","R$ 217,73 M","- R$ 4,84 M","R$ 222,57 M","R$ 146,75 M","R$ 0,35",54
52,30/06/2011,"R$ 1,38 B","R$ 382,50 M","R$ 134,42 M","- R$ 3,53 M","R$ 137,95 M","R$ 95,87 M","R$ 0,23",54
53,31/03/2011,"R$ 1,20 B","R$ 328,71 M","R$ 128,75 M","- R$ 3,39 M","R$ 132,13 M","R$ 74,18 M","R$ 0,18",54
54,31/12/2010,"R$ 1,39 B","R$ 340,01 M","R$ 122,91 M",,,"R$ 82,53 M","R$ 0,20",54
55,30/09/2010,"R$ 1,16 B","R$ 408,96 M","R$ 208,61 M",,,"R$ 176,03 M","R$ 0,42",54
56,30/06/2010,"R$ 1,21 B","R$ 393,04 M","R$ 211,84 M",,,"R$ 167,45 M","R$ 0,40",54
57,31/03/2010,"R$ 1,13 B","R$ 394,62 M","R$ 210,40 M",,,"R$ 174,24 M","R$ 0,41",54
58,31/12/2009,"R$ 1,19 B","R$ 398,73 M","R$ 245,65 M",,,"R$ 207,72 M","R$ 0,49",54
59,30/09/2009,"R$ 1,35 B","R$ 458,57 M","R$ 380,43 M",,,"R$ 264,10 M","R$ 0,72",54
60,30/06/2009,"R$ 875,60 M","R$ 299,87 M","R$ 209,15 M",,,"R$ 157,07 M","R$ 0,43",54
61,31/03/2009,"R$ 671,45 M","R$ 252,09 M","R$ 151,26 M",,,"R$ 100,46 M","R$ 0,28",54
62,31/12/2008,"R$ 888,83 M","R$ 270,43 M","R$ 37,06 M",,,"R$ 271,00 mil","R$ 0,00",54
63,30/09/2008,"R$ 695,76 M","R$ 294,16 M","R$ 149,07 M",,,"R$ 72,39 M","R$ 0,20",54
64,30/06/2008,"R$ 743,93 M","R$ 300,43 M","R$ 157,68 M",,,"R$ 119,20 M","R$ 0,34",54
65,31/03/2008,"R$ 518,93 M","R$ 217,56 M","R$ 108,97 M",,,"R$ 85,85 M","R$ 0,24",54
66,31/12/2007,"R$ 633,70 M","R$ 254,19 M","R$ 105,66 M",,,"R$ 91,37 M","R$ 0,26",54
67,30/09/2007,"R$ 414,82 M","R$ 180,49 M","R$ 113,75 M",,,"R$ 90,01 M","R$ 0,25",54
68,30/06/2007,"R$ 355,51 M","R$ 142,83 M","R$ 193,69 M",,,"R$ 183,91 M","R$ 0,52",54
69,31/03/2007,"R$ 303,28 M","R$ 125,74 M","R$ 67,10 M",,,"R$ 56,86 M","R$ 0,16",54
70,31/12/2006,"R$ 390,79 M","R$ 153,57 M","R$ 78,08 M",,,"R$ 80,63 M","R$ 0,23",54
71,30/09/2006,"R$ 232,82 M","R$ 99,14 M","R$ 26,31 M",,,"R$ 31,29 M","R$ 0,18",54
72,30/06/2006,"R$ 262,00 M","R$ 115,56 M","R$ 77,77 M",,,"R$ 72,96 M","R$ 0,48",54
73,31/03/2006,"R$ 231,08 M","R$ 103,24 M","R$ 65,87 M",,,"R$ 57,41 M","R$ 0,39",54
74,31/12/2005,"R$ 123,05 M","R$ 44,12 M","R$ 4,26 M",,,"R$ 22,31 M","R$ 0,15",54
75,30/09/2005,"R$ 252,95 M","R$ 120,85 M","R$ 64,77 M",,,"R$ 30,50 M","R$ 0,21",54
76,30/06/2005,"R$ 254,81 M","R$ 120,64 M","R$ 63,62 M",,,"R$ 57,87 M","R$ 0,50",54
77,31/03/2005,"R$ 58,03 M","R$ 32,99 M","R$ 22,03 M",,,"R$ 17,13 M","R$ 0,21",54
78,31/12/2004,"R$ 81,69 M","R$ 36,89 M","R$ 25,12 M",,,"R$ 18,07 M","R$ 0,23",54
79,30/09/2004,"R$ 45,45 M","R$ 22,59 M","R$ 14,39 M",,,"R$ 9,47 M","R$ 0,12",54
80,30/06/2004,"R$ 37,11 M","R$ 19,07 M","R$ 9,72 M",,,"R$ 8,77 M","R$ 0,11",54
81,31/03/2004,"R$ 52,83 M","R$ 15,84 M","R$ 9,87 M",,,"R$ 9,63 M","R$ 0,12",54
82,31/12/2003,"R$ 34,88 M","R$ 16,99 M","R$ 9,59 M",,,"- R$ 1,83 M","- R$ 0,02",54
83,30/09/2003,"R$ 37,36 M","R$ 23,76 M","R$ 17,92 M",,,"R$ 19,67 M","R$ 0,25",54
84,30/06/2003,"R$ 28,88 M","R$ 11,92 M","R$ 2,85 M",,,"R$ 2,03 M","R$ 0,03",54
85,31/03/2003,"R$ 29,75 M","R$ 16,86 M","R$ 11,20 M",,,"R$ 13,29 M","R$ 0,17",54
86,31/12/2002,"R$ 37,21 M","R$ 24,08 M","R$ 13,82 M",,,"R$ 17,77 M","R$ 0,22",54
87,30/09/2002,"R$ 38,71 M","R$ 23,41 M","R$ 19,24 M",,,"R$ 12,08 M","R$ 0,15",54
88,30/06/2002,"R$ 35,54 M","R$ 19,38 M","R$ 9,97 M",,,"R$ 6,67 M","R$ 0,08",54
89,31/03/2002,"R$ 36,10 M","R$ 20,47 M","R$ 14,28 M",,,"R$ 10,93 M","R$ 0,13",54
