,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 352,69 M","R$ 300,72 M","- R$ 4,71 M","- R$ 56,68 M",54
1,31/03/2024,"- R$ 479,81 M","R$ 397,66 M","R$ 353,00 mil","- R$ 81,80 M",54
2,31/12/2023,"- R$ 615,69 M","R$ 577,19 M","R$ 151,28 M","R$ 112,78 M",54
3,30/09/2023,"- R$ 670,52 M","R$ 369,55 M","R$ 321,16 M","R$ 20,19 M",54
4,30/06/2023,"- R$ 471,33 M","- R$ 345,67 M","R$ 785,88 M","- R$ 31,11 M",54
5,31/03/2023,"- R$ 308,70 M","- R$ 574,93 M","R$ 873,48 M","- R$ 10,14 M",54
6,31/12/2022,"- R$ 402,80 M","- R$ 757,64 M","R$ 1,08 B","- R$ 76,93 M",54
7,30/09/2022,"- R$ 440,54 M","- R$ 801,80 M","R$ 1,22 B","- R$ 18,74 M",54
8,30/06/2022,"- R$ 490,78 M","- R$ 526,87 M","R$ 988,61 M","- R$ 29,04 M",54
9,31/03/2022,"- R$ 536,57 M","- R$ 316,34 M","R$ 917,82 M","R$ 64,92 M",54
10,31/12/2021,"- R$ 396,76 M","- R$ 471,96 M","R$ 874,57 M","R$ 5,86 M",54
11,30/09/2021,"R$ 262,50 M","R$ 199,14 M","- R$ 397,69 M","R$ 63,95 M",54
12,30/06/2021,"R$ 2,23 B","- R$ 1,51 B","- R$ 699,98 M","R$ 17,21 M",54
13,31/03/2021,"R$ 2,18 B","- R$ 1,64 B","- R$ 586,12 M","- R$ 52,48 M",54
14,31/12/2020,"R$ 2,13 B","- R$ 1,57 B","- R$ 572,39 M","- R$ 12,35 M",54
15,30/09/2020,"R$ 2,25 B","- R$ 1,81 B","- R$ 338,00 M","R$ 103,85 M",54
16,30/06/2020,"R$ 335,42 M","- R$ 234,24 M","R$ 33,03 M","R$ 134,21 M",54
17,31/03/2020,"R$ 572,95 M","- R$ 11,85 M","- R$ 454,64 M","R$ 106,47 M",54
18,31/12/2019,"R$ 689,36 M","R$ 79,98 M","- R$ 730,74 M","R$ 38,61 M",54
19,30/09/2019,"R$ 476,27 M","R$ 463,03 M","- R$ 981,21 M","- R$ 41,90 M",54
20,30/06/2019,"R$ 639,36 M","R$ 201,10 M","- R$ 860,50 M","- R$ 20,05 M",54
21,31/03/2019,"R$ 742,16 M","- R$ 194,34 M","- R$ 517,25 M","R$ 30,58 M",54
22,31/12/2018,"R$ 864,38 M","- R$ 151,31 M","- R$ 734,87 M","- R$ 21,80 M",54
23,30/09/2018,"R$ 986,84 M","- R$ 585,39 M","- R$ 524,13 M","- R$ 122,68 M",54
24,30/06/2018,"R$ 774,00 M","R$ 222,12 M","- R$ 1,10 B","- R$ 108,13 M",54
25,31/03/2018,"R$ 684,50 M","R$ 762,14 M","- R$ 1,81 B","- R$ 360,43 M",54
26,31/12/2017,"R$ 579,42 M","R$ 283,38 M","- R$ 1,18 B","- R$ 318,13 M",54
27,30/09/2017,"R$ 623,11 M","- R$ 133,63 M","- R$ 745,78 M","- R$ 256,30 M",54
28,30/06/2017,"R$ 20,79 M","R$ 233,34 M","- R$ 574,31 M","- R$ 320,18 M",54
29,31/03/2017,"R$ 193,78 M","- R$ 157,72 M","- R$ 358,87 M","- R$ 322,80 M",54
30,31/12/2016,"R$ 6,23 M","R$ 280,53 M","- R$ 601,52 M","- R$ 314,76 M",54
31,30/09/2016,"- R$ 487,30 M","R$ 1,07 B","- R$ 911,96 M","- R$ 332,64 M",54
32,30/06/2016,"R$ 609,88 M","- R$ 201,53 M","- R$ 684,79 M","- R$ 276,44 M",54
33,31/03/2016,"R$ 195,32 M","R$ 76,73 M","- R$ 398,57 M","- R$ 126,52 M",54
