,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 2,17 B","- R$ 1,94 B","- R$ 110,94 M","R$ 111,58 M",68
1,31/03/2024,"R$ 3,42 B","- R$ 2,42 B","- R$ 924,71 M","R$ 81,50 M",68
2,31/12/2023,"R$ 3,44 B","- R$ 3,18 B","- R$ 170,30 M","R$ 85,81 M",68
3,30/09/2023,"R$ 4,44 B","- R$ 775,01 M","- R$ 2,51 B","R$ 423,12 M",68
4,30/06/2023,"- R$ 1,20 B","- R$ 1,29 B","- R$ 1,50 B","R$ 169,04 M",68
5,31/03/2023,"R$ 283,67 M","- R$ 1,06 B","- R$ 578,85 M","- R$ 321,71 M",68
6,31/12/2022,"- R$ 1,02 B","- R$ 3,65 B","R$ 4,22 B","- R$ 461,17 M",68
7,30/09/2022,"- R$ 2,18 B","- R$ 1,57 B","R$ 2,03 B","- R$ 970,15 M",68
8,30/06/2022,"- R$ 1,73 B","- R$ 1,88 B","R$ 2,23 B","- R$ 618,71 M",68
9,31/03/2022,"- R$ 1,13 B","- R$ 1,60 B","R$ 453,05 M","- R$ 1,52 B",68
10,31/12/2021,"R$ 255,20 M","- R$ 1,04 B","R$ 1,44 B","R$ 657,04 M",68
11,30/09/2021,"R$ 466,84 M","- R$ 606,58 M","R$ 173,30 M","R$ 33,56 M",68
12,30/06/2021,"R$ 254,27 M","R$ 573,55 M","- R$ 721,02 M","R$ 106,80 M",68
13,31/03/2021,"- R$ 115,50 mil","R$ 790,99 M","R$ 119,50 mil","R$ 791,00 M",68
14,31/12/2020,"R$ 0,00","R$ 0,00","R$ 500,00","R$ 500,00",68
15,30/09/2020,"R$ 5,75 B","R$ 5,75 B","R$ 5,75 B","R$ 5,75 B",68
16,30/06/2020,"R$ 5,75 B","R$ 5,75 B","R$ 5,75 B","R$ 5,75 B",68
17,31/03/2020,"R$ 5,75 B","R$ 5,75 B","R$ 5,75 B","R$ 5,75 B",68
