,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 23/09/2024,"-52,92","1,66","1,97","3,26","0,35","R$ 7,06 B","0,64%",68
1,30/06/2024,"-51,06","1,60","1,90","3,14","0,34","R$ 6,81 B","0,66%",68
2,31/03/2024,"418,27","1,31","1,66","1,69","0,30","R$ 5,77 B","0,78%",68
3,31/12/2023,"47,29","1,40","1,85","1,84","0,33","R$ 6,34 B","0,00%",68
4,30/09/2023,"39,52","1,40","1,94","1,40","0,31","R$ 6,24 B","0,00%",68
5,30/06/2023,"49,12","1,62","2,30","-5,94","0,36","R$ 7,12 B","0,91%",68
6,31/03/2023,"52,98","1,52","2,27","23,64","0,33","R$ 6,71 B","0,96%",68
7,31/12/2022,"39,89","1,36","2,10","-5,83","0,32","R$ 5,97 B","1,08%",68
8,30/09/2022,"-1.211,53","1,18","1,75","-2,26","0,33","R$ 4,93 B","1,07%",68
9,30/06/2022,"14,32","1,65","2,01","-3,13","0,38","R$ 5,41 B","0,55%",68
10,31/03/2022,"12,81","1,61","2,00","-4,67","0,42","R$ 5,27 B","2,16%",68
11,31/12/2021,"15,08","1,75","2,89","22,12","0,48","R$ 5,64 B","2,01%",68
12,30/09/2021,,"2,08",,"9,89","0,42","R$ 4,62 B","2,00%",68
13,30/06/2021,,"3,11",,"21,97","0,54","R$ 5,59 B","1,22%",68
14,31/03/2021,,"3,11",,"-50.484,38","0,61","R$ 5,83 B","0,00%",68
15,31/12/2020,"0,00","16,92","0,00","0,00","16,92","R$ 8,46 mil","0,00%",68
16,30/09/2020,,"169,20",,"0,00","169,20","R$ 8,46 mil","0,00%",68
17,30/06/2020,,"169,20",,"0,00","169,20","R$ 8,46 mil","0,00%",68
18,31/03/2020,,"169,20",,"0,00","169,20","R$ 8,46 mil","0,00%",68
