,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 30/09/2024,"-35,23","1,09","0,45","-6,72","0,21","R$ 144,63 M","2,54%"
1,30/06/2024,"-37,55","1,16","0,48","-7,17","0,22","R$ 154,17 M","2,38%"
2,31/03/2024,"1.004,47","1,40","0,56","-13,04","0,37","R$ 194,87 M","1,88%"
3,31/12/2023,"19,02","1,92","0,79","8,19","0,57","R$ 293,10 M","0,00%"
4,30/09/2023,"9,02","1,34","0,54","5,81","0,38","R$ 205,96 M","0,00%"
5,30/06/2023,"12,07","1,74","0,61","-14,13","0,47","R$ 235,35 M","0,00%"
6,31/03/2023,"14,16","1,55","0,57","-8,82","0,44","R$ 211,03 M","0,00%"
7,31/12/2022,"19,62","1,41","0,52","-3,43","0,39","R$ 191,42 M","0,00%"
8,30/09/2022,"10,08","2,13","0,78","-5,46","0,57","R$ 278,50 M","0,00%"
9,30/06/2022,"15,06","2,52","0,87","67,21","0,64","R$ 302,03 M","0,00%"
10,31/03/2022,"8,92","2,51","0,88","9,64","0,73","R$ 309,88 M","0,00%"
11,31/12/2021,"8,48","3,37","1,26","11,70","1,01","R$ 432,26 M","0,00%"
12,30/09/2021,"13,51","3,65","1,45","9,68","1,11","R$ 474,62 M","0,00%"
13,30/06/2021,"11,78","3,60","1,50","29,50","1,14","R$ 451,09 M","0,00%"
14,31/03/2021,"14,81","3,94","1,91","-1.318,97","1,17","R$ 451,09 M","0,00%"
15,31/12/2020,"27,12","4,53","2,76","124,91","1,24","R$ 466,78 M","0,00%"
16,30/09/2020,"46,56","3,38","3,70","-19,82","0,90","R$ 322,43 M","0,00%"
17,30/06/2020,"102,83","5,66","20,86","-58,07","1,45","R$ 496,59 M","0,00%"
18,31/03/2020,"36,70","6,74","0,00","-16,00","1,82","R$ 114,41 M","0,00%"
19,31/12/2019,"21,03","6,24","0,00","-17,53","1,80","R$ 114,41 M","0,00%"
20,30/09/2019,"6,77","5,53","0,00","-11,76","1,72","R$ 114,41 M","0,00%"
21,30/06/2019,"10,92","7,59","0,00","-11,44","1,79","R$ 114,41 M","0,00%"
22,31/03/2019,"8,29","8,17","0,00","-11,24","1,84","R$ 114,41 M","0,00%"
23,31/12/2018,"10,12","8,61","0,00","-9,82","1,78","R$ 114,41 M","0,00%"
24,30/09/2018,"-36,02","27,06","0,00","-11,02","2,01","R$ 114,41 M","0,00%"
25,30/06/2018,"-9,56","22,03","0,00","-12,64","1,87","R$ 114,41 M","0,00%"
26,31/03/2018,"15,65","203,57","452,21","-6,75","2,03","R$ 114,41 M","0,00%"
27,31/12/2017,"6,07","47,63","235,41","-6,72","2,07","R$ 114,41 M","0,00%"
28,30/09/2017,"0,87","14,77","160,01","-0,66","2,18","R$ 114,41 M","0,00%"
29,30/06/2017,"0,85","6,57","121,45","-0,40","1,90","R$ 114,41 M","0,00%"
30,31/03/2017,"1,13","-24,38","126,84","-0,57","1,49","R$ 114,41 M","0,00%"
31,31/12/2016,"1,09","-10,62","121,58","-0,64","1,20","R$ 114,41 M","0,00%"
32,30/09/2016,"-1,69","-4,72","0,59","4,05","0,52","R$ 114,41 M","0,00%"
33,30/06/2016,"-0,75","-0,92","0,38","1,67","0,49","R$ 114,41 M","0,00%"
34,31/03/2016,"-0,68","-1,01","0,23","1,24","0,46","R$ 114,41 M","0,00%"
35,31/12/2015,"-0,55","-0,95","0,16","1,37","0,33","R$ 114,41 M","0,00%"
36,30/09/2015,"-0,80","-2,14","0,11","1,95","0,24","R$ 114,41 M","0,00%"
37,30/06/2015,"-18,13","28,44","0,96","14,91","1,85","R$ 1,14 B","0,00%"
38,31/03/2015,"-21,10","20,86","0,68","10,41","1,33","R$ 855,89 M","0,00%"
39,31/12/2014,"-70,89","12,42","0,67","-175,28","1,17","R$ 855,89 M","0,00%"
40,30/09/2014,"-44,03","8,61","0,61","17,34","1,14","R$ 855,89 M","0,00%"
41,30/06/2014,"-72,06","6,16","0,59","49,28","1,23","R$ 855,89 M","0,00%"
42,31/03/2014,"-53,40","6,07","0,57","-41,60","1,17","R$ 855,89 M","0,00%"
43,31/12/2013,"-86,99","6,06","0,56","17,32","0,96","R$ 855,89 M","0,00%"
44,30/09/2013,"-134,86","4,77","0,45","20,70","0,92","R$ 721,21 M","0,00%"
45,30/06/2013,"157,36","5,33","0,52","165,84","1,14","R$ 855,89 M","0,00%"
46,31/03/2013,"163,38","4,93","0,48","20,39","1,06","R$ 811,50 M","0,00%"
47,31/12/2012,"-42,50","6,82","0,48","113,48","0,94","R$ 811,50 M","0,00%"
48,30/09/2012,"-38,09","6,59","0,48","-34,31","0,99","R$ 811,50 M","0,00%"
49,30/06/2012,"-30,66","6,22","0,51","-17,44","1,09","R$ 811,50 M","0,00%"
50,31/03/2012,"-31,46","6,24","0,55","-8,38","1,10","R$ 811,50 M","0,00%"
51,31/12/2011,"-64,15","6,01","0,58","-14,68","1,02","R$ 811,50 M","0,00%"
52,30/09/2011,"-67,27","6,04","0,65","-8,57","1,25","R$ 811,67 M","0,00%"
53,30/06/2011,"-50,54","5,85","0,69","-12,35","1,35","R$ 811,50 M","0,00%"
