,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 319,50 M","R$ 104,35 M","R$ 11,14 M","- R$ 24,40 M","R$ 35,54 M","- R$ 4,11 M","- R$ 0,05"
1,31/03/2024,"R$ 347,90 M","R$ 117,66 M","R$ 17,11 M","- R$ 25,01 M","R$ 42,12 M","R$ 194,00 mil","R$ 0,00"
2,31/12/2023,"R$ 368,69 M","R$ 131,27 M","R$ 30,18 M","- R$ 25,86 M","R$ 56,04 M","R$ 15,41 M","R$ 0,19"
3,30/09/2023,"R$ 384,58 M","R$ 137,34 M","R$ 39,10 M","- R$ 23,74 M","R$ 62,84 M","R$ 22,82 M","R$ 0,29"
4,30/06/2023,"R$ 384,14 M","R$ 131,43 M","R$ 34,47 M","- R$ 21,94 M","R$ 56,41 M","R$ 19,50 M","R$ 0,25"
5,31/03/2023,"R$ 372,13 M","R$ 124,69 M","R$ 28,95 M","- R$ 19,82 M","R$ 48,77 M","R$ 14,91 M","R$ 0,19"
6,31/12/2022,"R$ 365,73 M","R$ 116,87 M","R$ 27,16 M","- R$ 17,44 M","R$ 44,60 M","R$ 9,75 M","R$ 0,12"
7,30/09/2022,"R$ 358,37 M","R$ 116,60 M","R$ 45,62 M","- R$ 17,04 M","R$ 62,66 M","R$ 27,62 M","R$ 0,35"
8,30/06/2022,"R$ 345,74 M","R$ 116,13 M","R$ 40,33 M","- R$ 16,19 M","R$ 56,52 M","R$ 20,06 M","R$ 0,26"
9,31/03/2022,"R$ 350,22 M","R$ 119,93 M","R$ 50,72 M","- R$ 15,91 M","R$ 66,62 M","R$ 34,75 M","R$ 0,44"
10,31/12/2021,"R$ 343,74 M","R$ 122,61 M","R$ 55,34 M","- R$ 15,30 M","R$ 70,64 M","R$ 50,95 M","R$ 0,65"
11,30/09/2021,"R$ 328,25 M","R$ 117,05 M","R$ 32,23 M","- R$ 14,28 M","R$ 46,51 M","R$ 35,14 M","R$ 0,45"
12,30/06/2021,"R$ 301,13 M","R$ 107,29 M","R$ 31,77 M","- R$ 13,25 M","R$ 45,02 M","R$ 38,29 M","R$ 0,49"
13,31/03/2021,"R$ 235,57 M","R$ 85,02 M","R$ 23,70 M","- R$ 10,31 M","R$ 34,01 M","R$ 30,46 M","R$ 0,39"
14,31/12/2020,"R$ 169,29 M","R$ 61,68 M","R$ 17,76 M","- R$ 7,16 M","R$ 24,92 M","R$ 17,21 M","R$ 0,22"
15,30/09/2020,"R$ 87,16 M","R$ 32,74 M","R$ 6,36 M","- R$ 3,93 M","R$ 10,29 M","R$ 6,93 M","R$ 0,09"
16,30/06/2020,"R$ 23,81 M","R$ 9,69 M","R$ 5,45 M","- R$ 959,00 mil","R$ 6,41 M","R$ 4,83 M","R$ 0,06"
17,31/03/2020,"R$ 0,00","R$ 0,00","R$ 1,55 M","- R$ 4,00 mil","R$ 1,56 M","R$ 3,12 M","R$ 0,19"
18,31/12/2019,"R$ 0,00","R$ 0,00","R$ 3,89 M","- R$ 3,00 mil","R$ 3,89 M","R$ 5,44 M","R$ 0,33"
19,30/09/2019,"R$ 0,00","R$ 0,00","R$ 16,30 M","- R$ 6,00 mil","R$ 16,31 M","R$ 16,90 M","R$ 1,03"
20,30/06/2019,"R$ 0,00","R$ 0,00","R$ 7,95 M","- R$ 10,00 mil","R$ 7,96 M","R$ 10,48 M","R$ 0,64"
