,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 10,52 M","- R$ 7,79 M","R$ 148,76 M","R$ 130,04 M"
1,31/03/2024,"- R$ 31,59 M","- R$ 8,06 M","R$ 17,22 M","- R$ 20,52 M"
2,31/12/2023,"R$ 4,65 M","- R$ 14,85 M","R$ 10,05 M","R$ 1,15 M"
3,30/09/2023,"R$ 18,48 M","- R$ 8,94 M","R$ 6,74 M","R$ 17,39 M"
4,30/06/2023,"- R$ 6,50 M","- R$ 6,52 M","R$ 477,00 mil","- R$ 12,37 M"
5,31/03/2023,"R$ 19,15 M","- R$ 6,40 M","- R$ 18,32 M","- R$ 5,33 M"
6,31/12/2022,"R$ 4,29 M","- R$ 6,64 M","R$ 10,94 M","R$ 7,88 M"
7,30/09/2022,"- R$ 33,60 M","- R$ 2,10 M","R$ 8,85 M","- R$ 28,17 M"
8,30/06/2022,"- R$ 15,74 M","R$ 3,46 M","R$ 14,20 M","R$ 1,82 M"
9,31/03/2022,"- R$ 10,73 M","- R$ 2,71 M","- R$ 5,66 M","- R$ 19,37 M"
10,31/12/2021,"R$ 9,08 M","- R$ 2,20 M","- R$ 4,63 M","R$ 2,27 M"
11,30/09/2021,"R$ 21,89 M","- R$ 9,24 M","R$ 8,52 M","R$ 21,13 M"
12,30/06/2021,"R$ 11,90 M","- R$ 4,67 M","- R$ 1,02 M","R$ 6,19 M"
13,31/03/2021,"- R$ 5,91 M","R$ 1,66 M","- R$ 2,35 M","- R$ 6,80 M"
14,31/12/2020,"R$ 19,45 M","- R$ 8,05 M","R$ 3,37 M","R$ 14,55 M"
15,30/09/2020,"- R$ 10,91 M","- R$ 9,09 M","R$ 5,31 M","- R$ 14,98 M"
16,30/06/2020,"- R$ 2,97 M","R$ 53,19 M","R$ 13,45 M","R$ 63,67 M"
17,31/03/2020,"- R$ 1,83 M","- R$ 49,00 mil","R$ 0,00","- R$ 1,88 M"
18,31/12/2019,"- R$ 550,00 mil","R$ 662,00 mil","R$ 0,00","R$ 112,00 mil"
19,30/09/2019,"- R$ 3,20 M","R$ 5,60 M","R$ 0,00","R$ 2,40 M"
20,30/06/2019,"- R$ 1,57 M","R$ 0,00","R$ 0,00","- R$ 1,57 M"
21,31/03/2019,"- R$ 1,21 M","R$ 0,00","R$ 0,00","- R$ 1,21 M"
22,31/12/2018,"- R$ 3,76 M","R$ 7,05 M","R$ 0,00","R$ 3,29 M"
23,30/09/2018,"- R$ 3,47 M","R$ 3,46 M","R$ 0,00","- R$ 7,00 mil"
24,30/06/2018,"- R$ 1,75 M","R$ 1,70 M","R$ 0,00","- R$ 58,00 mil"
25,31/03/2018,"- R$ 2,68 M","R$ 2,72 M","R$ 0,00","R$ 44,00 mil"
26,31/12/2017,"- R$ 2,49 M","R$ 2,49 M","R$ 0,00","R$ 1.000,00"
27,30/09/2017,"- R$ 2,14 M","R$ 609,00 mil","- R$ 38,00 mil","- R$ 1,57 M"
28,30/06/2017,"- R$ 9,66 M","- R$ 915,00 mil","- R$ 419,00 mil","- R$ 10,99 M"
29,31/03/2017,"- R$ 2,75 M","R$ 1,83 M","R$ 0,00","- R$ 917,00 mil"
30,31/12/2016,"- R$ 162,77 M","R$ 19,72 M","R$ 120,02 M","- R$ 23,03 M"
31,30/09/2016,"R$ 880,00 mil","R$ 2,54 M","- R$ 2,64 M","R$ 780,00 mil"
32,30/06/2016,"- R$ 5,31 M","R$ 17,01 M","- R$ 2,49 M","R$ 9,22 M"
