,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 130,55 M","- R$ 11,22 M","R$ 50,81 M","R$ 170,14 M",204
1,31/03/2024,"R$ 68,65 M","- R$ 18,50 M","- R$ 93,53 M","- R$ 43,38 M",204
2,31/12/2023,"R$ 159,53 M","- R$ 20,58 M","- R$ 39,39 M","R$ 99,56 M",204
3,30/09/2023,"R$ 126,52 M","- R$ 18,29 M","- R$ 21,40 M","R$ 86,83 M",204
4,30/06/2023,"R$ 76,50 M","- R$ 14,56 M","- R$ 91,32 M","- R$ 29,38 M",204
5,31/03/2023,"R$ 124,17 M","- R$ 33,75 M","- R$ 62,53 M","R$ 27,90 M",204
6,31/12/2022,"R$ 222,57 M","- R$ 37,52 M","- R$ 12,78 M","R$ 172,28 M",204
7,30/09/2022,"R$ 120,06 M","- R$ 43,64 M","- R$ 81,92 M","- R$ 5,50 M",204
8,30/06/2022,"R$ 100,01 M","- R$ 19,74 M","- R$ 16,93 M","R$ 63,34 M",204
9,31/03/2022,"R$ 15,67 M","- R$ 29,56 M","- R$ 11,09 M","- R$ 24,98 M",204
10,31/12/2021,"- R$ 58,53 M","- R$ 25,91 M","R$ 28,32 M","- R$ 56,13 M",204
11,30/09/2021,"R$ 99,85 M","- R$ 50,32 M","R$ 77,71 M","R$ 127,24 M",204
12,30/06/2021,"- R$ 47,17 M","- R$ 32,43 M","- R$ 14,74 M","- R$ 94,34 M",204
13,31/03/2021,"- R$ 11,98 M","- R$ 22,62 M","R$ 62,74 M","R$ 28,14 M",204
14,31/12/2020,"- R$ 48,73 M","- R$ 19,34 M","R$ 36,50 M","- R$ 31,58 M",204
15,30/09/2020,"R$ 44,59 M","- R$ 44,34 M","- R$ 15,73 M","- R$ 15,48 M",204
16,30/06/2020,"R$ 79,29 M","- R$ 12,91 M","- R$ 24,72 M","R$ 41,67 M",204
17,31/03/2020,"R$ 117,12 M","- R$ 47,30 M","R$ 62,14 M","R$ 131,96 M",204
18,31/12/2019,"R$ 13,07 M","- R$ 22,03 M","- R$ 38,87 M","- R$ 47,83 M",204
19,30/09/2019,"R$ 71,53 M","- R$ 20,43 M","- R$ 10,01 M","R$ 41,09 M",204
20,30/06/2019,"R$ 25,39 M","- R$ 35,42 M","R$ 52,23 M","R$ 42,20 M",204
21,31/03/2019,"R$ 23,10 M","- R$ 30,94 M","- R$ 10,12 M","- R$ 17,95 M",204
22,31/12/2018,"R$ 20,75 M","- R$ 39,40 M","- R$ 29,74 M","- R$ 48,39 M",204
23,30/09/2018,"R$ 29,87 M","- R$ 34,55 M","R$ 74,33 M","R$ 69,65 M",204
24,30/06/2018,"R$ 28,71 M","- R$ 22,12 M","- R$ 679,00 mil","R$ 5,91 M",204
25,31/03/2018,"- R$ 5,23 M","- R$ 27,45 M","R$ 16,94 M","- R$ 15,74 M",204
26,31/12/2017,"R$ 7,06 M","- R$ 17,62 M","R$ 25,39 M","R$ 14,83 M",204
27,30/09/2017,"R$ 13,82 M","- R$ 15,74 M","- R$ 6,89 M","- R$ 8,81 M",204
28,30/06/2017,"R$ 126,00 mil","- R$ 7,34 M","R$ 37,47 M","R$ 30,25 M",204
