,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,CPFL ENERGIA,CPFL ENERGIA S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Gestão de Participações Societárias (Holdings),"R$ 44,08 M",Utilidade Pública,Energia Elétrica,Energia Elétrica,"IBOVESPA, IBRA, IBRX, ICO2, IDIV, IEE, IGC, IGCT, IGNM, ISE, ITAG, MLCX, UTIL"
