,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 92,00 mil","R$ 0,00","R$ 92,00 mil","R$ 0,00",391
1,31/03/2024,"- R$ 32,00 mil","R$ 0,00","R$ 32,00 mil","R$ 0,00",391
2,31/12/2023,"- R$ 17,00 mil","R$ 0,00","R$ 17,00 mil","R$ 0,00",391
3,30/09/2023,"- R$ 20,00 mil","R$ 0,00","R$ 20,00 mil","R$ 0,00",391
4,30/06/2023,"- R$ 78,00 mil","R$ 0,00","R$ 78,00 mil","R$ 0,00",391
5,31/03/2023,"- R$ 36,00 mil","R$ 0,00","R$ 36,00 mil","R$ 0,00",391
6,31/12/2022,"- R$ 19,00 mil","R$ 0,00","R$ 19,00 mil","R$ 0,00",391
7,30/09/2022,"- R$ 17,00 mil","R$ 0,00","R$ 17,00 mil","R$ 0,00",391
8,30/06/2022,"- R$ 100,00 mil","R$ 0,00","R$ 100,00 mil","R$ 0,00",391
9,31/03/2022,"- R$ 31,00 mil","R$ 0,00","R$ 31,00 mil","R$ 0,00",391
10,31/12/2021,"- R$ 149,00 mil","R$ 0,00","R$ 149,00 mil","R$ 0,00",391
11,30/09/2021,"R$ 94,00 mil","R$ 0,00","- R$ 94,00 mil","R$ 0,00",391
12,30/06/2021,"- R$ 93,00 mil","R$ 0,00","R$ 93,00 mil","R$ 0,00",391
13,31/03/2021,"- R$ 30,00 mil","R$ 0,00","R$ 30,00 mil","R$ 0,00",391
14,31/12/2020,"- R$ 20,00 mil","R$ 0,00","R$ 20,00 mil","R$ 0,00",391
15,30/09/2020,"- R$ 26,00 mil","R$ 0,00","R$ 26,00 mil","R$ 0,00",391
16,30/06/2020,"- R$ 88,00 mil","R$ 0,00","R$ 88,00 mil","R$ 0,00",391
17,31/03/2020,"- R$ 36,00 mil","R$ 0,00","R$ 36,00 mil","R$ 0,00",391
18,31/12/2019,"- R$ 38,00 mil","R$ 0,00","R$ 38,00 mil","R$ 0,00",391
19,30/09/2019,"- R$ 41,00 mil","R$ 0,00","R$ 41,00 mil","R$ 0,00",391
20,30/06/2019,"- R$ 63,00 mil","R$ 0,00","R$ 63,00 mil","R$ 0,00",391
21,31/03/2019,"- R$ 27,00 mil","R$ 0,00","R$ 27,00 mil","R$ 0,00",391
22,31/12/2018,"- R$ 35,00 mil","R$ 0,00","R$ 35,00 mil","R$ 0,00",391
23,30/09/2018,"- R$ 42,00 mil","R$ 0,00","R$ 42,00 mil","R$ 0,00",391
24,30/06/2018,"- R$ 72,00 mil","R$ 0,00","R$ 72,00 mil","R$ 0,00",391
25,31/03/2018,"- R$ 24,00 mil","R$ 0,00","R$ 24,00 mil","R$ 0,00",391
26,31/12/2017,"- R$ 24,00 mil","R$ 0,00","R$ 24,00 mil","R$ 0,00",391
27,30/09/2017,"- R$ 28,00 mil","R$ 0,00","R$ 28,00 mil","R$ 0,00",391
28,30/06/2017,"- R$ 55,00 mil","R$ 0,00","R$ 55,00 mil","R$ 0,00",391
29,31/03/2017,"- R$ 33,00 mil","R$ 0,00","R$ 33,00 mil","R$ 0,00",391
30,31/12/2016,"- R$ 58,00 mil","R$ 0,00","R$ 58,00 mil","R$ 0,00",391
31,30/09/2016,"- R$ 48,00 mil","R$ 0,00","R$ 48,00 mil","R$ 0,00",391
32,30/06/2016,"- R$ 61,00 mil","R$ 0,00","R$ 61,00 mil","R$ 0,00",391
33,31/03/2016,"- R$ 31,00 mil","R$ 0,00","R$ 31,00 mil","R$ 0,00",391
34,31/12/2015,"- R$ 78,00 mil","R$ 0,00","R$ 78,00 mil","R$ 0,00",391
35,30/09/2015,"- R$ 25,00 mil","R$ 0,00","R$ 25,00 mil","R$ 0,00",391
36,30/06/2015,"- R$ 80,00 mil","R$ 0,00","R$ 80,00 mil","R$ 0,00",391
37,31/03/2015,"- R$ 26,00 mil","R$ 0,00","R$ 26,00 mil","R$ 0,00",391
38,31/12/2014,"- R$ 21,00 mil","R$ 0,00","R$ 21,00 mil","R$ 0,00",391
39,30/09/2014,"- R$ 24,00 mil","R$ 0,00","R$ 24,00 mil","R$ 0,00",391
40,30/06/2014,"- R$ 65,00 mil","R$ 0,00","R$ 65,00 mil","R$ 0,00",391
41,31/03/2014,"- R$ 25,00 mil","R$ 0,00","R$ 25,00 mil","R$ 0,00",391
42,31/12/2013,"- R$ 21,00 mil","R$ 0,00","R$ 21,00 mil","R$ 0,00",391
43,30/09/2013,"- R$ 24,00 mil","R$ 0,00","R$ 24,00 mil","R$ 0,00",391
44,30/06/2013,"- R$ 59,00 mil","R$ 0,00","R$ 59,00 mil","R$ 0,00",391
45,31/03/2013,"- R$ 31,00 mil","R$ 0,00","R$ 31,00 mil","R$ 0,00",391
46,31/12/2012,"- R$ 23,00 mil","R$ 0,00","R$ 23,00 mil","R$ 0,00",391
47,30/09/2012,"- R$ 28,00 mil","R$ 0,00","R$ 28,00 mil","R$ 0,00",391
48,30/06/2012,"- R$ 93,00 mil","R$ 0,00","R$ 93,00 mil","R$ 0,00",391
49,31/03/2012,"- R$ 35,00 mil","R$ 0,00","R$ 35,00 mil","R$ 0,00",391
50,31/12/2011,"- R$ 47,00 mil","R$ 0,00","R$ 47,00 mil","R$ 0,00",391
51,30/09/2011,"- R$ 89,00 mil","R$ 0,00","R$ 89,00 mil","R$ 0,00",391
52,30/06/2011,"- R$ 135,00 mil","R$ 0,00","R$ 135,00 mil","R$ 0,00",391
53,31/03/2011,"- R$ 105,00 mil","R$ 0,00","R$ 105,00 mil","R$ 0,00",391
