,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 2,00 mil","R$ 0,00","R$ 0,00","- R$ 2,00 mil"
1,31/03/2024,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 1.000,00"
2,31/12/2023,"- R$ 2,00 mil","R$ 0,00","R$ 0,00","- R$ 2,00 mil"
3,30/09/2023,"R$ 3,00 mil","R$ 0,00","R$ 0,00","R$ 3,00 mil"
4,30/06/2023,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
5,31/03/2023,"- R$ 1.000,00","R$ 0,00","R$ 0,00","- R$ 1.000,00"
6,31/12/2022,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 1.000,00"
7,30/09/2022,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
8,30/06/2022,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
9,31/03/2022,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
10,31/12/2021,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
11,30/09/2021,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
12,30/06/2021,"- R$ 1.000,00","R$ 0,00","R$ 0,00","- R$ 1.000,00"
13,31/03/2021,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
14,31/12/2020,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 1.000,00"
15,30/09/2020,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
16,30/06/2020,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
17,31/03/2020,"- R$ 1.000,00","R$ 0,00","R$ 0,00","- R$ 1.000,00"
18,31/12/2019,"R$ 1.000,00","R$ 0,00","R$ 0,00","R$ 1.000,00"
19,30/09/2019,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
20,30/06/2019,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
21,31/03/2019,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
22,31/12/2018,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
23,30/09/2018,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
24,30/06/2018,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
25,31/03/2018,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
26,31/12/2017,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
27,30/09/2017,"- R$ 2,00 mil","R$ 0,00","R$ 0,00","- R$ 2,00 mil"
28,30/06/2017,"R$ 2,00 mil","R$ 0,00","R$ 0,00","R$ 2,00 mil"
29,31/03/2017,"- R$ 1.000,00","R$ 0,00","R$ 0,00","- R$ 1.000,00"
30,31/12/2016,"R$ 13,00 mil","- R$ 12,00 mil","R$ 0,00","R$ 1.000,00"
31,30/09/2016,"R$ 1.000,00","- R$ 2,00 mil","R$ 0,00","- R$ 1.000,00"
32,30/06/2016,"- R$ 80,00 mil","R$ 0,00","R$ 0,00","- R$ 80,00 mil"
33,31/03/2016,"R$ 47,00 mil","R$ 0,00","R$ 0,00","R$ 47,00 mil"
34,31/12/2015,"R$ 11,00 mil","R$ 21,00 mil","R$ 0,00","R$ 32,00 mil"
35,30/09/2015,"R$ 2,64 M","R$ 0,00","- R$ 2,64 M","R$ 1.000,00"
36,30/06/2015,"- R$ 1,20 M","- R$ 21,00 mil","R$ 1,23 M","R$ 1.000,00"
37,31/03/2015,"- R$ 1,41 M","R$ 0,00","R$ 1,41 M","R$ 0,00"
38,31/12/2014,"R$ 84,08 M","R$ 0,00","- R$ 84,08 M","R$ 0,00"
39,30/09/2014,"- R$ 336,00 mil","- R$ 1.000,00","R$ 337,00 mil","R$ 0,00"
40,30/06/2014,"R$ 849,00 mil","- R$ 7,00 mil","- R$ 842,00 mil","R$ 0,00"
41,31/03/2014,"- R$ 173,00 mil","R$ 0,00","R$ 173,00 mil","R$ 0,00"
42,31/12/2013,"R$ 562,00 mil","R$ 1.000,00","- R$ 563,00 mil","R$ 0,00"
43,30/09/2013,"R$ 5,00 mil","- R$ 5,00 mil","R$ 0,00","R$ 0,00"
44,30/06/2013,"- R$ 1.000,00","R$ 1.000,00","R$ 0,00","R$ 0,00"
45,31/03/2013,"- R$ 1.000,00","R$ 1.000,00","R$ 0,00","R$ 0,00"
46,31/12/2012,"- R$ 6,06 M","R$ 1,28 M","R$ 4,78 M","R$ 0,00"
47,30/09/2012,"- R$ 2,00 mil","R$ 2,00 mil","R$ 0,00","R$ 0,00"
48,30/06/2012,"R$ 1,96 M","- R$ 961,00 mil","- R$ 1.000,00 mil","R$ 0,00"
49,31/03/2012,"R$ 3,45 M","- R$ 322,00 mil","- R$ 3,13 M","R$ 0,00"
50,31/12/2011,"- R$ 117,00 mil","R$ 0,00","R$ 116,00 mil","- R$ 1.000,00"
51,30/09/2011,"R$ 2,00 mil","- R$ 1.000,00","- R$ 1.000,00","R$ 0,00"
52,30/06/2011,"- R$ 4,01 M","- R$ 3,00 mil","R$ 4,01 M","R$ 0,00"
53,31/03/2011,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
