,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,RNI,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,(i) a compra e venda de imóveis; (ii) o desmembramento ou loteamento de terrenos; (iii) a incorporação imobiliária ou construção de imóveis destinados à venda; (iv) a prestação de serviços a terceiros,"R$ 238,51 mil",Consumo Cíclico,Construção Civil,Incorporações,"IGC, IGNM, ITAG"
