,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 39,54 B","R$ 23,69 B","R$ 18,91",705.260.684,547.818.424,547.818.424,1.253.079.108,2.526.656,19.609.792,19.609.792,22.136.448,702.734.028,528.208.632,1.230.942.660,21
1,31/03/2024,"R$ 39,44 B","R$ 23,84 B","R$ 19,03",705.260.684,547.818.424,547.818.424,1.253.079.108,2.526.656,19.609.792,19.609.792,22.136.448,702.734.028,528.208.632,1.230.942.660,21
2,31/12/2023,"R$ 40,16 B","R$ 23,86 B","R$ 19,04",705.260.684,547.818.424,547.818.424,1.253.079.108,2.526.656,19.609.792,19.609.792,22.136.448,702.734.028,528.208.632,1.230.942.660,21
3,30/09/2023,"R$ 40,21 B","R$ 23,45 B","R$ 18,71",705.260.684,547.818.424,547.818.424,1.253.079.108,2.526.656,19.609.792,19.609.792,22.136.448,702.734.028,528.208.632,1.230.942.660,21
4,30/06/2023,"R$ 39,74 B","R$ 23,71 B","R$ 18,92",705.260.684,547.818.424,547.818.424,1.253.079.108,2.526.656,19.609.792,19.609.792,22.136.448,702.734.028,528.208.632,1.230.942.660,21
5,31/03/2023,"R$ 40,20 B","R$ 23,64 B","R$ 18,87",705.260.684,547.818.424,547.818.424,1.253.079.108,2.526.656,19.609.792,19.609.792,22.136.448,702.734.028,528.208.632,1.230.942.660,21
6,31/12/2022,"R$ 40,00 B","R$ 23,16 B","R$ 18,48",705.260.684,547.818.424,547.818.424,1.253.079.108,2.526.656,19.609.792,19.609.792,22.136.448,702.734.028,528.208.632,1.230.942.660,21
7,30/09/2022,"R$ 40,92 B","R$ 24,29 B","R$ 19,39",705.260.684,547.818.424,547.818.424,1.253.079.108,2.526.656,19.609.792,19.609.792,22.136.448,702.734.028,528.208.632,1.230.942.660,21
8,30/06/2022,"R$ 41,28 B","R$ 23,79 B","R$ 18,98",705.260.684,547.818.424,547.818.424,1.253.079.108,2.526.656,19.609.792,19.609.792,22.136.448,702.734.028,528.208.632,1.230.942.660,21
9,31/03/2022,"R$ 39,10 B","R$ 22,93 B","R$ 18,30",705.260.684,547.818.424,547.818.424,1.253.079.108,2.526.656,19.609.792,19.609.792,22.136.448,702.734.028,528.208.632,1.230.942.660,21
