,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 593,50 M","R$ 259,60 M","R$ 11,54",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
1,31/03/2024,"R$ 571,08 M","R$ 252,05 M","R$ 11,20",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
2,31/12/2023,"R$ 560,72 M","R$ 243,58 M","R$ 10,83",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
3,30/09/2023,"R$ 548,98 M","R$ 231,27 M","R$ 10,28",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
4,30/06/2023,"R$ 526,99 M","R$ 221,86 M","R$ 9,86",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
5,31/03/2023,"R$ 519,53 M","R$ 212,51 M","R$ 9,44",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
6,31/12/2022,"R$ 512,99 M","R$ 215,09 M","R$ 9,56",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
7,30/09/2022,"R$ 523,10 M","R$ 204,69 M","R$ 9,10",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
8,30/06/2022,"R$ 527,06 M","R$ 197,78 M","R$ 8,79",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
9,31/03/2022,"R$ 499,59 M","R$ 188,89 M","R$ 8,39",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
10,31/12/2021,"R$ 491,61 M","R$ 187,72 M","R$ 8,34",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
11,30/09/2021,"R$ 481,01 M","R$ 194,51 M","R$ 8,64",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
12,30/06/2021,"R$ 437,28 M","R$ 185,71 M","R$ 8,25",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
13,31/03/2021,"R$ 447,98 M","R$ 180,27 M","R$ 8,01",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
14,31/12/2020,"R$ 417,23 M","R$ 183,64 M","R$ 8,16",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
15,30/09/2020,"R$ 441,75 M","R$ 179,50 M","R$ 7,98",9.750.000,12.750.000,12.750.000,22.500.000,0,0,0,0,9.750.000,12.750.000,22.500.000,255
16,30/06/2020,"R$ 409,45 M","R$ 168,72 M","R$ 7,50",9.755.000,12.745.000,12.745.000,22.500.000,0,0,0,0,9.755.000,12.745.000,22.500.000,255
